customer_code,customer_name,province_name,region,first_order_date,last_order_date_q1_2025,cohort_month,recency_days,n_orders_q1_2025,revenue_q1_2025,quantity_q1_2025,avg_order_value_q1_2025,n_product_groups_q1_2025,trend_slope,groups_bought,churn_label,rfm_r,rfm_f,rfm_m,rfm_segment,churn_prob,churn_split,churn_priority,roc_auc_test,n_orders_q1_2026,revenue_q1_2026,quantity_q1_2026
KH-00248,CÔNG TY CỔ PHẦN THƯƠNG MẠI ĐẠI DƯƠNG,Nghệ An,Miền Trung,2025-03-22,2025-03-28,2025-03,3,2,100482859,73,50241430.0,4,0.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A,1,4,4,5,Khách hàng tiêu biểu,0.9718,train,Cao,0.8046,0.0,0,0.0
KH-00249,HỘ KINH DOANH PHÚC AN,Thanh Hóa,Miền Trung,2025-03-22,2025-03-22,2025-03,9,1,37560000,30,37560000.0,2,0.0,CITYBIKE_P|KIDBIKE_1,1,3,2,3,Cần theo dõi,0.9225,test,Cao,0.8046,0.0,0,0.0
KH-00250,DOANH NGHIỆP TW XUÂN MAI,Hà Nội,Miền Bắc,2025-03-22,2025-03-31,2025-03,0,4,95971481,87,23992870.0,5,0.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A|SPORTBIKE_S,1,5,5,5,Khách hàng tiêu biểu,0.9895,train,Cao,0.8046,0.0,0,0.0
KH-00251,HỘ KINH DOANH KHẢI HOÀN,Hưng Yên,Miền Bắc,2025-03-22,2025-03-28,2025-03,3,3,119020000,109,39673333.0,3,0.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2,1,4,5,5,Khách hàng tiêu biểu,0.804,test,Cao,0.8046,0.0,0,0.0
KH-00252,CÔNG TY TNHH TÂY BẮC,Hà Nội,Miền Bắc,2025-03-22,2025-03-22,2025-03,9,1,59107574,44,59107574.0,4,0.0,CITYBIKE_P|KIDBIKE_1|SPORTBIKE_A|SPORTBIKE_S,1,3,2,4,Cần theo dõi,0.9801,train,Cao,0.8046,0.0,0,0.0
KH-00253,CÔNG TY TNHH YÊN BÌNH,Hà Nội,Miền Bắc,2025-03-24,2025-03-24,2025-03,7,1,7490741,1,7490741.0,1,0.0,SPORTBIKE_A,1,3,2,1,Cần theo dõi,0.9361,train,Cao,0.8046,0.0,0,0.0
KH-00254,CỬA HÀNG XE ĐẠP ĐÔNG NAM,Hà Nam,Miền Bắc,2025-03-24,2025-03-25,2025-03,6,2,43942860,29,21971430.0,3,0.0,CITYBIKE_P|KIDBIKE_1|SPORTBIKE_A,1,3,4,3,Cần theo dõi,0.9835,train,Cao,0.8046,0.0,0,0.0
KH-00255,CÔNG TY TNHH PHÚ THỊNH,Hải Dương,Miền Bắc,2025-03-24,2025-03-27,2025-03,4,2,58060000,53,29030000.0,4,0.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_S,1,4,4,4,Khách hàng tiêu biểu,0.9892,train,Cao,0.8046,0.0,0,0.0
KH-00256,CÔNG TY TNHH XUÂN MAI,Hà Nội,Miền Bắc,2025-03-24,2025-03-31,2025-03,0,6,151660000,155,25276667.0,5,0.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A|SPORTBIKE_S,1,5,5,5,Khách hàng tiêu biểu,0.7417,test,Cao,0.8046,0.0,0,0.0
KH-00257,HỘ KINH DOANH PHÚC AN,Hà Nội,Miền Bắc,2025-03-24,2025-03-28,2025-03,3,2,39541481,36,19770740.0,3,0.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2,1,4,4,3,Khách hàng trung thành,0.9892,train,Cao,0.8046,0.0,0,0.0
KH-00258,CỬA HÀNG XE ĐẠP HOÀ BÌNH,Hà Nội,Miền Bắc,2025-03-24,2025-03-28,2025-03,3,2,39361481,36,19680740.0,3,0.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2,1,4,4,3,Khách hàng trung thành,0.9892,test,Cao,0.8046,0.0,0,0.0
KH-00259,DOANH NGHIỆP TW MINH PHƯƠNG,Hà Nội,Miền Bắc,2025-03-24,2025-03-24,2025-03,7,1,35050000,31,35050000.0,4,0.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A,1,3,2,3,Cần theo dõi,0.9851,test,Cao,0.8046,0.0,0,0.0
KH-00260,CỬA HÀNG XE ĐẠP XUÂN MAI,Hà Nội,Miền Bắc,2025-03-24,2025-03-24,2025-03,7,2,66020000,54,33010000.0,3,0.0,CITYBIKE_P|KIDBIKE_1|SPORTBIKE_A,1,3,4,4,Cần theo dõi,0.9851,test,Cao,0.8046,0.0,0,0.0
KH-00261,CÔNG TY TNHH THƯƠNG MẠI VẠN LỢI,Hà Nội,Miền Bắc,2025-03-24,2025-03-24,2025-03,7,1,49160000,42,49160000.0,2,0.0,CITYBIKE_P|KIDBIKE_1,1,3,2,3,Cần theo dõi,0.9648,test,Cao,0.8046,0.0,0,0.0
KH-00262,CÔNG TY TNHH VIỆT ANH,Hà Nội,Miền Bắc,2025-03-24,2025-03-27,2025-03,4,2,64270000,54,32135000.0,1,0.0,CITYBIKE_P,1,4,4,4,Khách hàng tiêu biểu,0.9849,train,Cao,0.8046,0.0,0,0.0
KH-00263,DOANH NGHIỆP TW TRƯỜNG THỊNH,Thanh Hoá,Miền Trung,2025-03-24,2025-03-24,2025-03,7,1,35790000,30,35790000.0,2,0.0,CITYBIKE_P|SPORTBIKE_S,1,3,2,3,Cần theo dõi,0.9426,train,Cao,0.8046,0.0,0,0.0
KH-00264,DOANH NGHIỆP TW NGỌC ANH,Thanh Hoá,Miền Trung,2025-03-24,2025-03-25,2025-03,6,3,131871676,113,43957225.0,4,0.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_S,1,3,5,5,Cần theo dõi,0.8967,train,Cao,0.8046,0.0,0,0.0
KH-00265,CÔNG TY TNHH THƯƠNG MẠI PHÚC AN,phố số 6 - Thị trấn Diêm Điền - Huyện Thái Thụy - Thái Bình.,Miền Bắc,2025-03-24,2025-03-25,2025-03,6,2,115376430,94,57688215.0,4,0.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A,1,3,4,5,Cần theo dõi,0.9627,train,Cao,0.8046,0.0,0,0.0
KH-00266,CỬA HÀNG XE ĐẠP TÂN TIẾN,Nam Định,Miền Bắc,2025-03-24,2025-03-24,2025-03,7,1,83590000,70,83590000.0,2,0.0,CITYBIKE_P|KIDBIKE_1,1,3,2,4,Cần theo dõi,0.9589,train,Cao,0.8046,0.0,0,0.0
KH-00267,CÔNG TY CỔ PHẦN HÙNG CƯỜNG,Nam Định,Miền Bắc,2025-03-24,2025-03-25,2025-03,6,2,85460000,70,42730000.0,2,0.0,CITYBIKE_P|SPORTBIKE_A,1,3,4,4,Cần theo dõi,0.9447,train,Cao,0.8046,0.0,0,0.0
KH-00268,CÔNG TY CỔ PHẦN THƯƠNG MẠI TRƯỜNG THỊNH,Hà Nội,Miền Bắc,2025-03-25,2025-03-25,2025-03,6,1,58140000,50,58140000.0,2,0.0,CITYBIKE_P|KIDBIKE_1,1,3,2,4,Cần theo dõi,0.9648,train,Cao,0.8046,0.0,0,0.0
KH-00269,HỘ KINH DOANH AN PHÁT,Phú Thọ,Miền Bắc,2025-03-25,2025-03-25,2025-03,6,1,52678500,50,52678500.0,4,0.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A,1,3,2,3,Cần theo dõi,0.9801,train,Cao,0.8046,0.0,0,0.0
KH-00270,DOANH NGHIỆP TW TÚ ANH,Phú Thọ,Miền Bắc,2025-03-25,2025-03-25,2025-03,6,1,57290000,50,57290000.0,2,0.0,CITYBIKE_P|KIDBIKE_1,1,3,2,4,Cần theo dõi,0.9648,train,Cao,0.8046,0.0,0,0.0
KH-00271,CÔNG TY CỔ PHẦN THƯƠNG MẠI HÙNG CƯỜNG,Hà Nội,Miền Bắc,2025-03-25,2025-03-25,2025-03,6,1,20030000,18,20030000.0,3,0.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2,1,3,2,2,Cần theo dõi,0.9835,train,Cao,0.8046,0.0,0,0.0
KH-00272,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT,Vĩnh Phúc,Miền Bắc,2025-03-25,2025-03-31,2025-03,0,2,43920000,38,21960000.0,2,0.0,CITYBIKE_P|KIDBIKE_1,1,5,4,3,Khách hàng trung thành,0.983,train,Cao,0.8046,0.0,0,0.0
KH-00273,CÔNG TY TNHH THƯƠNG MẠI PHÚ THỊNH,Vĩnh Phúc,Miền Bắc,2025-03-25,2025-03-25,2025-03,6,1,44730000,40,44730000.0,3,0.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2,1,3,2,3,Cần theo dõi,0.9705,train,Cao,0.8046,0.0,0,0.0
KH-00274,CÔNG TY CỔ PHẦN THƯƠNG MẠI YÊN BÌNH,Vĩnh Phúc,Miền Bắc,2025-03-25,2025-03-25,2025-03,6,1,18170000,15,18170000.0,2,0.0,CITYBIKE_P|SPORTBIKE_S,1,3,2,2,Cần theo dõi,0.9681,test,Cao,0.8046,0.0,0,0.0
KH-00275,CÔNG TY CỔ PHẦN THƯƠNG MẠI QUANG VINH,Thái Nguyên,Miền Bắc,2025-03-25,2025-03-25,2025-03,6,1,35890000,30,35890000.0,3,0.0,CITYBIKE_P|KIDBIKE_1|SPORTBIKE_S,1,3,2,3,Cần theo dõi,0.97,train,Cao,0.8046,0.0,0,0.0
KH-00276,CÔNG TY TNHH VẠN LỢI,Hà Nội,Miền Bắc,2025-03-25,2025-03-31,2025-03,0,2,68110000,58,34055000.0,2,0.0,CITYBIKE_P|KIDBIKE_1,1,5,4,4,Khách hàng tiêu biểu,0.9859,train,Cao,0.8046,0.0,0,0.0
KH-00277,CÔNG TY CỔ PHẦN THƯƠNG MẠI VĨNH PHÁT,Vinh,Miền Bắc,2025-03-25,2025-03-25,2025-03,6,2,232490000,200,116245000.0,2,0.0,CITYBIKE_P|KIDBIKE_1,1,3,4,5,Cần theo dõi,0.1403,test,Thấp,0.8046,0.0,0,0.0
KH-00278,CÔNG TY TNHH QUANG VINH,Hà Nội,Miền Bắc,2025-03-25,2025-03-25,2025-03,6,1,47790000,40,47790000.0,1,0.0,CITYBIKE_P,1,3,2,3,Cần theo dõi,0.9648,train,Cao,0.8046,0.0,0,0.0
KH-00279,CỬA HÀNG XE ĐẠP CHI THÀNH,Hà Nam,Miền Bắc,2025-03-25,2025-03-25,2025-03,6,1,17170000,20,17170000.0,2,0.0,CITYBIKE_P|KIDBIKE_2,1,3,2,1,Cần theo dõi,0.9655,test,Cao,0.8046,0.0,0,0.0
KH-00280,CÔNG TY TNHH THƯƠNG MẠI MINH PHƯƠNG,Hà Nam,Miền Bắc,2025-03-25,2025-03-25,2025-03,6,1,22480000,20,22480000.0,3,0.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2,1,3,2,2,Cần theo dõi,0.9835,test,Cao,0.8046,0.0,0,0.0
KH-00281,CỬA HÀNG XE ĐẠP PHÚC AN,Thanh Hoá,Miền Trung,2025-03-25,2025-03-25,2025-03,6,1,42075286,32,42075286.0,4,0.0,CITYBIKE_P|KIDBIKE_1|SPORTBIKE_A|SPORTBIKE_S,1,3,2,3,Cần theo dõi,0.9705,train,Cao,0.8046,0.0,0,0.0
KH-00282,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,Hà Nội,Miền Bắc,2025-03-25,2025-03-28,2025-03,3,3,51690000,45,17230000.0,3,0.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2,1,4,5,3,Khách hàng trung thành,0.9892,train,Cao,0.8046,0.0,0,0.0
KH-00283,CỬA HÀNG XE ĐẠP TRƯỜNG THỊNH,Hưng Yên,Miền Bắc,2025-03-25,2025-03-27,2025-03,4,2,54240000,46,27120000.0,1,0.0,CITYBIKE_P,1,4,4,4,Khách hàng tiêu biểu,0.9833,test,Cao,0.8046,0.0,0,0.0
KH-00284,HỘ KINH DOANH NGỌC ANH,Hưng Yên,Miền Bắc,2025-03-25,2025-03-25,2025-03,6,1,35470000,30,35470000.0,2,0.0,CITYBIKE_P|KIDBIKE_1,0,3,2,3,Cần theo dõi,0.3454,train,Trung bình,0.8046,1.0,22092772,14.0
KH-00285,CÔNG TY TNHH ĐÔNG NAM,Hà Nội,Miền Bắc,2025-03-25,2025-03-26,2025-03,5,2,55041000,43,27520500.0,4,0.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_S,1,4,4,4,Khách hàng tiêu biểu,0.9892,train,Cao,0.8046,0.0,0,0.0
KH-00286,DOANH NGHIỆP TW VIỆT ANH,Hà Nội,Miền Bắc,2025-03-26,2025-03-26,2025-03,5,1,2398148,1,2398148.0,1,0.0,CITYBIKE_P,1,4,2,1,Khách hàng mới tiềm năng,0.9851,test,Cao,0.8046,0.0,0,0.0
KH-00287,CÔNG TY TNHH THƯƠNG MẠI THUỶ TIÊN,Vĩnh Phúc,Miền Bắc,2025-03-26,2025-03-26,2025-03,5,1,4611111,2,4611111.0,1,0.0,CITYBIKE_P,1,4,2,1,Khách hàng mới tiềm năng,0.9851,test,Cao,0.8046,0.0,0,0.0
KH-00288,CÔNG TY TNHH THƯƠNG MẠI TOÀN THẮNG,Nghệ An,Miền Trung,2025-03-26,2025-03-29,2025-03,2,3,53532962,46,17844321.0,2,0.0,CITYBIKE_P|KIDBIKE_1,0,5,5,4,Khách hàng tiêu biểu,0.9844,test,Cao,0.8046,1.0,33679990,16.0
KH-00289,CÔNG TY CỔ PHẦN KHẢI HOÀN,Hưng Yên,Miền Bắc,2025-03-26,2025-03-29,2025-03,2,3,64680000,54,21560000.0,3,0.0,CITYBIKE_P|KIDBIKE_1|SPORTBIKE_S,1,5,5,4,Khách hàng tiêu biểu,0.99,train,Cao,0.8046,0.0,0,0.0
KH-00290,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÂY BẮC,Hưng Yên,Miền Bắc,2025-03-26,2025-03-26,2025-03,5,1,14702643,11,14702643.0,3,0.0,CITYBIKE_P|KIDBIKE_1|SPORTBIKE_A,1,4,2,1,Khách hàng mới tiềm năng,0.9883,train,Cao,0.8046,0.0,0,0.0
KH-00291,CÔNG TY TNHH VĨNH PHÁT,Hà Nam,Miền Bắc,2025-03-26,2025-03-26,2025-03,5,1,24000000,20,24000000.0,1,0.0,CITYBIKE_P,1,4,2,2,Khách hàng mới tiềm năng,0.9818,train,Cao,0.8046,0.0,0,0.0
KH-00292,CÔNG TY TNHH VIỆT ANH,Hà Nội,Miền Bắc,2025-03-26,2025-03-26,2025-03,5,1,28127001,30,28127001.0,3,0.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2,1,4,2,2,Khách hàng mới tiềm năng,0.9892,test,Cao,0.8046,0.0,0,0.0
KH-00293,CÔNG TY TNHH THƯƠNG MẠI TÚ ANH,Hà Nội,Miền Bắc,2025-03-27,2025-03-27,2025-03,4,1,20277778,10,20277778.0,1,0.0,CITYBIKE_P,1,4,2,2,Khách hàng mới tiềm năng,0.9818,train,Cao,0.8046,0.0,0,0.0
KH-00294,HỘ KINH DOANH SÁN LẠP,Hải Phòng,Miền Bắc,2025-03-27,2025-03-27,2025-03,4,1,2305556,1,2305556.0,1,0.0,CITYBIKE_P,1,4,2,1,Khách hàng mới tiềm năng,0.9851,train,Cao,0.8046,0.0,0,0.0
KH-00295,DOANH NGHIỆP TW XÂY DỰNG,Hà Nội,Miền Bắc,2025-03-27,2025-03-27,2025-03,4,1,34400000,29,34400000.0,1,0.0,CITYBIKE_P,1,4,2,2,Khách hàng mới tiềm năng,0.9835,train,Cao,0.8046,0.0,0,0.0
KH-00296,CÔNG TY TNHH THƯƠNG MẠI HOÀ BÌNH,Hà Nội,Miền Bắc,2025-03-27,2025-03-27,2025-03,4,1,23580000,20,23580000.0,1,0.0,CITYBIKE_P,1,4,2,2,Khách hàng mới tiềm năng,0.9818,train,Cao,0.8046,0.0,0,0.0
KH-00297,CỬA HÀNG XE ĐẠP TÂY BẮC,Hà Nội,Miền Bắc,2025-03-27,2025-03-27,2025-03,4,1,20650000,17,20650000.0,1,0.0,CITYBIKE_P,1,4,2,2,Khách hàng mới tiềm năng,0.9818,test,Cao,0.8046,0.0,0,0.0
KH-00298,CÔNG TY CỔ PHẦN THƯƠNG MẠI ĐÔNG NAM,Hà Nội,Miền Bắc,2025-03-27,2025-03-28,2025-03,3,2,96307574,71,48153787.0,4,0.0,CITYBIKE_P|KIDBIKE_1|SPORTBIKE_A|SPORTBIKE_S,1,4,4,5,Khách hàng tiêu biểu,0.9718,train,Cao,0.8046,0.0,0,0.0
KH-00299,CỬA HÀNG XE ĐẠP VIỆT ANH,Hà Tĩnh,Miền Trung,2025-03-27,2025-03-27,2025-03,4,1,24430000,21,24430000.0,3,0.0,CITYBIKE_P|KIDBIKE_1|SPORTBIKE_S,1,4,2,2,Khách hàng mới tiềm năng,0.9892,train,Cao,0.8046,0.0,0,0.0
KH-00300,CÔNG TY TNHH THƯƠNG MẠI QUANG VINH,,,2025-03-28,2025-03-28,2025-03,3,1,17490000,15,17490000.0,1,0.0,CITYBIKE_P,1,4,2,1,Khách hàng mới tiềm năng,0.9803,train,Cao,0.8046,0.0,0,0.0
KH-00301,CÔNG TY TNHH THƯƠNG MẠI THUỶ TIÊN,Hải Phòng,Miền Bắc,2025-03-28,2025-03-28,2025-03,3,1,64940000,56,64940000.0,1,0.0,CITYBIKE_P,1,4,2,4,Khách hàng mới tiềm năng,0.9798,train,Cao,0.8046,0.0,0,0.0
KH-00302,CÔNG TY TNHH XÂY DỰNG,Hà Giang,Miền Bắc,2025-03-28,2025-03-28,2025-03,3,1,36910000,30,36910000.0,4,0.0,CITYBIKE_P|KIDBIKE_1|SPORTBIKE_A|SPORTBIKE_S,1,4,2,3,Khách hàng mới tiềm năng,0.9729,train,Cao,0.8046,0.0,0,0.0
KH-00303,CÔNG TY CỔ PHẦN BÌNH MINH,Hà Nội,Miền Bắc,2025-03-28,2025-03-28,2025-03,3,1,12980000,11,12980000.0,2,0.0,CITYBIKE_P|KIDBIKE_1,1,4,2,1,Khách hàng mới tiềm năng,0.9803,test,Cao,0.8046,0.0,0,0.0
KH-00304,DOANH NGHIỆP TW TÚ ANH,Hà Nội,Miền Bắc,2025-03-28,2025-03-28,2025-03,3,1,17710000,15,17710000.0,1,0.0,CITYBIKE_P,1,4,2,1,Khách hàng mới tiềm năng,0.9803,train,Cao,0.8046,0.0,0,0.0
KH-00305,CÔNG TY CỔ PHẦN TÂY BẮC,Hà Nội,Miền Bắc,2025-03-28,2025-03-31,2025-03,0,2,32170000,26,16085000.0,3,0.0,CITYBIKE_P|KIDBIKE_1|SPORTBIKE_A,1,5,4,2,Khách hàng trung thành,0.99,test,Cao,0.8046,0.0,0,0.0
KH-00306,CÔNG TY TNHH HOÀ BÌNH,Vĩnh Phúc,Miền Bắc,2025-03-28,2025-03-28,2025-03,3,1,16430000,14,16430000.0,1,0.0,CITYBIKE_P,1,4,2,1,Khách hàng mới tiềm năng,0.9803,train,Cao,0.8046,0.0,0,0.0
KH-00307,DOANH NGHIỆP TW THIÊN AN,Quảng Ninh,Miền Bắc,2025-03-28,2025-03-28,2025-03,3,1,29517574,20,29517574.0,4,0.0,CITYBIKE_P|KIDBIKE_2|SPORTBIKE_A|SPORTBIKE_S,1,4,2,2,Khách hàng mới tiềm năng,0.9876,train,Cao,0.8046,0.0,0,0.0
KH-00308,CÔNG TY TNHH THIÊN AN,Cường Tráng - An Thịnh - Lương Tài - Bắc Ninh,Miền Bắc,2025-03-28,2025-03-28,2025-03,3,1,38840000,31,38840000.0,4,0.0,CITYBIKE_P|KIDBIKE_1|SPORTBIKE_A|SPORTBIKE_S,1,4,2,3,Khách hàng mới tiềm năng,0.9729,train,Cao,0.8046,0.0,0,0.0
KH-00309,CÔNG TY CỔ PHẦN PHÚC AN,Hải Dương,Miền Bắc,2025-03-28,2025-03-28,2025-03,3,1,21610000,21,21610000.0,3,0.0,CITYBIKE_P|KIDBIKE_2|SPORTBIKE_S,1,4,2,2,Khách hàng mới tiềm năng,0.9892,test,Cao,0.8046,0.0,0,0.0
KH-00310,HỘ KINH DOANH VẠN LỢI,Quảng Ninh,Miền Bắc,2025-03-28,2025-03-28,2025-03,3,1,34770000,30,34770000.0,2,0.0,CITYBIKE_P|KIDBIKE_1,1,4,2,3,Khách hàng mới tiềm năng,0.9835,test,Cao,0.8046,0.0,0,0.0
KH-00311,CÔNG TY TNHH THƯƠNG MẠI QUANG VINH,Quảng Ninh,Miền Bắc,2025-03-28,2025-03-28,2025-03,3,1,39960000,30,39960000.0,2,0.0,CITYBIKE_P|SPORTBIKE_A,1,4,2,3,Khách hàng mới tiềm năng,0.9547,train,Cao,0.8046,0.0,0,0.0
KH-00312,DOANH NGHIỆP TW HOÀ BÌNH,Quảng Ninh,Miền Bắc,2025-03-28,2025-03-28,2025-03,3,1,46750000,40,46750000.0,2,0.0,CITYBIKE_P|SPORTBIKE_S,1,4,2,3,Khách hàng mới tiềm năng,0.9674,test,Cao,0.8046,0.0,0,0.0
KH-00313,DOANH NGHIỆP TW BÌNH MINH,Hà Nội,Miền Bắc,2025-03-28,2025-03-28,2025-03,3,1,18730000,16,18730000.0,1,0.0,CITYBIKE_P,1,4,2,2,Khách hàng mới tiềm năng,0.9818,train,Cao,0.8046,0.0,0,0.0
KH-00314,CÔNG TY TNHH THƯƠNG MẠI YÊN BÌNH,Hải Phòng,Miền Bắc,2025-03-28,2025-03-28,2025-03,3,1,70640000,61,70640000.0,2,0.0,CITYBIKE_P|KIDBIKE_1,1,4,2,4,Khách hàng mới tiềm năng,0.9751,train,Cao,0.8046,0.0,0,0.0
KH-00315,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,Vĩnh Yên,Miền Bắc,2025-03-28,2025-03-28,2025-03,3,1,20889981,16,20889981.0,4,0.0,CITYBIKE_P|KIDBIKE_1|SPORTBIKE_A|SPORTBIKE_S,1,4,2,2,Khách hàng mới tiềm năng,0.9892,train,Cao,0.8046,0.0,0,0.0
KH-00316,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,Hà Nội,Miền Bắc,2025-03-28,2025-03-28,2025-03,3,1,42392500,30,42392500.0,3,0.0,CITYBIKE_P|KIDBIKE_1|SPORTBIKE_S,1,4,2,3,Khách hàng mới tiềm năng,0.9806,train,Cao,0.8046,0.0,0,0.0
KH-00317,CỬA HÀNG XE ĐẠP THIÊN AN,Hà Nội,Miền Bắc,2025-03-28,2025-03-28,2025-03,3,1,17550000,15,17550000.0,2,0.0,CITYBIKE_P|KIDBIKE_1,1,4,2,1,Khách hàng mới tiềm năng,0.9803,train,Cao,0.8046,0.0,0,0.0
KH-00318,HỘ KINH DOANH BÌNH MINH,Hòa Bình,Miền Bắc,2025-03-29,2025-03-29,2025-03,2,1,30680000,26,30680000.0,1,0.0,CITYBIKE_P,1,5,2,2,Khách hàng mới tiềm năng,0.9806,train,Cao,0.8046,0.0,0,0.0
KH-00319,CỬA HÀNG XE ĐẠP QUANG VINH,TP Hưng Yên,Miền Bắc,2025-03-29,2025-03-29,2025-03,2,1,27978500,22,27978500.0,4,0.0,CITYBIKE_P|KIDBIKE_1|SPORTBIKE_A|SPORTBIKE_S,1,5,2,2,Khách hàng mới tiềm năng,0.99,train,Cao,0.8046,0.0,0,0.0
KH-00320,HỘ KINH DOANH PHÚC AN,Hà Nội,Miền Bắc,2025-03-31,2025-03-31,2025-03,0,1,18020000,15,18020000.0,2,0.0,CITYBIKE_P|KIDBIKE_1,1,5,2,2,Khách hàng mới tiềm năng,0.983,train,Cao,0.8046,0.0,0,0.0
KH-00321,CỬA HÀNG XE ĐẠP VIỆT ANH,Hải Phòng,Miền Bắc,2025-03-31,2025-03-31,2025-03,0,1,22250000,19,22250000.0,2,0.0,CITYBIKE_P|KIDBIKE_1,1,5,2,2,Khách hàng mới tiềm năng,0.983,train,Cao,0.8046,0.0,0,0.0
KH-00322,CÔNG TY TNHH THƯƠNG MẠI THANH BÌNH,Hải Phòng,Miền Bắc,2025-03-31,2025-03-31,2025-03,0,1,16380000,14,16380000.0,2,0.0,CITYBIKE_P|KIDBIKE_1,1,5,2,1,Khách hàng mới tiềm năng,0.9816,train,Cao,0.8046,0.0,0,0.0
KH-00323,CÔNG TY CỔ PHẦN PHÚ THỊNH,Nghệ An,Miền Trung,2025-03-31,2025-03-31,2025-03,0,1,10850000,9,10850000.0,1,0.0,CITYBIKE_P,1,5,2,1,Khách hàng mới tiềm năng,0.9816,train,Cao,0.8046,0.0,0,0.0
KH-00324,CÔNG TY CỔ PHẦN ĐÔNG NAM,Quảng Ninh,Miền Bắc,2025-03-31,2025-03-31,2025-03,0,1,34180000,28,34180000.0,3,0.0,CITYBIKE_P|SPORTBIKE_A|SPORTBIKE_S,1,5,2,2,Khách hàng mới tiềm năng,0.9909,test,Cao,0.8046,0.0,0,0.0
KH-00325,HỘ KINH DOANH THANH BÌNH,Hạ Long,Miền Bắc,2025-03-31,2025-03-31,2025-03,0,1,59956468,38,59956468.0,1,0.0,CITYBIKE_P,1,5,2,4,Khách hàng mới tiềm năng,0.9812,train,Cao,0.8046,0.0,0,0.0
KH-00326,CỬA HÀNG XE ĐẠP VĨNH PHÁT,Quảng NinhSố,Miền Bắc,2025-03-31,2025-03-31,2025-03,0,1,13870000,13,13870000.0,3,0.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2,1,5,2,1,Khách hàng mới tiềm năng,0.9891,train,Cao,0.8046,0.0,0,0.0
KH-00327,CÔNG TY TNHH MẶT TRỜI,Vĩnh Phúc,Miền Bắc,2025-03-31,2025-03-31,2025-03,0,1,55970000,47,55970000.0,1,0.0,CITYBIKE_P,1,5,2,4,Khách hàng mới tiềm năng,0.9812,train,Cao,0.8046,0.0,0,0.0
KH-00328,CÔNG TY CỔ PHẦN PHÚC AN,Vĩnh Phúc,Miền Bắc,2025-03-31,2025-03-31,2025-03,0,1,37780000,30,37780000.0,3,0.0,CITYBIKE_P|KIDBIKE_1|SPORTBIKE_A,1,5,2,3,Khách hàng mới tiềm năng,0.9748,train,Cao,0.8046,0.0,0,0.0
KH-00329,HỘ KINH DOANH TRÍ ĐỨC,Hà Nội,Miền Bắc,2025-03-31,2025-03-31,2025-03,0,1,21666667,10,21666667.0,1,0.0,CITYBIKE_P,1,5,2,2,Khách hàng mới tiềm năng,0.983,test,Cao,0.8046,0.0,0,0.0
KH-00330,CÔNG TY TNHH THIÊN AN,Hà Giang,Miền Bắc,2025-03-31,2025-03-31,2025-03,0,1,61560000,56,61560000.0,4,0.0,CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_S,1,5,2,4,Khách hàng mới tiềm năng,0.9879,train,Cao,0.8046,0.0,0,0.0
KH-00331,HỘ KINH DOANH ĐẠI DƯƠNG,Hà Giang,Miền Bắc,2025-03-31,2025-03-31,2025-03,0,1,16960000,15,16960000.0,2,0.0,CITYBIKE_P|KIDBIKE_1,1,5,2,1,Khách hàng mới tiềm năng,0.9816,train,Cao,0.8046,0.0,0,0.0
KH-00332,DOANH NGHIỆP TW TOÀN THẮNG,Hà Nội,Miền Bắc,2025-03-31,2025-03-31,2025-03,0,1,24510000,21,24510000.0,1,0.0,CITYBIKE_P,1,5,2,2,Khách hàng mới tiềm năng,0.983,train,Cao,0.8046,0.0,0,0.0
