customer_code,customer_name,province_name,region,ngay_dau,tong_dt,so_don,segment,cohort_month,cohort_year
KH-00510,CỬA HÀNG XE ĐẠP NGỌC ANH,Bắc Ninh,Miền Bắc,2026-01-28,38976104.0,2,Champions,2026-01,2026
KH-00511,CÔNG TY TNHH BÌNH MINH,Lào Cai,Miền Bắc,2026-01-28,14207958.0,1,Trung bình,2026-01,2026
KH-00512,CÔNG TY TNHH ĐẠI DƯƠNG,Phú Thọ,Miền Bắc,2026-01-28,47577767.0,2,Champions,2026-01,2026
KH-00513,CÔNG TY CỔ PHẦN THƯƠNG MẠI ĐÔNG NAM,Hà Nội,Miền Bắc,2026-01-28,98181923.0,3,Champions,2026-01,2026
KH-00514,CỬA HÀNG XE ĐẠP HÙNG CƯỜNG,Hà Nội,Miền Bắc,2026-01-28,78236554.0,2,Champions,2026-01,2026
KH-00515,CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ,TP Hải Phòng,Miền Bắc,2026-01-28,34973416.0,1,Trung bình,2026-01,2026
KH-00516,CÔNG TY TNHH SÁN LẠP,Hưng Yên,Miền Bắc,2026-01-28,31988880.0,1,Trung bình,2026-01,2026
KH-00517,CỬA HÀNG XE ĐẠP PHÚ THỊNH,Hưng Yên,Miền Bắc,2026-01-28,62083320.0,1,Trung bình,2026-01,2026
KH-00557,CÔNG TY TNHH THƯƠNG MẠI MINH PHƯƠNG,Hà Nội,Miền Bắc,2026-01-29,146904319.0,4,Champions,2026-01,2026
KH-00551,CÔNG TY CỔ PHẦN THƯƠNG MẠI SÁN LẠP,Phú Thọ,Miền Bắc,2026-01-29,106954977.0,2,Loyal,2026-01,2026
KH-00552,CỬA HÀNG XE ĐẠP YÊN BÌNH,Phú Thọ,Miền Bắc,2026-01-29,21451568.0,1,Loyal,2026-01,2026
KH-00556,DOANH NGHIỆP TW THIÊN AN,Hà Nội,Miền Bắc,2026-01-29,93325151.0,5,Champions,2026-01,2026
KH-00554,CÔNG TY CỔ PHẦN THƯƠNG MẠI SÁN LẠP,Hà Nội,Miền Bắc,2026-01-29,29284994.0,1,Loyal,2026-01,2026
KH-00555,CỬA HÀNG XE ĐẠP TRƯỜNG THỊNH,Ninh Bình,Miền Bắc,2026-01-29,21375919.0,1,Loyal,2026-01,2026
KH-00550,CÔNG TY TNHH ĐÔNG NAM,Phú Thọ,Miền Bắc,2026-01-29,7799812.0,1,Loyal,2026-01,2026
KH-00553,CÔNG TY CỔ PHẦN SƠN HÀ,Hà Nội,Miền Bắc,2026-01-29,378472401.0,7,Champions,2026-01,2026
KH-00549,CỬA HÀNG XE ĐẠP TÚ ANH,Phú Thọ,Miền Bắc,2026-01-29,24975551.0,1,Loyal,2026-01,2026
KH-00546,CÔNG TY CỔ PHẦN SÁN LẠP,Quảng Trị,Miền Trung,2026-01-29,40747215.0,1,Loyal,2026-01,2026
KH-00547,DOANH NGHIỆP TW THANH BÌNH,Quảng Ngãi,Miền Trung,2026-01-29,38227772.0,2,Champions,2026-01,2026
KH-00545,CÔNG TY CỔ PHẦN AN PHÁT,Phú Thọ,Miền Bắc,2026-01-29,79392764.0,3,Champions,2026-01,2026
KH-00544,DOANH NGHIỆP TW VIỆT ANH,Hà Nội,Miền Bắc,2026-01-29,26793141.0,1,Loyal,2026-01,2026
KH-00543,CÔNG TY CỔ PHẦN SƠN HÀ,Hà Nội,Miền Bắc,2026-01-29,52429986.0,2,Champions,2026-01,2026
KH-00542,CÔNG TY TNHH THƯƠNG MẠI NAM TIẾN,Lạng Sơn,Miền Bắc,2026-01-29,2361111.0,1,Loyal,2026-01,2026
KH-00541,HỘ KINH DOANH SÁN LẠP,TP Đà Nẵng,Miền Bắc,2026-01-29,2361111.0,1,Loyal,2026-01,2026
KH-00540,CÔNG TY TNHH NGỌC ANH,Hà Nội,Miền Bắc,2026-01-29,2768519.0,1,Loyal,2026-01,2026
KH-00548,CÔNG TY TNHH KHẢI HOÀN,Quảng Trị,Miền Trung,2026-01-29,22080551.0,1,Loyal,2026-01,2026
KH-00570,HỘ KINH DOANH TOÀN THẮNG,Hải Phòng,Miền Bắc,2026-01-30,45885445.0,3,Loyal,2026-01,2026
KH-00569,CÔNG TY TNHH VẠN LỢI,TP Huế,Miền Bắc,2026-01-30,45522665.0,2,Champions,2026-01,2026
KH-00568,DOANH NGHIỆP TW NGỌC ANH,TP Hải Phòng,Miền Bắc,2026-01-30,113385524.0,2,Champions,2026-01,2026
KH-00567,CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ,TP Hải Phòng,Miền Bắc,2026-01-30,24564438.0,1,Loyal,2026-01,2026
KH-00566,DOANH NGHIỆP TW PHÚ THỊNH,Hải Phòng,Miền Bắc,2026-01-30,44172215.0,1,Loyal,2026-01,2026
KH-00565,CÔNG TY CỔ PHẦN THƯƠNG MẠI KHẢI HOÀN,Hải Phòng,Miền Bắc,2026-01-30,98196457.0,1,Loyal,2026-01,2026
KH-00564,CỬA HÀNG XE ĐẠP SÁN LẠP,Thái Bình,Miền Bắc,2026-01-30,132364973.0,3,Loyal,2026-01,2026
KH-00563,HỘ KINH DOANH YÊN BÌNH,Hà Nội,Miền Bắc,2026-01-30,28828328.0,1,Loyal,2026-01,2026
KH-00562,CÔNG TY CỔ PHẦN THƯƠNG MẠI NAM TIẾN,Hà Nội,Miền Bắc,2026-01-30,93588502.0,2,Loyal,2026-01,2026
KH-00561,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT,Bắc Ninh,Miền Bắc,2026-01-30,47910731.0,1,Loyal,2026-01,2026
KH-00560,CÔNG TY CỔ PHẦN THƯƠNG MẠI NGỌC ANH,Hải Phòng,Miền Bắc,2026-01-30,63440545.0,1,Loyal,2026-01,2026
KH-00559,CÔNG TY TNHH THƯƠNG MẠI TÂY BẮC,Thanh Hóa,Miền Trung,2026-01-30,43414990.0,1,Loyal,2026-01,2026
KH-00558,CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ,Hà Nội,Miền Bắc,2026-01-30,127875525.0,5,Loyal,2026-01,2026
KH-00587,DOANH NGHIỆP TW AN PHÁT,Hà Nội,Miền Bắc,2026-01-31,17595552.0,1,Loyal,2026-01,2026
KH-00588,CÔNG TY CỔ PHẦN TÂY BẮC,Hà Nội,Miền Bắc,2026-01-31,53298878.0,2,Champions,2026-01,2026
KH-00585,CÔNG TY TNHH TÂY BẮC,Tuyên Quang,Miền Bắc,2026-01-31,44041190.0,1,Loyal,2026-01,2026
KH-00584,CÔNG TY TNHH CHI THÀNH,Hà Nội,Miền Bắc,2026-01-31,187949942.0,4,Champions,2026-01,2026
KH-00583,CÔNG TY TNHH THƯƠNG MẠI THANH BÌNH,Đà Nẵng,Miền Trung,2026-01-31,16494903.0,1,Loyal,2026-01,2026
KH-00582,HỘ KINH DOANH LONG PHÚ,Điện Biên,Miền Bắc,2026-01-31,29156661.0,1,Loyal,2026-01,2026
KH-00581,DOANH NGHIỆP TW SƠN HÀ,Điện Biên,Miền Bắc,2026-01-31,29371102.0,1,Loyal,2026-01,2026
KH-00580,CÔNG TY CỔ PHẦN THƯƠNG MẠI LONG PHÚ,Đà Nẵng,Miền Trung,2026-01-31,24779998.0,1,Loyal,2026-01,2026
KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,Miền Bắc,2026-01-31,152828578.0,1,Loyal,2026-01,2026
KH-00578,DOANH NGHIỆP TW NGỌC ANH,Hà Nội,Miền Bắc,2026-01-31,32402772.0,2,Champions,2026-01,2026
KH-00577,CÔNG TY CỔ PHẦN THƯƠNG MẠI ĐẠI DƯƠNG,Hưng Yên,Miền Bắc,2026-01-31,66969336.0,1,Loyal,2026-01,2026
KH-00576,DOANH NGHIỆP TW THIÊN AN,Quảng Ninh,Miền Bắc,2026-01-31,21478325.0,1,Loyal,2026-01,2026
KH-00575,CÔNG TY CỔ PHẦN THƯƠNG MẠI NAM TIẾN,Quảng Ninh,Miền Bắc,2026-01-31,57141645.0,1,Loyal,2026-01,2026
KH-00574,CỬA HÀNG XE ĐẠP LONG PHÚ,Quảng Ninh,Miền Bắc,2026-01-31,34270830.0,1,Loyal,2026-01,2026
KH-00573,DOANH NGHIỆP TW THANH BÌNH,Quảng Ninh,Miền Bắc,2026-01-31,26717216.0,1,Loyal,2026-01,2026
KH-00572,CÔNG TY CỔ PHẦN THƯƠNG MẠI VIỆT ANH,Quảng Ninh,Miền Bắc,2026-01-31,36044992.0,1,Loyal,2026-01,2026
KH-00571,CỬA HÀNG XE ĐẠP THUỶ TIÊN,Tuyên Quang,Miền Bắc,2026-01-31,60770529.0,2,Champions,2026-01,2026
KH-00579,CÔNG TY TNHH THƯƠNG MẠI XÂY DỰNG,Quảng Ninh,Miền Bắc,2026-01-31,34270830.0,1,Loyal,2026-01,2026
KH-00589,DOANH NGHIỆP TW KHẢI HOÀN,Hà Nội,Miền Bắc,2026-02-02,16527777.0,1,Loyal,2026-02,2026
KH-00590,CÔNG TY TNHH TOÀN THẮNG,Thanh Hóa,Miền Trung,2026-02-02,2268519.0,1,Loyal,2026-02,2026
KH-00591,CÔNG TY TNHH THƯƠNG MẠI KHẢI HOÀN,Hà Nội,Miền Bắc,2026-02-03,9157407.0,1,Loyal,2026-02,2026
KH-00592,CỬA HÀNG XE ĐẠP SÁN LẠP,TP Đà Nẵng,Miền Bắc,2026-02-03,14944444.0,1,Loyal,2026-02,2026
KH-00602,CÔNG TY TNHH THƯƠNG MẠI THIÊN AN,Hà Nội,Miền Bắc,2026-02-04,33720915.0,1,Loyal,2026-02,2026
KH-00604,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚC AN,Đà Nẵng,Miền Trung,2026-02-04,25219441.0,1,Loyal,2026-02,2026
KH-00600,CỬA HÀNG XE ĐẠP TOÀN THẮNG,Hưng Yên,Miền Bắc,2026-02-04,24913880.0,1,Loyal,2026-02,2026
KH-00603,CÔNG TY CỔ PHẦN QUANG VINH,Đà Nẵng,Miền Trung,2026-02-04,40402775.0,1,Loyal,2026-02,2026
KH-00599,CÔNG TY CỔ PHẦN XÂY DỰNG,Ninh Bình,Miền Bắc,2026-02-04,24137774.0,1,Loyal,2026-02,2026
KH-00601,HỘ KINH DOANH PHÚ THỊNH,Hà Nội,Miền Bắc,2026-02-04,18164071.0,1,Loyal,2026-02,2026
KH-00597,CÔNG TY TNHH THƯƠNG MẠI PHÚ THỊNH,TP Hải Phòng,Miền Bắc,2026-02-04,54138131.0,1,Loyal,2026-02,2026
KH-00596,DOANH NGHIỆP TW THUỶ TIÊN,TP Hải Phòng,Miền Bắc,2026-02-04,27434438.0,1,Loyal,2026-02,2026
KH-00595,CÔNG TY CỔ PHẦN THƯƠNG MẠI YÊN BÌNH,Tuyên Quang,Miền Bắc,2026-02-04,34527950.0,1,Loyal,2026-02,2026
KH-00594,DOANH NGHIỆP TW LONG PHÚ,Nghệ An,Miền Trung,2026-02-04,171441583.0,2,Loyal,2026-02,2026
KH-00593,CÔNG TY CỔ PHẦN NGỌC ANH,Hà Nội,Miền Bắc,2026-02-04,5185186.0,2,Loyal,2026-02,2026
KH-00598,DOANH NGHIỆP TW SƠN HÀ,Hải Phòng,Miền Bắc,2026-02-04,31998692.0,1,Loyal,2026-02,2026
KH-00615,CÔNG TY CỔ PHẦN THƯƠNG MẠI QUANG VINH,Hải Phòng,Miền Bắc,2026-02-05,45789063.0,1,Loyal,2026-02,2026
KH-00614,CỬA HÀNG XE ĐẠP NAM TIẾN,Quảng Ninh,Miền Bắc,2026-02-05,48134990.0,1,Loyal,2026-02,2026
KH-00613,DOANH NGHIỆP TW HÙNG CƯỜNG,Quảng Ninh,Miền Bắc,2026-02-05,16197214.0,1,Loyal,2026-02,2026
KH-00612,DOANH NGHIỆP TW XÂY DỰNG,TP Hải Phòng,Miền Bắc,2026-02-05,52107022.0,1,Loyal,2026-02,2026
KH-00611,CÔNG TY TNHH VIỆT ANH,Thái Bình,Miền Bắc,2026-02-05,26627771.0,1,Loyal,2026-02,2026
KH-00610,DOANH NGHIỆP TW HÙNG CƯỜNG,Hưng Yên,Miền Bắc,2026-02-05,24388144.0,1,Loyal,2026-02,2026
KH-00608,CÔNG TY TNHH THƯƠNG MẠI TÚ ANH,Quảng Trị,Miền Trung,2026-02-05,70911654.0,2,Loyal,2026-02,2026
KH-00607,CÔNG TY TNHH TÚ ANH,Nghệ An,Miền Trung,2026-02-05,69146654.0,3,Champions,2026-02,2026
KH-00606,CỬA HÀNG XE ĐẠP BÌNH MINH,Bắc Ninh,Miền Bắc,2026-02-05,22931385.0,1,Loyal,2026-02,2026
KH-00605,CÔNG TY CỔ PHẦN VĨNH PHÁT,TP Hải Phòng,Miền Bắc,2026-02-05,197154205.0,12,Champions,2026-02,2026
KH-00609,DOANH NGHIỆP TW NGỌC ANH,Hưng Yên,Miền Bắc,2026-02-05,47958781.0,2,Champions,2026-02,2026
KH-00616,CÔNG TY CỔ PHẦN TRÍ ĐỨC,Hà Nội,Miền Bắc,2026-02-06,2768519.0,1,Loyal,2026-02,2026
KH-00617,CÔNG TY CỔ PHẦN ĐẠI LỢI,Hà Nội,Miền Bắc,2026-02-06,10000000.0,1,Loyal,2026-02,2026
KH-00621,CÔNG TY TNHH SƠN HÀ,Hưng Yên,Miền Bắc,2026-02-07,59162297.0,1,Loyal,2026-02,2026
KH-00618,HỘ KINH DOANH ĐÔNG NAM,Nghệ An,Miền Trung,2026-02-07,26313330.0,1,Loyal,2026-02,2026
KH-00619,CỬA HÀNG XE ĐẠP VĨNH PHÁT,TP Đà Nẵng,Miền Bắc,2026-02-07,3231481.0,1,Loyal,2026-02,2026
KH-00620,CỬA HÀNG XE ĐẠP ĐẠI DƯƠNG,Hà Tĩnh,Miền Trung,2026-02-07,19236110.0,1,Loyal,2026-02,2026
KH-00622,CÔNG TY CỔ PHẦN XUÂN MAI,Lào Cai,Miền Bắc,2026-02-07,22282679.0,1,Loyal,2026-02,2026
