customer_code,customer_name,province_name,region,ngay_dau,ngay_cuoi,so_don,tong_sl,tong_dt,so_nhom_sp,so_sku,don_tb_sl,don_tb_tien,recency,lifespan,R,F,M,rfm_score,rfm_sum,segment,clv_est,dt_tb_don,rank_dt,cumul_pct
KH-00561,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT,Bắc Ninh,Miền Bắc,2026-01-30,2026-01-30,1,29.0,47910731.0,2,23,1.2083333333333333,1996280.4583333333,30,0,4,3,3,433,10,Loyal,17487416815.0,47910731.0,308,88.32
KH-00192,HỘ KINH DOANH KHẢI HOÀN,Hà Nội,Miền Bắc,2025-03-19,2025-03-31,3,42.0,47910000.0,4,28,1.2352941176470589,1409117.6470588236,335,12,3,4,3,343,10,Có tiềm năng,1457262500.0,15970000.0,309,88.39
KH-00278,CÔNG TY TNHH QUANG VINH,Hà Nội,Miền Bắc,2025-03-25,2025-03-25,1,40.0,47790000.0,1,11,3.6363636363636362,4344545.454545454,341,0,2,2,3,223,7,Ngủ đông,17443350000.0,47790000.0,310,88.46
KH-00512,CÔNG TY TNHH ĐẠI DƯƠNG,Phú Thọ,Miền Bắc,2026-01-28,2026-02-26,2,25.0,47577767.0,2,17,1.3157894736842106,2504093.0,3,29,5,4,3,543,12,Champions,598823619.0,23788884.0,311,88.54
KH-00435,DOANH NGHIỆP TW NGỌC ANH,Hà Nội,Miền Bắc,2026-01-24,2026-02-13,3,31.0,47539618.0,4,19,1.4090909090909092,2160891.727272727,16,20,5,5,3,553,13,Champions,867598028.0,15846539.0,312,88.61
KH-00373,DOANH NGHIỆP TW THIÊN AN,Hưng Yên,Miền Bắc,2026-01-16,2026-01-16,2,29.0,47111094.0,2,4,7.25,11777773.5,44,0,3,4,3,343,10,Có tiềm năng,17195549310.0,23555547.0,313,88.69
KH-00085,CÔNG TY CỔ PHẦN THƯƠNG MẠI NGỌC ANH,Hà Nội,Miền Bắc,2025-02-14,2025-03-27,2,40.0,46780000.0,2,12,2.857142857142857,3341428.5714285714,339,41,2,3,3,233,8,Nguy cơ rời bỏ,416456098.0,23390000.0,314,88.76
KH-00312,DOANH NGHIỆP TW HOÀ BÌNH,Quảng Ninh,Miền Bắc,2025-03-28,2025-03-28,1,40.0,46750000.0,2,9,4.444444444444445,5194444.444444444,338,0,2,2,3,223,7,Ngủ đông,17063750000.0,46750000.0,315,88.83
KH-00128,HỘ KINH DOANH TÂY BẮC,Thanh Hóa,Miền Trung,2025-02-20,2025-02-20,1,40.0,46560000.0,2,12,3.3333333333333335,3880000.0,374,0,1,1,3,113,5,Đã mất,16994400000.0,46560000.0,316,88.9
KH-00036,CÔNG TY TNHH THƯƠNG MẠI PHÚC AN,Hà Nội,Miền Bắc,2025-01-20,2025-02-07,3,7.0,46324073.0,1,2,2.3333333333333335,15441357.666666666,387,18,1,4,3,143,8,Không thể mất,939349258.0,15441358.0,317,88.98
KH-00570,HỘ KINH DOANH TOÀN THẮNG,Hải Phòng,Miền Bắc,2026-01-30,2026-02-04,3,30.0,45885445.0,3,11,2.5,3823787.0833333335,25,5,4,5,3,453,12,Loyal,3349637485.0,15295148.0,318,89.05
KH-00615,CÔNG TY CỔ PHẦN THƯƠNG MẠI QUANG VINH,Hải Phòng,Miền Bắc,2026-02-05,2026-02-05,1,25.0,45789063.0,3,19,1.3157894736842106,2409950.6842105263,24,0,4,3,3,433,10,Loyal,16713007995.0,45789063.0,319,89.12
KH-00569,CÔNG TY TNHH VẠN LỢI,TP Huế,Miền Bắc,2026-01-30,2026-02-13,2,33.0,45522665.0,3,18,1.736842105263158,2395929.736842105,16,14,5,4,3,543,12,Champions,1186840909.0,22761332.0,320,89.19
KH-00358,CÔNG TY TNHH SƠN HÀ,Thanh Hóa,Miền Trung,2026-01-13,2026-02-26,2,31.0,45427487.0,2,19,1.4761904761904763,2163213.6666666665,3,44,5,4,3,543,12,Champions,376841654.0,22713744.0,321,89.26
KH-00081,CÔNG TY TNHH THƯƠNG MẠI KHẢI HOÀN,Hưng Yên,Miền Bắc,2025-02-14,2025-02-14,1,40.0,45220000.0,4,20,2.0,2261000.0,380,0,1,1,3,113,5,Đã mất,16505300000.0,45220000.0,322,89.33
KH-00482,CỬA HÀNG XE ĐẠP KHẢI HOÀN,Hà Nội,Miền Bắc,2026-01-27,2026-01-27,1,23.0,44872212.0,1,16,1.3529411764705883,2639541.882352941,33,0,3,2,3,323,8,Trung bình,16378357380.0,44872212.0,323,89.4
KH-00273,CÔNG TY TNHH THƯƠNG MẠI PHÚ THỊNH,Vĩnh Phúc,Miền Bắc,2025-03-25,2025-03-25,1,40.0,44730000.0,3,17,2.3529411764705883,2631176.470588235,341,0,2,2,3,223,7,Ngủ đông,16326450000.0,44730000.0,324,89.47
KH-00525,CỬA HÀNG XE ĐẠP SÁN LẠP,Hưng Yên,Miền Bắc,2026-01-28,2026-01-28,1,25.0,44550175.0,1,11,1.9230769230769231,3426936.5384615385,32,0,4,2,3,423,9,Trung bình,16260813875.0,44550175.0,325,89.54
KH-00430,CÔNG TY CỔ PHẦN BÌNH MINH,Hà Nội,Miền Bắc,2026-01-24,2026-01-26,2,29.0,44446658.0,2,13,2.230769230769231,3418973.6923076925,34,2,3,4,3,343,10,Có tiềm năng,8111515085.0,22223329.0,326,89.61
KH-00566,DOANH NGHIỆP TW PHÚ THỊNH,Hải Phòng,Miền Bắc,2026-01-30,2026-01-30,1,25.0,44172215.0,1,8,3.125,5521526.875,30,0,4,3,3,433,10,Loyal,16122858475.0,44172215.0,327,89.68
KH-00585,CÔNG TY TNHH TÂY BẮC,Tuyên Quang,Miền Bắc,2026-01-31,2026-01-31,1,30.0,44041190.0,2,10,3.0,4404119.0,29,0,4,3,3,433,10,Loyal,16075034350.0,44041190.0,328,89.74
KH-00254,CỬA HÀNG XE ĐẠP ĐÔNG NAM,Hà Nam,Miền Bắc,2025-03-24,2025-03-25,2,29.0,43942860.0,3,20,1.380952380952381,2092517.142857143,341,1,2,3,3,233,8,Nguy cơ rời bỏ,16039143900.0,21971430.0,329,89.81
KH-00272,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT,Vĩnh Phúc,Miền Bắc,2025-03-25,2025-03-31,2,38.0,43920000.0,2,21,1.52,1756800.0,335,6,3,4,3,343,10,Có tiềm năng,2671800000.0,21960000.0,330,89.88
KH-00099,CÔNG TY TNHH NGỌC ANH,Hà Nội,Miền Bắc,2025-02-17,2025-02-17,1,39.0,43710000.0,4,24,1.625,1821250.0,377,0,1,1,3,113,5,Đã mất,15954150000.0,43710000.0,331,89.95
KH-00082,CÔNG TY TNHH THƯƠNG MẠI PHÚC AN,Vĩnh Phúc,Miền Bắc,2025-02-14,2025-02-14,1,31.0,43600000.0,2,11,2.8181818181818183,3963636.3636363638,380,0,1,1,3,113,5,Đã mất,15914000000.0,43600000.0,332,90.02
KH-00559,CÔNG TY TNHH THƯƠNG MẠI TÂY BẮC,Thanh Hóa,Miền Trung,2026-01-30,2026-01-30,1,21.0,43414990.0,2,10,2.1,4341499.0,30,0,4,3,3,433,10,Loyal,15846471350.0,43414990.0,333,90.08
KH-00454,HỘ KINH DOANH LONG PHÚ,Phú Thọ,Miền Bắc,2026-01-24,2026-01-24,1,20.0,42573326.0,2,14,1.4285714285714286,3040951.8571428573,36,0,3,2,3,323,8,Trung bình,15539263990.0,42573326.0,334,90.15
KH-00316,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,Hà Nội,Miền Bắc,2025-03-28,2025-03-28,1,30.0,42392500.0,3,16,1.875,2649531.25,338,0,2,2,3,223,7,Ngủ đông,15473262500.0,42392500.0,335,90.22
KH-00136,CÔNG TY CỔ PHẦN NGỌC ANH,Tây Bình Cách - Xã Đông Xá - Huyện Đông Hưng - Thái Bình.,Miền Bắc,2025-02-22,2025-02-22,1,38.0,42370000.0,4,25,1.52,1694800.0,372,0,1,1,3,113,5,Đã mất,15465050000.0,42370000.0,336,90.28
KH-00222,CÔNG TY CỔ PHẦN TÂN TIẾN,Hà Nội,Miền Bắc,2025-03-20,2025-03-31,2,35.0,42161481.0,4,18,1.75,2108074.05,335,11,3,3,3,333,9,Trung bình,1398994597.0,21080740.0,337,90.35
KH-00281,CỬA HÀNG XE ĐẠP PHÚC AN,Thanh Hoá,Miền Trung,2025-03-25,2025-03-25,1,32.0,42075286.0,4,17,1.8823529411764706,2475016.8235294116,341,0,2,2,3,223,7,Ngủ đông,15357479390.0,42075286.0,338,90.41
KH-00094,HỘ KINH DOANH SÁN LẠP,Phú Thọ,Miền Bắc,2025-02-17,2025-03-31,2,36.0,41790000.0,3,15,1.894736842105263,2199473.6842105263,335,42,3,3,3,333,9,Trung bình,363175000.0,20895000.0,339,90.48
KH-00170,CỬA HÀNG XE ĐẠP TRƯỜNG THỊNH,Ninh Bình,Miền Bắc,2025-02-26,2025-02-26,1,36.0,41700000.0,2,24,1.5,1737500.0,368,0,1,1,3,113,5,Đã mất,15220500000.0,41700000.0,340,90.54
KH-00113,DOANH NGHIỆP TW XÂY DỰNG,Thanh Hoá,Miền Trung,2025-02-19,2026-01-24,2,30.0,41439439.0,1,14,2.142857142857143,2959959.9285714286,36,339,3,3,3,333,9,Trung bình,44617685.0,20719720.0,341,90.61
KH-00227,CÔNG TY TNHH THƯƠNG MẠI TRÍ ĐỨC,Bắc Ninh,Miền Bắc,2025-03-21,2025-03-21,1,35.0,40920000.0,2,16,2.1875,2557500.0,345,0,2,1,3,213,6,Trung bình,14935800000.0,40920000.0,342,90.67
KH-00162,CÔNG TY CỔ PHẦN THƯƠNG MẠI CHI THÀNH,Hà Nội,Miền Bắc,2025-02-26,2026-02-12,3,30.0,40881103.0,2,21,1.3636363636363635,1858231.9545454546,17,351,5,4,3,543,12,Champions,42511688.0,13627034.0,343,90.73
KH-00546,CÔNG TY CỔ PHẦN SÁN LẠP,Quảng Trị,Miền Trung,2026-01-29,2026-01-29,1,23.0,40747215.0,1,15,1.5333333333333334,2716481.0,31,0,4,3,3,433,10,Loyal,14872733475.0,40747215.0,344,90.8
KH-00603,CÔNG TY CỔ PHẦN QUANG VINH,Đà Nẵng,Miền Trung,2026-02-04,2026-02-04,1,25.0,40402775.0,1,2,12.5,20201387.5,25,0,4,3,3,433,10,Loyal,14747012875.0,40402775.0,345,90.86
KH-00498,CỬA HÀNG XE ĐẠP MINH PHƯƠNG,Hưng Yên,Miền Bắc,2026-01-27,2026-02-12,2,25.0,40158694.0,3,14,1.6666666666666667,2677246.2666666666,17,16,5,4,3,543,12,Champions,916120207.0,20079347.0,346,90.92
KH-00311,CÔNG TY TNHH THƯƠNG MẠI QUANG VINH,Quảng Ninh,Miền Bắc,2025-03-28,2025-03-28,1,30.0,39960000.0,2,14,2.142857142857143,2854285.714285714,338,0,2,2,3,223,7,Ngủ đông,14585400000.0,39960000.0,347,90.99
KH-00437,DOANH NGHIỆP TW HÙNG CƯỜNG,Hưng Yên,Miền Bắc,2026-01-24,2026-02-27,2,25.0,39942769.0,2,16,1.1904761904761905,1902036.619047619,2,34,5,4,3,543,12,Champions,428797373.0,19971384.0,348,91.05
KH-00474,HỘ KINH DOANH MẶT TRỜI,Hưng Yên,Miền Bắc,2026-01-26,2026-01-26,1,24.0,39804429.0,1,10,2.4,3980442.9,34,0,3,2,3,323,8,Trung bình,14528616585.0,39804429.0,349,91.11
KH-00257,HỘ KINH DOANH PHÚC AN,Hà Nội,Miền Bắc,2025-03-24,2025-03-28,2,36.0,39541481.0,3,13,2.0,2196748.9444444445,338,4,2,3,3,233,8,Nguy cơ rời bỏ,3608160141.0,19770740.0,350,91.17
KH-00351,CÔNG TY TNHH AN PHÁT,Bắc Ninh,Miền Bắc,2026-01-12,2026-01-12,1,25.0,39405545.0,2,14,1.7857142857142858,2814681.785714286,48,0,3,2,3,323,8,Trung bình,14383023925.0,39405545.0,351,91.23
KH-00258,CỬA HÀNG XE ĐẠP HOÀ BÌNH,Hà Nội,Miền Bắc,2025-03-24,2025-03-28,2,36.0,39361481.0,3,13,2.25,2460092.5625,338,4,2,4,3,243,9,Nguy cơ rời bỏ,3591735141.0,19680740.0,352,91.29
KH-00240,CÔNG TY CỔ PHẦN TRÍ ĐỨC,Sơn La,Miền Bắc,2025-03-21,2025-03-21,1,35.0,39050000.0,1,11,3.1818181818181817,3550000.0,345,0,2,1,3,213,6,Trung bình,14253250000.0,39050000.0,353,91.35
KH-00074,CÔNG TY TNHH THƯƠNG MẠI HOÀ BÌNH,Hòa Bình,Miền Bắc,2025-02-14,2026-01-27,3,35.0,39028607.0,3,28,1.0606060606060606,1182685.0606060605,33,347,3,4,3,343,10,Có tiềm năng,41053146.0,13009536.0,354,91.41
KH-00510,CỬA HÀNG XE ĐẠP NGỌC ANH,Bắc Ninh,Miền Bắc,2026-01-28,2026-02-12,2,24.0,38976104.0,1,8,1.8461538461538463,2998161.846153846,17,15,5,4,3,543,12,Champions,948418531.0,19488052.0,355,91.48
KH-00308,CÔNG TY TNHH THIÊN AN,Cường Tráng - An Thịnh - Lương Tài - Bắc Ninh,Miền Bắc,2025-03-28,2025-03-28,1,31.0,38840000.0,4,20,1.55,1942000.0,338,0,2,2,3,223,7,Ngủ đông,14176600000.0,38840000.0,356,91.54
KH-00195,CỬA HÀNG XE ĐẠP BÌNH MINH,Hà Nội,Miền Bắc,2025-03-19,2025-03-25,2,34.0,38790000.0,4,24,1.36,1551600.0,341,6,2,3,3,233,8,Nguy cơ rời bỏ,2359725000.0,19395000.0,357,91.6
KH-00429,CỬA HÀNG XE ĐẠP XUÂN MAI,Quảng Ninh,Miền Bắc,2026-01-24,2026-01-24,1,26.0,38662392.0,4,23,1.1304347826086956,1680973.5652173914,36,0,3,2,3,323,8,Trung bình,14111773080.0,38662392.0,358,91.66
KH-00547,DOANH NGHIỆP TW THANH BÌNH,Quảng Ngãi,Miền Trung,2026-01-29,2026-02-13,2,24.0,38227772.0,1,9,1.8461538461538463,2940597.846153846,16,15,5,4,3,543,12,Champions,930209119.0,19113886.0,359,91.72
KH-00246,CỬA HÀNG XE ĐẠP TRƯỜNG THỊNH,Hà Nội,Miền Bắc,2025-03-22,2025-03-25,2,30.0,38184000.0,4,23,1.3043478260869565,1660173.9130434783,341,3,2,3,3,233,8,Nguy cơ rời bỏ,4645720000.0,19092000.0,360,91.77
KH-00376,CÔNG TY TNHH THƯƠNG MẠI AN PHÁT,Hà Nội,Miền Bắc,2026-01-16,2026-02-13,2,25.0,38117024.0,3,17,1.1904761904761905,1815096.380952381,16,28,5,4,3,543,12,Champions,496882634.0,19058512.0,361,91.83
KH-00328,CÔNG TY CỔ PHẦN PHÚC AN,Vĩnh Phúc,Miền Bắc,2025-03-31,2025-03-31,1,30.0,37780000.0,3,21,1.4285714285714286,1799047.619047619,335,0,3,2,3,323,8,Trung bình,13789700000.0,37780000.0,362,91.89
KH-00249,HỘ KINH DOANH PHÚC AN,Thanh Hóa,Miền Trung,2025-03-22,2025-03-22,1,30.0,37560000.0,2,11,2.727272727272727,3414545.4545454546,344,0,2,1,3,213,6,Trung bình,13709400000.0,37560000.0,363,91.95
KH-00439,DOANH NGHIỆP TW THUỶ TIÊN,Nghệ An,Miền Trung,2026-01-24,2026-01-24,1,22.0,37204436.0,3,11,1.6923076923076923,2861879.6923076925,36,0,3,2,3,323,8,Trung bình,13579619140.0,37204436.0,364,92.01
KH-00215,DOANH NGHIỆP TW LÊ ANH,Hà Tĩnh,Miền Trung,2025-03-20,2025-03-31,2,36.0,37160000.0,5,24,1.5,1548333.3333333333,335,11,3,3,3,333,9,Trung bình,1233036364.0,18580000.0,365,92.07
KH-00440,CÔNG TY TNHH THƯƠNG MẠI ĐÔNG NAM,Hà Nội,Miền Bắc,2026-01-24,2026-02-26,3,23.0,37106379.0,3,20,1.15,1855318.95,3,33,5,5,3,553,13,Champions,410419040.0,12368793.0,366,92.12
KH-00302,CÔNG TY TNHH XÂY DỰNG,Hà Giang,Miền Bắc,2025-03-28,2025-03-28,1,30.0,36910000.0,4,15,2.0,2460666.6666666665,338,0,2,2,3,223,7,Ngủ đông,13472150000.0,36910000.0,367,92.18
KH-00137,CÔNG TY TNHH THƯƠNG MẠI QUANG VINH,Hà Nam,Miền Bắc,2025-02-22,2025-02-22,1,29.0,36580000.0,3,11,2.6363636363636362,3325454.5454545454,372,0,1,1,3,113,5,Đã mất,13351700000.0,36580000.0,368,92.24
KH-00242,CÔNG TY CỔ PHẦN THƯƠNG MẠI HÙNG CƯỜNG,Bắc Kạn,Miền Bắc,2025-03-21,2025-03-25,2,51.0,36320000.0,3,12,2.8333333333333335,2017777.7777777778,341,4,2,3,3,233,8,Nguy cơ rời bỏ,3314200000.0,18160000.0,369,92.3
KH-00501,CÔNG TY CỔ PHẦN VĨNH PHÁT,Thanh Hóa,Miền Trung,2026-01-28,2026-02-07,2,21.0,36233323.0,2,10,2.1,3623332.3,22,10,4,4,3,443,11,Loyal,1322516290.0,18116662.0,370,92.35
KH-00124,CÔNG TY CỔ PHẦN THƯƠNG MẠI AN PHÁT,Thanh Hoá,Miền Trung,2025-02-20,2025-02-20,1,30.0,36220000.0,2,14,2.142857142857143,2587142.8571428573,374,0,1,1,3,113,5,Đã mất,13220300000.0,36220000.0,371,92.41
KH-00047,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÚ ANH,Vĩnh Phúc,Miền Bắc,2025-02-04,2025-02-04,1,30.0,36180000.0,1,10,3.0,3618000.0,390,0,1,1,3,113,5,Đã mất,13205700000.0,36180000.0,372,92.46
KH-00224,DOANH NGHIỆP TW ĐÔNG NAM,Ninh Bình,Miền Bắc,2025-03-21,2025-03-21,1,30.0,36150000.0,2,12,2.5,3012500.0,345,0,2,1,2,212,5,Trung bình,13194750000.0,36150000.0,373,92.52
KH-00572,CÔNG TY CỔ PHẦN THƯƠNG MẠI VIỆT ANH,Quảng Ninh,Miền Bắc,2026-01-31,2026-01-31,1,21.0,36044992.0,2,13,1.6153846153846154,2772691.6923076925,29,0,4,3,2,432,9,Loyal,13156422080.0,36044992.0,374,92.58
KH-00507,CỬA HÀNG XE ĐẠP BÌNH MINH,Phú Thọ,Miền Bắc,2026-01-28,2026-01-28,1,22.0,35994437.0,1,11,2.0,3272221.5454545454,32,0,4,2,2,422,8,Trung bình,13137969505.0,35994437.0,375,92.63
KH-00108,HỘ KINH DOANH LÊ ANH,Hà Nội,Miền Bắc,2025-02-19,2025-02-19,1,30.0,35900000.0,3,14,2.142857142857143,2564285.714285714,375,0,1,1,2,112,4,Đã mất,13103500000.0,35900000.0,376,92.69
KH-00275,CÔNG TY CỔ PHẦN THƯƠNG MẠI QUANG VINH,Thái Nguyên,Miền Bắc,2025-03-25,2025-03-25,1,30.0,35890000.0,3,18,1.6666666666666667,1993888.888888889,341,0,2,2,2,222,6,Ngủ đông,13099850000.0,35890000.0,377,92.74
KH-00236,CỬA HÀNG XE ĐẠP ĐÔNG NAM,Hà Nội,Miền Bắc,2025-03-21,2025-03-22,2,30.0,35880000.0,1,17,1.4285714285714286,1708571.4285714286,344,1,2,3,2,232,7,Nguy cơ rời bỏ,13096200000.0,17940000.0,378,92.8
KH-00263,DOANH NGHIỆP TW TRƯỜNG THỊNH,Thanh Hoá,Miền Trung,2025-03-24,2025-03-24,1,30.0,35790000.0,2,13,2.3076923076923075,2753076.923076923,342,0,2,1,2,212,5,Trung bình,13063350000.0,35790000.0,379,92.86
KH-00450,HỘ KINH DOANH QUANG VINH,Thanh Hoá,Miền Trung,2026-01-24,2026-01-24,1,27.0,35684616.0,3,11,2.4545454545454546,3244056.0,36,0,3,2,2,322,7,Trung bình,13024884840.0,35684616.0,380,92.91
KH-00101,CÔNG TY CỔ PHẦN THƯƠNG MẠI QUANG VINH,Hà Nội,Miền Bắc,2025-02-17,2025-03-24,3,29.0,35420000.0,3,11,2.230769230769231,2724615.3846153845,342,35,2,4,2,242,8,Nguy cơ rời bỏ,369380000.0,11806667.0,381,92.97
KH-00243,HỘ KINH DOANH VĨNH PHÁT,Hà Nam,Miền Bắc,2025-03-21,2025-03-21,1,30.0,35150000.0,3,21,1.4285714285714286,1673809.5238095238,345,0,2,1,2,212,5,Trung bình,12829750000.0,35150000.0,382,93.02
KH-00398,CÔNG TY TNHH PHÚC AN,TP Đà Nẵng,Miền Bắc,2026-01-20,2026-01-20,1,20.0,35105550.0,1,5,4.0,7021110.0,40,0,3,2,2,322,7,Trung bình,12813525750.0,35105550.0,383,93.08
KH-00131,CÔNG TY TNHH QUANG VINH,Hà Nam,Miền Bắc,2025-02-20,2025-02-20,1,30.0,35090000.0,2,14,2.142857142857143,2506428.5714285714,374,0,1,1,2,112,4,Đã mất,12807850000.0,35090000.0,384,93.13
KH-00259,DOANH NGHIỆP TW MINH PHƯƠNG,Hà Nội,Miền Bắc,2025-03-24,2025-03-24,1,31.0,35050000.0,4,20,1.55,1752500.0,342,0,2,1,2,212,5,Trung bình,12793250000.0,35050000.0,385,93.18
KH-00077,CÔNG TY CỔ PHẦN THƯƠNG MẠI NGỌC ANH,Hà Nội,Miền Bắc,2025-02-14,2025-02-14,1,30.0,35020000.0,2,18,1.6666666666666667,1945555.5555555555,380,0,1,1,2,112,4,Đã mất,12782300000.0,35020000.0,386,93.24
KH-00515,CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ,TP Hải Phòng,Miền Bắc,2026-01-28,2026-01-28,1,22.0,34973416.0,3,7,3.142857142857143,4996202.285714285,32,0,4,2,2,422,8,Trung bình,12765296840.0,34973416.0,387,93.29
KH-00494,HỘ KINH DOANH AN PHÁT,Hà Nội,Miền Bắc,2026-01-27,2026-01-27,1,21.0,34963325.0,1,9,2.3333333333333335,3884813.888888889,33,0,3,2,2,322,7,Trung bình,12761613625.0,34963325.0,388,93.35
KH-00105,CỬA HÀNG XE ĐẠP PHÚC AN,Bắc Ninh,Miền Bắc,2025-02-19,2025-02-19,1,30.0,34910000.0,2,11,2.727272727272727,3173636.3636363638,375,0,1,1,2,112,4,Đã mất,12742150000.0,34910000.0,389,93.4
KH-00465,CÔNG TY CỔ PHẦN KHẢI HOÀN,Quảng Ninh,Miền Bắc,2026-01-26,2026-01-26,1,22.0,34894436.0,2,11,2.0,3172221.4545454546,34,0,3,2,2,322,7,Trung bình,12736469140.0,34894436.0,390,93.46
KH-00310,HỘ KINH DOANH VẠN LỢI,Quảng Ninh,Miền Bắc,2025-03-28,2025-03-28,1,30.0,34770000.0,2,16,1.875,2173125.0,338,0,2,2,2,222,6,Ngủ đông,12691050000.0,34770000.0,391,93.51
KH-00095,CÔNG TY CỔ PHẦN THƯƠNG MẠI KHẢI HOÀN,Hà Nội,Miền Bắc,2025-02-17,2025-02-17,1,30.0,34730000.0,3,18,1.6666666666666667,1929444.4444444445,377,0,1,1,2,112,4,Đã mất,12676450000.0,34730000.0,392,93.56
KH-00378,CỬA HÀNG XE ĐẠP VĨNH PHÁT,Hà Nội,Miền Bắc,2026-01-16,2026-01-28,2,21.0,34553883.0,1,9,1.9090909090909092,3141262.090909091,32,12,4,4,2,442,10,Loyal,1051013941.0,17276942.0,393,93.62
KH-00595,CÔNG TY CỔ PHẦN THƯƠNG MẠI YÊN BÌNH,Tuyên Quang,Miền Bắc,2026-02-04,2026-02-04,1,25.0,34527950.0,3,11,2.272727272727273,3138904.5454545454,25,0,4,3,2,432,9,Loyal,12602701750.0,34527950.0,394,93.67
KH-00295,DOANH NGHIỆP TW XÂY DỰNG,Hà Nội,Miền Bắc,2025-03-27,2025-03-27,1,29.0,34400000.0,1,11,2.6363636363636362,3127272.727272727,339,0,2,2,2,222,6,Ngủ đông,12556000000.0,34400000.0,395,93.72
KH-00066,CÔNG TY CỔ PHẦN NGỌC ANH,Hà Nộ,Miền Bắc,2025-02-10,2025-02-10,1,30.0,34390000.0,2,19,1.5789473684210527,1810000.0,384,0,1,1,2,112,4,Đã mất,12552350000.0,34390000.0,396,93.78
KH-00239,HỘ KINH DOANH THANH BÌNH,Hội An,Miền Bắc,2025-03-21,2025-03-21,1,23.0,34357000.0,2,9,2.5555555555555554,3817444.4444444445,345,0,2,1,2,212,5,Trung bình,12540305000.0,34357000.0,397,93.83
KH-00574,CỬA HÀNG XE ĐẠP LONG PHÚ,Quảng Ninh,Miền Bắc,2026-01-31,2026-01-31,1,5.0,34270830.0,0,1,5.0,34270830.0,29,0,4,3,2,432,9,Loyal,12508852950.0,34270830.0,398,93.88
KH-00579,CÔNG TY TNHH THƯƠNG MẠI XÂY DỰNG,Quảng Ninh,Miền Bắc,2026-01-31,2026-01-31,1,5.0,34270830.0,0,1,5.0,34270830.0,29,0,4,3,2,432,9,Loyal,12508852950.0,34270830.0,398,93.94
KH-00324,CÔNG TY CỔ PHẦN ĐÔNG NAM,Quảng Ninh,Miền Bắc,2025-03-31,2025-03-31,1,28.0,34180000.0,3,15,1.8666666666666667,2278666.6666666665,335,0,3,2,2,322,7,Trung bình,12475700000.0,34180000.0,400,93.99
KH-00135,CỬA HÀNG XE ĐẠP XUÂN MAI,Ninh Bình,Miền Bắc,2025-02-22,2025-02-22,1,30.0,34180000.0,3,19,1.5789473684210527,1798947.3684210526,372,0,1,1,2,112,4,Đã mất,12475700000.0,34180000.0,400,94.04
KH-00229,DOANH NGHIỆP TW TRÍ ĐỨC,Bắc Giang,Miền Bắc,2025-03-21,2025-03-21,1,30.0,33980000.0,2,11,2.727272727272727,3089090.909090909,345,0,2,1,2,212,5,Trung bình,12402700000.0,33980000.0,402,94.1
KH-00153,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,Hà Tĩnh,Miền Trung,2025-02-22,2025-02-22,1,32.0,33900000.0,3,12,2.6666666666666665,2825000.0,372,0,1,1,2,112,4,Đã mất,12373500000.0,33900000.0,403,94.15
KH-00602,CÔNG TY TNHH THƯƠNG MẠI THIÊN AN,Hà Nội,Miền Bắc,2026-02-04,2026-02-04,1,22.0,33720915.0,3,17,1.2941176470588236,1983583.2352941176,25,0,4,3,2,432,9,Loyal,12308133975.0,33720915.0,404,94.2
KH-00223,CÔNG TY CỔ PHẦN THƯƠNG MẠI AN PHÁT,Hà Nội,Miền Bắc,2025-03-21,2025-03-21,1,32.0,33720000.0,3,14,2.2857142857142856,2408571.4285714286,345,0,2,1,2,212,5,Trung bình,12307800000.0,33720000.0,405,94.25
KH-00238,CÔNG TY CỔ PHẦN THƯƠNG MẠI TRƯỜNG THỊNH,Phú Thọ,Miền Bắc,2025-03-21,2025-03-21,1,26.0,33546143.0,4,16,1.625,2096633.9375,345,0,2,1,2,212,5,Trung bình,12244342195.0,33546143.0,406,94.31
KH-00244,CÔNG TY CỔ PHẦN THƯƠNG MẠI AN PHÁT,Phú Thọ,Miền Bắc,2025-03-21,2025-03-21,1,30.0,33400000.0,3,11,2.727272727272727,3036363.6363636362,345,0,2,1,2,212,5,Trung bình,12191000000.0,33400000.0,407,94.36
KH-00493,CÔNG TY CỔ PHẦN THƯƠNG MẠI QUANG VINH,TP Hải Phòng,Miền Bắc,2026-01-27,2026-02-24,2,24.0,33390543.0,4,12,1.7142857142857142,2385038.785714286,5,28,5,4,2,542,11,Champions,435269578.0,16695272.0,408,94.41
KH-00508,CÔNG TY CỔ PHẦN VĨNH PHÁT,TP Hải Phòng,Miền Bắc,2026-01-28,2026-01-28,2,22.0,33244157.0,2,12,1.5714285714285714,2374582.6428571427,32,0,4,4,2,442,10,Loyal,12134117305.0,16622078.0,409,94.46
KH-00056,DOANH NGHIỆP TW ĐÔNG NAM,Hà Nam,Miền Bắc,2025-02-10,2025-02-10,1,30.0,33090000.0,3,12,2.5,2757500.0,384,0,1,1,2,112,4,Đã mất,12077850000.0,33090000.0,410,94.51
