customer_code,customer_name,province_name,region,so_don,tong_sl,tong_dt,ngay_dau,ngay_cuoi,so_nhom_sp,so_sku,gia_tb_chiec,span_ngay,don_tb_gia_tri
KH-00464,CÔNG TY TNHH THƯƠNG MẠI KHẢI HOÀN,Phú Thọ,Miền Bắc,1,15.0,25797586.0,2026-01-26,2026-01-26,3,13,1719839.0,0,25797586.0
KH-00060,CÔNG TY TNHH THƯƠNG MẠI VẠN LỢI,Hà Nam,Miền Bắc,1,21.0,25550000.0,2025-02-10,2025-02-10,1,3,1216667.0,0,25550000.0
KH-00121,CÔNG TY TNHH CHI THÀNH,Hưng Yên,Miền Bắc,1,19.0,25527929.0,2025-02-20,2025-02-20,4,17,1343575.0,0,25527929.0
KH-00470,CÔNG TY CỔ PHẦN VĨNH PHÁT,Nghệ An,Miền Trung,1,16.0,25285547.0,2026-01-26,2026-01-26,1,7,1580347.0,0,25285547.0
KH-00604,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚC AN,Đà Nẵng,Miền Trung,1,15.0,25219441.0,2026-02-04,2026-02-04,1,12,1681296.0,0,25219441.0
KH-00549,CỬA HÀNG XE ĐẠP TÚ ANH,Phú Thọ,Miền Bắc,1,15.0,24975551.0,2026-01-29,2026-01-29,2,9,1665037.0,0,24975551.0
KH-00600,CỬA HÀNG XE ĐẠP TOÀN THẮNG,Hưng Yên,Miền Bắc,1,15.0,24913880.0,2026-02-04,2026-02-04,1,6,1660925.0,0,24913880.0
KH-00204,CÔNG TY CỔ PHẦN ĐẠI DƯƠNG,Nam Định,Miền Bắc,1,10.0,24907407.0,2025-03-20,2025-03-20,1,2,2490741.0,0,24907407.0
KH-00580,CÔNG TY CỔ PHẦN THƯƠNG MẠI LONG PHÚ,Đà Nẵng,Miền Trung,1,15.0,24779998.0,2026-01-31,2026-01-31,1,10,1652000.0,0,24779998.0
KH-00184,DOANH NGHIỆP TW ĐẠI LỢI,Hoà Bình,Miền Bắc,2,21.0,24742962.0,2025-03-17,2025-03-31,5,13,1178236.0,14,12371481.0
KH-00567,CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ,TP Hải Phòng,Miền Bắc,1,16.0,24564438.0,2026-01-30,2026-01-30,2,9,1535277.0,0,24564438.0
KH-00332,DOANH NGHIỆP TW TOÀN THẮNG,Hà Nội,Miền Bắc,1,21.0,24510000.0,2025-03-31,2025-03-31,1,8,1167143.0,0,24510000.0
KH-00299,CỬA HÀNG XE ĐẠP VIỆT ANH,Hà Tĩnh,Miền Trung,1,21.0,24430000.0,2025-03-27,2025-03-27,3,15,1163333.0,0,24430000.0
KH-00610,DOANH NGHIỆP TW HÙNG CƯỜNG,Hưng Yên,Miền Bắc,1,15.0,24388144.0,2026-02-05,2026-02-05,2,11,1625876.0,0,24388144.0
KH-00523,HỘ KINH DOANH KHẢI HOÀN,Hà Nội,Miền Bắc,1,15.0,24352217.0,2026-01-28,2026-01-28,2,7,1623481.0,0,24352217.0
KH-00171,CÔNG TY CỔ PHẦN QUANG VINH,Hà Nội,Miền Bắc,1,10.0,24259259.0,2025-02-27,2025-02-27,1,1,2425926.0,0,24259259.0
KH-00234,CÔNG TY TNHH KHẢI HOÀN,Thái Bình,Miền Bắc,1,21.0,24220000.0,2025-03-21,2025-03-21,2,10,1153333.0,0,24220000.0
KH-00087,CỬA HÀNG XE ĐẠP SÁN LẠP,Nghệ An,Miền Trung,1,20.0,24200000.0,2025-02-14,2025-02-14,1,3,1210000.0,0,24200000.0
KH-00599,CÔNG TY CỔ PHẦN XÂY DỰNG,Ninh Bình,Miền Bắc,1,15.0,24137774.0,2026-02-04,2026-02-04,1,7,1609185.0,0,24137774.0
KH-00528,CÔNG TY CỔ PHẦN VẠN LỢI,Bắc Ninh,Miền Bắc,1,15.0,24083328.0,2026-01-28,2026-01-28,1,6,1605555.0,0,24083328.0
KH-00058,DOANH NGHIỆP TW SÁN LẠP,TP Hải Dương,Miền Bắc,1,20.0,24000000.0,2025-02-10,2025-02-10,1,4,1200000.0,0,24000000.0
KH-00291,CÔNG TY TNHH VĨNH PHÁT,Hà Nam,Miền Bắc,1,20.0,24000000.0,2025-03-26,2025-03-26,1,3,1200000.0,0,24000000.0
KH-00296,CÔNG TY TNHH THƯƠNG MẠI HOÀ BÌNH,Hà Nội,Miền Bắc,1,20.0,23580000.0,2025-03-27,2025-03-27,1,11,1179000.0,0,23580000.0
KH-00017,CỬA HÀNG XE ĐẠP THUỶ TIÊN,TT Hương Sơn- Phú Bình- Thái Nguyên,Miền Bắc,1,20.0,23350000.0,2025-01-10,2025-01-10,1,6,1167500.0,0,23350000.0
KH-00166,HỘ KINH DOANH QUANG VINH,Tổ 1 - Phường Mường Thanh - TP Điện Biên Phủ,Miền Bắc,1,18.0,23312643.0,2025-02-26,2025-02-26,3,10,1295147.0,0,23312643.0
KH-00174,CÔNG TY CỔ PHẦN THƯƠNG MẠI LÊ ANH,Đà Nẵng,Miền Trung,1,20.0,23300000.0,2025-03-06,2025-03-06,1,8,1165000.0,0,23300000.0
KH-00443,CÔNG TY TNHH HÙNG CƯỜNG,Hà Nội,Miền Bắc,1,10.0,23242219.0,2026-01-24,2026-01-24,1,5,2324222.0,0,23242219.0
KH-00158,CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH,Thái Bình,Miền Bắc,1,19.0,23040000.0,2025-02-25,2025-02-25,2,12,1212632.0,0,23040000.0
KH-00333,DOANH NGHIỆP TW ĐÔNG NAM,Thanh Hoá,Miền Trung,1,20.0,22970000.0,2025-03-31,2025-03-31,2,15,1148500.0,0,22970000.0
KH-00145,HỘ KINH DOANH PHÚ THỊNH,Quảng Ngãi,Miền Trung,1,20.0,22940000.0,2025-02-22,2025-02-22,4,13,1147000.0,0,22940000.0
KH-00606,CỬA HÀNG XE ĐẠP BÌNH MINH,Bắc Ninh,Miền Bắc,1,10.0,22931385.0,2026-02-05,2026-02-05,1,8,2293138.0,0,22931385.0
KH-00233,DOANH NGHIỆP TW CHI THÀNH,Thái Bình,Miền Bắc,1,20.0,22840000.0,2025-03-21,2025-03-21,1,9,1142000.0,0,22840000.0
KH-00504,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÂY BẮC,Hà Nội,Miền Bắc,1,15.0,22818328.0,2026-01-28,2026-01-28,3,10,1521222.0,0,22818328.0
KH-00446,CÔNG TY TNHH THƯƠNG MẠI MINH PHƯƠNG,Quảng Trị,Miền Trung,1,21.0,22567396.0,2026-01-24,2026-01-24,1,11,1074638.0,0,22567396.0
KH-00114,CỬA HÀNG XE ĐẠP NGỌC ANH,Phố Kiểu - Yên Trường - Yên Định - Thanh Hoá,Miền Bắc,1,16.0,22550000.0,2025-02-19,2025-02-19,3,5,1409375.0,0,22550000.0
KH-00280,CÔNG TY TNHH THƯƠNG MẠI MINH PHƯƠNG,Hà Nam,Miền Bắc,1,20.0,22480000.0,2025-03-25,2025-03-25,3,12,1124000.0,0,22480000.0
KH-00144,CỬA HÀNG XE ĐẠP QUANG VINH,Vĩnh Yên,Miền Bắc,1,20.0,22418078.0,2025-02-22,2025-02-22,4,17,1120904.0,0,22418078.0
KH-00480,DOANH NGHIỆP TW ĐẠI DƯƠNG,Hà Nội,Miền Bắc,1,10.0,22314816.0,2026-01-27,2026-01-27,1,4,2231482.0,0,22314816.0
KH-00622,CÔNG TY CỔ PHẦN XUÂN MAI,Lào Cai,Miền Bắc,1,12.0,22282679.0,2026-02-07,2026-02-07,2,11,1856890.0,0,22282679.0
KH-00321,CỬA HÀNG XE ĐẠP VIỆT ANH,Hải Phòng,Miền Bắc,1,19.0,22250000.0,2025-03-31,2025-03-31,2,6,1171053.0,0,22250000.0
KH-00401,HỘ KINH DOANH THUỶ TIÊN,Hà Nội,Miền Bắc,1,12.0,22144902.0,2026-01-22,2026-01-22,4,10,1845408.0,0,22144902.0
KH-00548,CÔNG TY TNHH KHẢI HOÀN,Quảng Trị,Miền Trung,1,14.0,22080551.0,2026-01-29,2026-01-29,1,2,1577182.0,0,22080551.0
KH-00125,HỘ KINH DOANH BÌNH MINH,Thanh Hóa,Miền Trung,1,17.0,21860000.0,2025-02-20,2025-02-20,1,2,1285882.0,0,21860000.0
KH-00329,HỘ KINH DOANH TRÍ ĐỨC,Hà Nội,Miền Bắc,1,10.0,21666667.0,2025-03-31,2025-03-31,1,6,2166667.0,0,21666667.0
KH-00309,CÔNG TY CỔ PHẦN PHÚC AN,Hải Dương,Miền Bắc,1,21.0,21610000.0,2025-03-28,2025-03-28,3,9,1029048.0,0,21610000.0
KH-00530,DOANH NGHIỆP TW TÂY BẮC,Hà Nội,Miền Bắc,1,13.0,21605551.0,2026-01-28,2026-01-28,1,7,1661965.0,0,21605551.0
KH-00576,DOANH NGHIỆP TW THIÊN AN,Quảng Ninh,Miền Bắc,1,16.0,21478325.0,2026-01-31,2026-01-31,2,6,1342395.0,0,21478325.0
KH-00552,CỬA HÀNG XE ĐẠP YÊN BÌNH,Phú Thọ,Miền Bắc,1,16.0,21451568.0,2026-01-29,2026-01-29,2,7,1340723.0,0,21451568.0
KH-00555,CỬA HÀNG XE ĐẠP TRƯỜNG THỊNH,Ninh Bình,Miền Bắc,1,15.0,21375919.0,2026-01-29,2026-01-29,2,9,1425061.0,0,21375919.0
KH-00156,DOANH NGHIỆP TW VIỆT ANH,Thanh Hoá,Miền Trung,1,18.0,21250000.0,2025-02-22,2025-02-22,3,13,1180556.0,0,21250000.0
KH-00445,CÔNG TY CỔ PHẦN TÂN TIẾN,Quảng Ngãi,Miền Trung,1,17.0,20933330.0,2026-01-24,2026-01-24,2,5,1231372.0,0,20933330.0
KH-00315,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,Vĩnh Yên,Miền Bắc,1,16.0,20889981.0,2025-03-28,2025-03-28,4,12,1305624.0,0,20889981.0
KH-00159,CÔNG TY TNHH THƯƠNG MẠI THANH BÌNH,Thủ Dầu Một,Miền Bắc,2,9.0,20750000.0,2025-02-25,2025-03-07,1,1,2305556.0,10,10375000.0
KH-00297,CỬA HÀNG XE ĐẠP TÂY BẮC,Hà Nội,Miền Bắc,1,17.0,20650000.0,2025-03-27,2025-03-27,1,5,1214706.0,0,20650000.0
KH-00230,DOANH NGHIỆP TW ĐẠI LỢI,Hà Nội,Miền Bắc,1,18.0,20440000.0,2025-03-21,2025-03-21,2,11,1135556.0,0,20440000.0
KH-00293,CÔNG TY TNHH THƯƠNG MẠI TÚ ANH,Hà Nội,Miền Bắc,1,10.0,20277778.0,2025-03-27,2025-03-27,1,2,2027778.0,0,20277778.0
KH-00473,CÔNG TY TNHH TRÍ ĐỨC,Hà Nội,Miền Bắc,1,13.0,20212216.0,2026-01-26,2026-01-26,1,4,1554786.0,0,20212216.0
KH-00537,CÔNG TY CỔ PHẦN ĐÔNG NAM,Bắc Kạn,Miền Bắc,1,15.0,20135548.0,2026-01-28,2026-01-28,1,6,1342370.0,0,20135548.0
KH-00271,CÔNG TY CỔ PHẦN THƯƠNG MẠI HÙNG CƯỜNG,Hà Nội,Miền Bắc,1,18.0,20030000.0,2025-03-25,2025-03-25,3,15,1112778.0,0,20030000.0
KH-00183,DOANH NGHIỆP TW LONG PHÚ,Bắc Giang,Miền Bắc,1,17.0,20000000.0,2025-03-14,2025-03-14,2,13,1176471.0,0,20000000.0
KH-00534,DOANH NGHIỆP TW AN PHÁT,Phú Thọ,Miền Bắc,1,11.0,19952588.0,2026-01-28,2026-01-28,2,11,1813872.0,0,19952588.0
KH-00490,CÔNG TY TNHH TÂN TIẾN,Phú Thọ,Miền Bắc,1,10.0,19349256.0,2026-01-27,2026-01-27,2,4,1934926.0,0,19349256.0
KH-00620,CỬA HÀNG XE ĐẠP ĐẠI DƯƠNG,Hà Tĩnh,Miền Trung,1,2.0,19236110.0,2026-02-07,2026-02-07,0,2,9618055.0,0,19236110.0
KH-00232,HỘ KINH DOANH HOÀ BÌNH,Hội An,Miền Bắc,1,8.0,19000000.0,2025-03-21,2025-03-21,1,2,2375000.0,0,19000000.0
KH-00313,DOANH NGHIỆP TW BÌNH MINH,Hà Nội,Miền Bắc,1,16.0,18730000.0,2025-03-28,2025-03-28,1,6,1170625.0,0,18730000.0
KH-00103,CÔNG TY CỔ PHẦN AN PHÁT,Bắc Giang,Miền Bắc,1,10.0,18680556.0,2025-02-19,2025-02-19,1,1,1868056.0,0,18680556.0
KH-00146,HỘ KINH DOANH LONG PHÚ,Điện Biên,Miền Bắc,1,14.0,18640000.0,2025-02-22,2025-02-22,4,11,1331429.0,0,18640000.0
KH-00274,CÔNG TY CỔ PHẦN THƯƠNG MẠI YÊN BÌNH,Vĩnh Phúc,Miền Bắc,1,15.0,18170000.0,2025-03-25,2025-03-25,2,7,1211333.0,0,18170000.0
KH-00601,HỘ KINH DOANH PHÚ THỊNH,Hà Nội,Miền Bắc,1,12.0,18164071.0,2026-02-04,2026-02-04,2,9,1513673.0,0,18164071.0
KH-00409,CÔNG TY CỔ PHẦN THƯƠNG MẠI BÌNH MINH,Thanh Hoá,Miền Trung,1,10.0,18133330.0,2026-01-22,2026-01-22,1,3,1813333.0,0,18133330.0
KH-00045,CÔNG TY TNHH AN PHÁT,Quảng Nam,Miền Trung,1,4.0,18111112.0,2025-01-23,2025-01-23,1,1,4527778.0,0,18111112.0
KH-00320,HỘ KINH DOANH PHÚC AN,Hà Nội,Miền Bắc,1,15.0,18020000.0,2025-03-31,2025-03-31,2,15,1201333.0,0,18020000.0
KH-00228,CÔNG TY CỔ PHẦN THƯƠNG MẠI XUÂN MAI,Hà Nội,Miền Bắc,1,15.0,18000000.0,2025-03-21,2025-03-21,2,8,1200000.0,0,18000000.0
KH-00431,CÔNG TY CỔ PHẦN THƯƠNG MẠI KHẢI HOÀN,Hà Nội,Miền Bắc,1,11.0,17887217.0,2026-01-24,2026-01-24,2,4,1626111.0,0,17887217.0
KH-00084,CỬA HÀNG XE ĐẠP TOÀN THẮNG,Hưng Yên,Miền Bắc,1,15.0,17860000.0,2025-02-14,2025-02-14,2,11,1190667.0,0,17860000.0
KH-00304,DOANH NGHIỆP TW TÚ ANH,Hà Nội,Miền Bắc,1,15.0,17710000.0,2025-03-28,2025-03-28,1,10,1180667.0,0,17710000.0
KH-00587,DOANH NGHIỆP TW AN PHÁT,Hà Nội,Miền Bắc,1,10.0,17595552.0,2026-01-31,2026-01-31,1,4,1759555.0,0,17595552.0
KH-00317,CỬA HÀNG XE ĐẠP THIÊN AN,Hà Nội,Miền Bắc,1,15.0,17550000.0,2025-03-28,2025-03-28,2,7,1170000.0,0,17550000.0
KH-00123,CÔNG TY CỔ PHẦN THƯƠNG MẠI LONG PHÚ,Hà Nội,Miền Bắc,1,20.0,17390000.0,2025-02-20,2025-02-20,2,8,869500.0,0,17390000.0
KH-00539,CỬA HÀNG XE ĐẠP CHI THÀNH,Thái Nguyên,Miền Bắc,1,10.0,17192218.0,2026-01-28,2026-01-28,1,8,1719222.0,0,17192218.0
KH-00279,CỬA HÀNG XE ĐẠP CHI THÀNH,Hà Nam,Miền Bắc,1,20.0,17170000.0,2025-03-25,2025-03-25,2,11,858500.0,0,17170000.0
KH-00331,HỘ KINH DOANH ĐẠI DƯƠNG,Hà Giang,Miền Bắc,1,15.0,16960000.0,2025-03-31,2025-03-31,2,5,1130667.0,0,16960000.0
KH-00449,CÔNG TY CỔ PHẦN THUỶ TIÊN,Phú Thọ,Miền Bắc,1,11.0,16652772.0,2026-01-24,2026-01-24,2,4,1513888.0,0,16652772.0
KH-00069,CÔNG TY TNHH MINH PHƯƠNG,Hà Nội,Miền Bắc,3,6.0,16611111.0,2025-02-11,2026-01-07,1,2,2768518.0,330,5537037.0
KH-00589,DOANH NGHIỆP TW KHẢI HOÀN,Hà Nội,Miền Bắc,1,7.0,16527777.0,2026-02-02,2026-02-02,1,1,2361111.0,0,16527777.0
KH-00583,CÔNG TY TNHH THƯƠNG MẠI THANH BÌNH,Đà Nẵng,Miền Trung,1,11.0,16494903.0,2026-01-31,2026-01-31,2,9,1499537.0,0,16494903.0
KH-00306,CÔNG TY TNHH HOÀ BÌNH,Vĩnh Phúc,Miền Bắc,1,14.0,16430000.0,2025-03-28,2025-03-28,1,5,1173571.0,0,16430000.0
KH-00322,CÔNG TY TNHH THƯƠNG MẠI THANH BÌNH,Hải Phòng,Miền Bắc,1,14.0,16380000.0,2025-03-31,2025-03-31,2,6,1170000.0,0,16380000.0
KH-00460,DOANH NGHIỆP TW THUỶ TIÊN,Phú Thọ,Miền Bắc,1,10.0,16361110.0,2026-01-26,2026-01-26,0,2,1636111.0,0,16361110.0
KH-00613,DOANH NGHIỆP TW HÙNG CƯỜNG,Quảng Ninh,Miền Bắc,1,12.0,16197214.0,2026-02-05,2026-02-05,1,3,1349768.0,0,16197214.0
KH-00422,CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ,Hà Nội,Miền Bắc,1,12.0,15861474.0,2026-01-23,2026-01-23,1,5,1321790.0,0,15861474.0
KH-00448,CÔNG TY TNHH THUỶ TIÊN,Hà Nội,Miền Bắc,1,12.0,15771104.0,2026-01-24,2026-01-24,2,5,1314259.0,0,15771104.0
KH-00522,CÔNG TY TNHH HÙNG CƯỜNG,Ninh Bình,Miền Bắc,1,10.0,15749995.0,2026-01-28,2026-01-28,1,2,1575000.0,0,15749995.0
KH-00592,CỬA HÀNG XE ĐẠP SÁN LẠP,TP Đà Nẵng,Miền Bắc,1,6.0,14944444.0,2026-02-03,2026-02-03,1,1,2490741.0,0,14944444.0
KH-00345,DOANH NGHIỆP TW PHÚ THỊNH,Phú Thọ,Miền Bắc,1,5.0,14872220.0,2026-01-12,2026-01-12,0,2,2974444.0,0,14872220.0
KH-00290,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÂY BẮC,Hưng Yên,Miền Bắc,1,11.0,14702643.0,2025-03-26,2025-03-26,3,6,1336604.0,0,14702643.0
KH-00150,HỘ KINH DOANH SÁN LẠP,Hải Dương,Miền Bắc,1,9.0,14582643.0,2025-02-22,2025-02-22,2,8,1620294.0,0,14582643.0
KH-00511,CÔNG TY TNHH BÌNH MINH,Lào Cai,Miền Bắc,1,11.0,14207958.0,2026-01-28,2026-01-28,1,7,1291633.0,0,14207958.0
KH-00326,CỬA HÀNG XE ĐẠP VĨNH PHÁT,Quảng NinhSố,Miền Bắc,1,13.0,13870000.0,2025-03-31,2025-03-31,3,7,1066923.0,0,13870000.0
KH-00061,HỘ KINH DOANH THUỶ TIÊN,Hòa Bình,Miền Bắc,1,10.0,13730000.0,2025-02-10,2025-02-10,3,7,1373000.0,0,13730000.0
KH-00008,CÔNG TY CỔ PHẦN YÊN BÌNH,Hưng Yên,Miền Bắc,2,4.0,13685186.0,2025-01-09,2026-01-17,1,2,3421296.0,373,6842593.0
KH-00025,DOANH NGHIỆP TW SƠN HÀ,Thanh Hoá,Miền Trung,1,6.0,13277778.0,2025-01-13,2025-01-13,1,1,2212963.0,0,13277778.0
KH-00048,CÔNG TY TNHH THUỶ TIÊN,Hà Nội,Miền Bắc,3,6.0,13277778.0,2025-02-05,2025-02-20,1,1,2212963.0,15,4425926.0
KH-00182,CÔNG TY CỔ PHẦN PHÚ THỊNH,Sơn La,Miền Bắc,1,10.0,13140000.0,2025-03-14,2025-03-14,3,5,1314000.0,0,13140000.0
KH-00303,CÔNG TY CỔ PHẦN BÌNH MINH,Hà Nội,Miền Bắc,1,11.0,12980000.0,2025-03-28,2025-03-28,2,9,1180000.0,0,12980000.0
KH-00500,CÔNG TY CỔ PHẦN THƯƠNG MẠI VĨNH PHÁT,Hà Nội,Miền Bắc,1,5.0,12458333.0,2026-01-28,2026-01-28,1,1,2491667.0,0,12458333.0
KH-00001,HỘ KINH DOANH TÚ ANH,Hà Nội,Miền Bắc,3,5.0,11527779.0,2025-01-02,2025-03-26,1,1,2305556.0,83,3842593.0
KH-00041,CỬA HÀNG XE ĐẠP ĐÔNG NAM,Thanh Hóa,Miền Trung,1,5.0,11064815.0,2025-01-22,2025-01-22,1,1,2212963.0,0,11064815.0
KH-00033,CỬA HÀNG XE ĐẠP HÙNG CƯỜNG,Hà Nội,Miền Bắc,1,5.0,11064815.0,2025-01-17,2025-01-17,1,1,2212963.0,0,11064815.0
KH-00165,CÔNG TY CỔ PHẦN THƯƠNG MẠI TRƯỜNG THỊNH,Bắc Giang,Miền Bắc,1,8.0,10890000.0,2025-02-26,2025-02-26,3,7,1361250.0,0,10890000.0
KH-00323,CÔNG TY CỔ PHẦN PHÚ THỊNH,Nghệ An,Miền Trung,1,9.0,10850000.0,2025-03-31,2025-03-31,1,5,1205556.0,0,10850000.0
KH-00375,CÔNG TY TNHH ĐẠI DƯƠNG,Hà Nội,Miền Bắc,1,5.0,10716664.0,2026-01-16,2026-01-16,1,4,2143333.0,0,10716664.0
KH-00617,CÔNG TY CỔ PHẦN ĐẠI LỢI,Hà Nội,Miền Bắc,1,6.0,10000000.0,2026-02-06,2026-02-06,0,1,1666667.0,0,10000000.0
KH-00591,CÔNG TY TNHH THƯƠNG MẠI KHẢI HOÀN,Hà Nội,Miền Bắc,1,1.0,9157407.0,2026-02-03,2026-02-03,0,1,9157407.0,0,9157407.0
KH-00337,DOANH NGHIỆP TW VĨNH PHÁT,Hà Nội,Miền Bắc,1,1.0,9157407.0,2026-01-12,2026-01-12,0,1,9157407.0,0,9157407.0
KH-00070,CÔNG TY TNHH THƯƠNG MẠI CHI THÀNH,TP. Hồ Chí Minh,Miền Nam,1,4.0,8851852.0,2025-02-13,2025-02-13,1,1,2212963.0,0,8851852.0
KH-00090,CÔNG TY TNHH THƯƠNG MẠI TÂY BẮC,Thanh Hoá,Miền Trung,1,4.0,8518519.0,2025-02-15,2025-02-15,1,1,2129630.0,0,8518519.0
KH-00361,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÂY BẮC,Hà Nội,Miền Bắc,2,3.0,8055557.0,2026-01-14,2026-02-03,1,2,2685186.0,20,4027778.0
KH-00550,CÔNG TY TNHH ĐÔNG NAM,Phú Thọ,Miền Bắc,1,6.0,7799812.0,2026-01-29,2026-01-29,1,3,1299969.0,0,7799812.0
KH-00026,CÔNG TY CỔ PHẦN LÊ ANH,Thanh Hóa,Miền Trung,1,3.0,7777778.0,2025-01-13,2025-01-13,1,1,2592593.0,0,7777778.0
KH-00175,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÂN TIẾN,Hà Nội,Miền Bắc,1,1.0,7490741.0,2025-03-06,2025-03-06,1,1,7490741.0,0,7490741.0
KH-00253,CÔNG TY TNHH YÊN BÌNH,Hà Nội,Miền Bắc,1,1.0,7490741.0,2025-03-24,2025-03-24,1,1,7490741.0,0,7490741.0
KH-00177,CÔNG TY CỔ PHẦN TRƯỜNG THỊNH,Hưng Yên,Miền Bắc,1,3.0,7388889.0,2025-03-10,2025-03-10,1,2,2462963.0,0,7388889.0
KH-00418,CÔNG TY CỔ PHẦN PHÚ THỊNH,Hà Nội,Miền Bắc,1,3.0,7361112.0,2026-01-23,2026-01-23,1,2,2453704.0,0,7361112.0
KH-00118,HỘ KINH DOANH HÙNG CƯỜNG,Nam Định,Miền Bắc,1,3.0,7361111.0,2025-02-20,2025-02-20,1,1,2453704.0,0,7361111.0
KH-00412,CÔNG TY TNHH TRÍ ĐỨC,Hưng Yên,Miền Bắc,1,3.0,6805556.0,2026-01-23,2026-01-23,1,2,2268519.0,0,6805556.0
KH-00593,CÔNG TY CỔ PHẦN NGỌC ANH,Hà Nội,Miền Bắc,2,2.0,5185186.0,2026-02-04,2026-02-09,1,1,2592593.0,5,2592593.0
KH-00012,HỘ KINH DOANH THIÊN AN,Hà Nội,Miền Bắc,2,2.0,5185186.0,2025-01-10,2025-03-10,1,1,2592593.0,59,2592593.0
KH-00055,CÔNG TY TNHH THƯƠNG MẠI TÂY BẮC,Đắk Lắk,Miền Trung,1,2.0,4983333.0,2025-02-10,2025-02-10,1,1,2491666.0,0,4983333.0
KH-00462,HỘ KINH DOANH TRƯỜNG THỊNH,Hưng Yên,Miền Bắc,2,2.0,4981482.0,2026-01-26,2026-01-29,1,2,2490741.0,3,2490741.0
KH-00031,CÔNG TY CỔ PHẦN THƯƠNG MẠI ĐẠI DƯƠNG,Hà Nội,Miền Bắc,1,2.0,4907408.0,2025-01-16,2025-01-16,1,2,2453704.0,0,4907408.0
KH-00399,CÔNG TY TNHH ĐẠI LỢI,Hà Nội,Miền Bắc,1,2.0,4611112.0,2026-01-20,2026-01-20,1,2,2305556.0,0,4611112.0
KH-00011,DOANH NGHIỆP TW NAM TIẾN,Hà Nội,Miền Bắc,2,2.0,4611112.0,2025-01-09,2025-03-06,1,1,2305556.0,56,2305556.0
KH-00051,CÔNG TY CỔ PHẦN KHẢI HOÀN,Hưng Yên,Miền Bắc,1,2.0,4611111.0,2025-02-07,2025-02-07,1,1,2305556.0,0,4611111.0
KH-00287,CÔNG TY TNHH THƯƠNG MẠI THUỶ TIÊN,Vĩnh Phúc,Miền Bắc,1,2.0,4611111.0,2025-03-26,2025-03-26,1,1,2305556.0,0,4611111.0
KH-00336,CÔNG TY CỔ PHẦN LONG PHÚ,Bắc Ninh,Miền Bắc,2,2.0,4537038.0,2026-01-08,2026-01-19,1,1,2268519.0,11,2268519.0
KH-00478,CÔNG TY TNHH BÌNH MINH,Hà Nội,Miền Bắc,1,1.0,4527778.0,2026-01-27,2026-01-27,0,1,4527778.0,0,4527778.0
KH-00400,CÔNG TY TNHH XÂY DỰNG,Đồng Nai,Miền Nam,1,1.0,4527778.0,2026-01-21,2026-01-21,0,1,4527778.0,0,4527778.0
KH-00005,CÔNG TY TNHH ĐẠI LỢI,Hà Nội,Miền Bắc,1,2.0,4425926.0,2025-01-07,2025-01-07,1,1,2212963.0,0,4425926.0
KH-00179,CÔNG TY CỔ PHẦN TÂN TIẾN,Hà Nội,Miền Bắc,1,2.0,4240741.0,2025-03-10,2025-03-10,2,2,2120370.0,0,4240741.0
KH-00029,CÔNG TY TNHH THƯƠNG MẠI THANH BÌNH,Phan Thiết,Miền Bắc,1,2.0,4055556.0,2025-01-16,2025-01-16,0,1,2027778.0,0,4055556.0
KH-00037,CÔNG TY TNHH THƯƠNG MẠI THANH BÌNH,Hà Nội,Miền Bắc,1,1.0,3879630.0,2025-01-20,2025-01-20,1,1,3879630.0,0,3879630.0
KH-00335,CÔNG TY CỔ PHẦN THUỶ TIÊN,Hà Nội,Miền Bắc,1,2.0,3870371.0,2026-01-06,2026-01-06,1,2,1935186.0,0,3870371.0
KH-00053,CÔNG TY TNHH TRƯỜNG THỊNH,Hà Nội,Miền Bắc,1,1.0,3694444.0,2025-02-07,2025-02-07,1,1,3694444.0,0,3694444.0
KH-00002,CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH,Hà Nội,Miền Bắc,1,1.0,3509259.0,2025-01-06,2025-01-06,1,1,3509259.0,0,3509259.0
KH-00071,CỬA HÀNG XE ĐẠP BÌNH MINH,Hà Nội,Miền Bắc,1,1.0,3509259.0,2025-02-14,2025-02-14,1,1,3509259.0,0,3509259.0
KH-00072,DOANH NGHIỆP TW PHÚC AN,Hà Tĩnh,Miền Trung,1,3.0,3450000.0,2025-02-14,2025-02-14,1,1,1150000.0,0,3450000.0
KH-00479,DOANH NGHIỆP TW NGỌC ANH,Hà Nội,Miền Bắc,1,1.0,3333333.0,2026-01-27,2026-01-27,0,1,3333333.0,0,3333333.0
KH-00619,CỬA HÀNG XE ĐẠP VĨNH PHÁT,TP Đà Nẵng,Miền Bắc,1,1.0,3231481.0,2026-02-07,2026-02-07,1,1,3231481.0,0,3231481.0
