customer_code,customer_name,province_name,region,segment,tong_dt,so_don,recency,rank_dt,cumul_dt,cumul_pct,pareto_group
KH-00555,CỬA HÀNG XE ĐẠP TRƯỜNG THỊNH,Ninh Bình,Miền Bắc,Loyal,21375919.0,1,31,495,63007017741.0,97.95,Bottom 5%
KH-00156,DOANH NGHIỆP TW VIỆT ANH,Thanh Hoá,Miền Trung,Đã mất,21250000.0,1,372,496,63028267741.0,97.98,Bottom 5%
KH-00445,CÔNG TY CỔ PHẦN TÂN TIẾN,Quảng Ngãi,Miền Trung,Trung bình,20933330.0,1,36,497,63049201071.0,98.01,Bottom 5%
KH-00315,CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN,Vĩnh Yên,Miền Bắc,Ngủ đông,20889981.0,1,338,498,63070091052.0,98.04,Bottom 5%
KH-00159,CÔNG TY TNHH THƯƠNG MẠI THANH BÌNH,Thủ Dầu Một,Miền Bắc,Ngủ đông,20750000.0,2,359,499,63090841052.0,98.08,Bottom 5%
KH-00297,CỬA HÀNG XE ĐẠP TÂY BẮC,Hà Nội,Miền Bắc,Ngủ đông,20650000.0,1,339,500,63111491052.0,98.11,Bottom 5%
KH-00230,DOANH NGHIỆP TW ĐẠI LỢI,Hà Nội,Miền Bắc,Trung bình,20440000.0,1,345,501,63131931052.0,98.14,Bottom 5%
KH-00293,CÔNG TY TNHH THƯƠNG MẠI TÚ ANH,Hà Nội,Miền Bắc,Ngủ đông,20277778.0,1,339,502,63152208830.0,98.17,Bottom 5%
KH-00473,CÔNG TY TNHH TRÍ ĐỨC,Hà Nội,Miền Bắc,Trung bình,20212216.0,1,34,503,63172421046.0,98.2,Bottom 5%
KH-00537,CÔNG TY CỔ PHẦN ĐÔNG NAM,Bắc Kạn,Miền Bắc,Loyal,20135548.0,1,32,504,63192556594.0,98.23,Bottom 5%
KH-00271,CÔNG TY CỔ PHẦN THƯƠNG MẠI HÙNG CƯỜNG,Hà Nội,Miền Bắc,Trung bình,20030000.0,1,341,505,63212586594.0,98.27,Bottom 5%
KH-00183,DOANH NGHIỆP TW LONG PHÚ,Bắc Giang,Miền Bắc,Đã mất,20000000.0,1,352,506,63232586594.0,98.3,Bottom 5%
KH-00534,DOANH NGHIỆP TW AN PHÁT,Phú Thọ,Miền Bắc,Loyal,19952588.0,1,32,507,63252539182.0,98.33,Bottom 5%
KH-00490,CÔNG TY TNHH TÂN TIẾN,Phú Thọ,Miền Bắc,Trung bình,19349256.0,1,33,508,63271888438.0,98.36,Bottom 5%
KH-00620,CỬA HÀNG XE ĐẠP ĐẠI DƯƠNG,Hà Tĩnh,Miền Trung,Loyal,19236110.0,1,22,509,63291124548.0,98.39,Bottom 5%
KH-00232,HỘ KINH DOANH HOÀ BÌNH,Hội An,Miền Bắc,Trung bình,19000000.0,1,345,510,63310124548.0,98.42,Bottom 5%
KH-00313,DOANH NGHIỆP TW BÌNH MINH,Hà Nội,Miền Bắc,Ngủ đông,18730000.0,1,338,511,63328854548.0,98.45,Bottom 5%
KH-00103,CÔNG TY CỔ PHẦN AN PHÁT,Bắc Giang,Miền Bắc,Đã mất,18680556.0,1,375,512,63347535104.0,98.48,Bottom 5%
KH-00146,HỘ KINH DOANH LONG PHÚ,Điện Biên,Miền Bắc,Đã mất,18640000.0,1,372,513,63366175104.0,98.5,Bottom 5%
KH-00274,CÔNG TY CỔ PHẦN THƯƠNG MẠI YÊN BÌNH,Vĩnh Phúc,Miền Bắc,Ngủ đông,18170000.0,1,341,514,63384345104.0,98.53,Bottom 5%
KH-00601,HỘ KINH DOANH PHÚ THỊNH,Hà Nội,Miền Bắc,Loyal,18164071.0,1,25,515,63402509175.0,98.56,Bottom 5%
KH-00409,CÔNG TY CỔ PHẦN THƯƠNG MẠI BÌNH MINH,Thanh Hoá,Miền Trung,Trung bình,18133330.0,1,38,516,63420642505.0,98.59,Bottom 5%
KH-00045,CÔNG TY TNHH AN PHÁT,Quảng Nam,Miền Trung,Đã mất,18111112.0,1,402,517,63438753617.0,98.62,Bottom 5%
KH-00320,HỘ KINH DOANH PHÚC AN,Hà Nội,Miền Bắc,Trung bình,18020000.0,1,335,518,63456773617.0,98.65,Bottom 5%
KH-00228,CÔNG TY CỔ PHẦN THƯƠNG MẠI XUÂN MAI,Hà Nội,Miền Bắc,Trung bình,18000000.0,1,345,519,63474773617.0,98.67,Bottom 5%
KH-00431,CÔNG TY CỔ PHẦN THƯƠNG MẠI KHẢI HOÀN,Hà Nội,Miền Bắc,Trung bình,17887217.0,1,36,520,63492660834.0,98.7,Bottom 5%
KH-00084,CỬA HÀNG XE ĐẠP TOÀN THẮNG,Hưng Yên,Miền Bắc,Đã mất,17860000.0,1,380,521,63510520834.0,98.73,Bottom 5%
KH-00304,DOANH NGHIỆP TW TÚ ANH,Hà Nội,Miền Bắc,Ngủ đông,17710000.0,1,338,522,63528230834.0,98.76,Bottom 5%
KH-00587,DOANH NGHIỆP TW AN PHÁT,Hà Nội,Miền Bắc,Loyal,17595552.0,1,29,523,63545826386.0,98.78,Bottom 5%
KH-00317,CỬA HÀNG XE ĐẠP THIÊN AN,Hà Nội,Miền Bắc,Ngủ đông,17550000.0,1,338,524,63563376386.0,98.81,Bottom 5%
KH-00123,CÔNG TY CỔ PHẦN THƯƠNG MẠI LONG PHÚ,Hà Nội,Miền Bắc,Đã mất,17390000.0,1,374,525,63580766386.0,98.84,Bottom 5%
KH-00539,CỬA HÀNG XE ĐẠP CHI THÀNH,Thái Nguyên,Miền Bắc,Loyal,17192218.0,1,32,526,63597958604.0,98.87,Bottom 5%
KH-00279,CỬA HÀNG XE ĐẠP CHI THÀNH,Hà Nam,Miền Bắc,Ngủ đông,17170000.0,1,341,527,63615128604.0,98.89,Bottom 5%
KH-00331,HỘ KINH DOANH ĐẠI DƯƠNG,Hà Giang,Miền Bắc,Trung bình,16960000.0,1,335,528,63632088604.0,98.92,Bottom 5%
KH-00449,CÔNG TY CỔ PHẦN THUỶ TIÊN,Phú Thọ,Miền Bắc,Trung bình,16652772.0,1,36,529,63648741376.0,98.94,Bottom 5%
KH-00069,CÔNG TY TNHH MINH PHƯƠNG,Hà Nội,Miền Bắc,Có tiềm năng,16611111.0,3,53,530,63665352487.0,98.97,Bottom 5%
KH-00589,DOANH NGHIỆP TW KHẢI HOÀN,Hà Nội,Miền Bắc,Loyal,16527777.0,1,27,531,63681880264.0,99.0,Bottom 5%
KH-00583,CÔNG TY TNHH THƯƠNG MẠI THANH BÌNH,Đà Nẵng,Miền Trung,Loyal,16494903.0,1,29,532,63698375167.0,99.02,Bottom 5%
KH-00306,CÔNG TY TNHH HOÀ BÌNH,Vĩnh Phúc,Miền Bắc,Ngủ đông,16430000.0,1,338,533,63714805167.0,99.05,Bottom 5%
KH-00322,CÔNG TY TNHH THƯƠNG MẠI THANH BÌNH,Hải Phòng,Miền Bắc,Trung bình,16380000.0,1,335,534,63731185167.0,99.07,Bottom 5%
KH-00460,DOANH NGHIỆP TW THUỶ TIÊN,Phú Thọ,Miền Bắc,Trung bình,16361110.0,1,34,535,63747546277.0,99.1,Bottom 5%
KH-00613,DOANH NGHIỆP TW HÙNG CƯỜNG,Quảng Ninh,Miền Bắc,Loyal,16197214.0,1,24,536,63763743491.0,99.12,Bottom 5%
KH-00422,CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ,Hà Nội,Miền Bắc,Trung bình,15861474.0,1,37,537,63779604965.0,99.15,Bottom 5%
KH-00448,CÔNG TY TNHH THUỶ TIÊN,Hà Nội,Miền Bắc,Trung bình,15771104.0,1,36,538,63795376069.0,99.17,Bottom 5%
KH-00522,CÔNG TY TNHH HÙNG CƯỜNG,Ninh Bình,Miền Bắc,Trung bình,15749995.0,1,32,539,63811126064.0,99.2,Bottom 5%
KH-00592,CỬA HÀNG XE ĐẠP SÁN LẠP,TP Đà Nẵng,Miền Bắc,Loyal,14944444.0,1,26,540,63826070508.0,99.22,Bottom 5%
KH-00345,DOANH NGHIỆP TW PHÚ THỊNH,Phú Thọ,Miền Bắc,Trung bình,14872220.0,1,48,541,63840942728.0,99.24,Bottom 5%
KH-00290,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÂY BẮC,Hưng Yên,Miền Bắc,Ngủ đông,14702643.0,1,340,542,63855645371.0,99.27,Bottom 5%
KH-00150,HỘ KINH DOANH SÁN LẠP,Hải Dương,Miền Bắc,Đã mất,14582643.0,1,372,543,63870228014.0,99.29,Bottom 5%
KH-00511,CÔNG TY TNHH BÌNH MINH,Lào Cai,Miền Bắc,Trung bình,14207958.0,1,32,544,63884435972.0,99.31,Bottom 5%
KH-00326,CỬA HÀNG XE ĐẠP VĨNH PHÁT,Quảng NinhSố,Miền Bắc,Trung bình,13870000.0,1,335,545,63898305972.0,99.33,Bottom 5%
KH-00061,HỘ KINH DOANH THUỶ TIÊN,Hòa Bình,Miền Bắc,Đã mất,13730000.0,1,384,546,63912035972.0,99.35,Bottom 5%
KH-00008,CÔNG TY CỔ PHẦN YÊN BÌNH,Hưng Yên,Miền Bắc,Trung bình,13685186.0,2,43,547,63925721158.0,99.37,Bottom 5%
KH-00025,DOANH NGHIỆP TW SƠN HÀ,Thanh Hoá,Miền Trung,Đã mất,13277778.0,1,412,548,63938998936.0,99.4,Bottom 5%
KH-00048,CÔNG TY TNHH THUỶ TIÊN,Hà Nội,Miền Bắc,Không thể mất,13277778.0,3,374,548,63952276714.0,99.42,Bottom 5%
KH-00182,CÔNG TY CỔ PHẦN PHÚ THỊNH,Sơn La,Miền Bắc,Đã mất,13140000.0,1,352,550,63965416714.0,99.44,Bottom 5%
KH-00303,CÔNG TY CỔ PHẦN BÌNH MINH,Hà Nội,Miền Bắc,Ngủ đông,12980000.0,1,338,551,63978396714.0,99.46,Bottom 5%
KH-00500,CÔNG TY CỔ PHẦN THƯƠNG MẠI VĨNH PHÁT,Hà Nội,Miền Bắc,Trung bình,12458333.0,1,32,552,63990855047.0,99.48,Bottom 5%
KH-00001,HỘ KINH DOANH TÚ ANH,Hà Nội,Miền Bắc,Nguy cơ rời bỏ,11527779.0,3,340,553,64002382826.0,99.49,Bottom 5%
KH-00041,CỬA HÀNG XE ĐẠP ĐÔNG NAM,Thanh Hóa,Miền Trung,Đã mất,11064815.0,1,403,554,64013447641.0,99.51,Bottom 5%
KH-00033,CỬA HÀNG XE ĐẠP HÙNG CƯỜNG,Hà Nội,Miền Bắc,Đã mất,11064815.0,1,408,554,64024512456.0,99.53,Bottom 5%
KH-00165,CÔNG TY CỔ PHẦN THƯƠNG MẠI TRƯỜNG THỊNH,Bắc Giang,Miền Bắc,Đã mất,10890000.0,1,368,556,64035402456.0,99.55,Bottom 5%
KH-00323,CÔNG TY CỔ PHẦN PHÚ THỊNH,Nghệ An,Miền Trung,Trung bình,10850000.0,1,335,557,64046252456.0,99.56,Bottom 5%
KH-00375,CÔNG TY TNHH ĐẠI DƯƠNG,Hà Nội,Miền Bắc,Trung bình,10716664.0,1,44,558,64056969120.0,99.58,Bottom 5%
KH-00617,CÔNG TY CỔ PHẦN ĐẠI LỢI,Hà Nội,Miền Bắc,Loyal,10000000.0,1,23,559,64066969120.0,99.59,Bottom 5%
KH-00591,CÔNG TY TNHH THƯƠNG MẠI KHẢI HOÀN,Hà Nội,Miền Bắc,Loyal,9157407.0,1,26,560,64076126527.0,99.61,Bottom 5%
KH-00337,DOANH NGHIỆP TW VĨNH PHÁT,Hà Nội,Miền Bắc,Trung bình,9157407.0,1,48,560,64085283934.0,99.62,Bottom 5%
KH-00070,CÔNG TY TNHH THƯƠNG MẠI CHI THÀNH,TP. Hồ Chí Minh,Miền Nam,Đã mất,8851852.0,1,381,562,64094135786.0,99.64,Bottom 5%
KH-00090,CÔNG TY TNHH THƯƠNG MẠI TÂY BẮC,Thanh Hoá,Miền Trung,Đã mất,8518519.0,1,379,563,64102654305.0,99.65,Bottom 5%
KH-00361,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÂY BẮC,Hà Nội,Miền Bắc,Loyal,8055557.0,2,26,564,64110709862.0,99.66,Bottom 5%
KH-00550,CÔNG TY TNHH ĐÔNG NAM,Phú Thọ,Miền Bắc,Loyal,7799812.0,1,31,565,64118509674.0,99.67,Bottom 5%
KH-00026,CÔNG TY CỔ PHẦN LÊ ANH,Thanh Hóa,Miền Trung,Đã mất,7777778.0,1,412,566,64126287452.0,99.69,Bottom 5%
KH-00175,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÂN TIẾN,Hà Nội,Miền Bắc,Đã mất,7490741.0,1,360,567,64133778193.0,99.7,Bottom 5%
KH-00253,CÔNG TY TNHH YÊN BÌNH,Hà Nội,Miền Bắc,Trung bình,7490741.0,1,342,567,64141268934.0,99.71,Bottom 5%
KH-00177,CÔNG TY CỔ PHẦN TRƯỜNG THỊNH,Hưng Yên,Miền Bắc,Đã mất,7388889.0,1,356,569,64148657823.0,99.72,Bottom 5%
KH-00418,CÔNG TY CỔ PHẦN PHÚ THỊNH,Hà Nội,Miền Bắc,Trung bình,7361112.0,1,37,570,64156018935.0,99.73,Bottom 5%
KH-00118,HỘ KINH DOANH HÙNG CƯỜNG,Nam Định,Miền Bắc,Đã mất,7361111.0,1,374,571,64163380046.0,99.74,Bottom 5%
KH-00412,CÔNG TY TNHH TRÍ ĐỨC,Hưng Yên,Miền Bắc,Trung bình,6805556.0,1,37,572,64170185602.0,99.75,Bottom 5%
KH-00593,CÔNG TY CỔ PHẦN NGỌC ANH,Hà Nội,Miền Bắc,Loyal,5185186.0,2,20,573,64175370788.0,99.76,Bottom 5%
KH-00012,HỘ KINH DOANH THIÊN AN,Hà Nội,Miền Bắc,Ngủ đông,5185186.0,2,356,573,64180555974.0,99.77,Bottom 5%
KH-00055,CÔNG TY TNHH THƯƠNG MẠI TÂY BẮC,Đắk Lắk,Miền Trung,Đã mất,4983333.0,1,384,575,64185539307.0,99.78,Bottom 5%
KH-00462,HỘ KINH DOANH TRƯỜNG THỊNH,Hưng Yên,Miền Bắc,Loyal,4981482.0,2,31,576,64190520789.0,99.79,Bottom 5%
KH-00031,CÔNG TY CỔ PHẦN THƯƠNG MẠI ĐẠI DƯƠNG,Hà Nội,Miền Bắc,Đã mất,4907408.0,1,409,577,64195428197.0,99.79,Bottom 5%
KH-00399,CÔNG TY TNHH ĐẠI LỢI,Hà Nội,Miền Bắc,Trung bình,4611112.0,1,40,578,64200039309.0,99.8,Bottom 5%
KH-00011,DOANH NGHIỆP TW NAM TIẾN,Hà Nội,Miền Bắc,Ngủ đông,4611112.0,2,360,578,64204650421.0,99.81,Bottom 5%
KH-00051,CÔNG TY CỔ PHẦN KHẢI HOÀN,Hưng Yên,Miền Bắc,Đã mất,4611111.0,1,387,580,64209261532.0,99.82,Bottom 5%
KH-00287,CÔNG TY TNHH THƯƠNG MẠI THUỶ TIÊN,Vĩnh Phúc,Miền Bắc,Ngủ đông,4611111.0,1,340,580,64213872643.0,99.82,Bottom 5%
KH-00336,CÔNG TY CỔ PHẦN LONG PHÚ,Bắc Ninh,Miền Bắc,Có tiềm năng,4537038.0,2,41,582,64218409681.0,99.83,Bottom 5%
KH-00478,CÔNG TY TNHH BÌNH MINH,Hà Nội,Miền Bắc,Trung bình,4527778.0,1,33,583,64222937459.0,99.84,Bottom 5%
KH-00400,CÔNG TY TNHH XÂY DỰNG,Đồng Nai,Miền Nam,Trung bình,4527778.0,1,39,583,64227465237.0,99.84,Bottom 5%
KH-00005,CÔNG TY TNHH ĐẠI LỢI,Hà Nội,Miền Bắc,Đã mất,4425926.0,1,418,585,64231891163.0,99.85,Bottom 5%
KH-00179,CÔNG TY CỔ PHẦN TÂN TIẾN,Hà Nội,Miền Bắc,Đã mất,4240741.0,1,356,586,64236131904.0,99.86,Bottom 5%
KH-00029,CÔNG TY TNHH THƯƠNG MẠI THANH BÌNH,Phan Thiết,Miền Bắc,Đã mất,4055556.0,1,409,587,64240187460.0,99.86,Bottom 5%
KH-00037,CÔNG TY TNHH THƯƠNG MẠI THANH BÌNH,Hà Nội,Miền Bắc,Đã mất,3879630.0,1,405,588,64244067090.0,99.87,Bottom 5%
KH-00335,CÔNG TY CỔ PHẦN THUỶ TIÊN,Hà Nội,Miền Bắc,Trung bình,3870371.0,1,54,589,64247937461.0,99.88,Bottom 5%
KH-00053,CÔNG TY TNHH TRƯỜNG THỊNH,Hà Nội,Miền Bắc,Đã mất,3694444.0,1,387,590,64251631905.0,99.88,Bottom 5%
KH-00002,CÔNG TY TNHH THƯƠNG MẠI VIỆT ANH,Hà Nội,Miền Bắc,Đã mất,3509259.0,1,419,591,64255141164.0,99.89,Bottom 5%
KH-00071,CỬA HÀNG XE ĐẠP BÌNH MINH,Hà Nội,Miền Bắc,Đã mất,3509259.0,1,380,591,64258650423.0,99.89,Bottom 5%
KH-00072,DOANH NGHIỆP TW PHÚC AN,Hà Tĩnh,Miền Trung,Đã mất,3450000.0,1,380,593,64262100423.0,99.9,Bottom 5%
KH-00479,DOANH NGHIỆP TW NGỌC ANH,Hà Nội,Miền Bắc,Trung bình,3333333.0,1,33,594,64265433756.0,99.9,Bottom 5%
KH-00619,CỬA HÀNG XE ĐẠP VĨNH PHÁT,TP Đà Nẵng,Miền Bắc,Loyal,3231481.0,1,22,595,64268665237.0,99.91,Bottom 5%
KH-00616,CÔNG TY CỔ PHẦN TRÍ ĐỨC,Hà Nội,Miền Bắc,Loyal,2768519.0,1,23,598,64271433756.0,99.91,Bottom 5%
KH-00191,CÔNG TY CỔ PHẦN THƯƠNG MẠI XUÂN MAI,Hưng Yên,Miền Bắc,Đã mất,2768519.0,1,347,598,64274202275.0,99.92,Bottom 5%
KH-00388,CÔNG TY CỔ PHẦN MẶT TRỜI,Hà Nội,Miền Bắc,Trung bình,2768519.0,1,41,598,64276970794.0,99.92,Bottom 5%
KH-00187,HỘ KINH DOANH NGỌC ANH,Hà Nội,Miền Bắc,Đã mất,2768519.0,1,348,598,64279739313.0,99.92,Bottom 5%
KH-00540,CÔNG TY TNHH NGỌC ANH,Hà Nội,Miền Bắc,Loyal,2768519.0,1,31,598,64282507832.0,99.93,Bottom 5%
KH-00160,CÔNG TY TNHH THƯƠNG MẠI TRÍ ĐỨC,Hà Nội,Miền Bắc,Đã mất,2768519.0,1,368,598,64285276351.0,99.93,Bottom 5%
KH-00185,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT,Tỉnh Hòa Bình.,Miền Bắc,Đã mất,2546296.0,1,349,602,64287822647.0,99.94,Bottom 5%
KH-00013,DOANH NGHIỆP TW THANH BÌNH,Hưng Yên,Miền Bắc,Đã mất,2490741.0,1,415,603,64290313388.0,99.94,Bottom 5%
KH-00286,DOANH NGHIỆP TW VIỆT ANH,Hà Nội,Miền Bắc,Ngủ đông,2398148.0,1,340,605,64292711536.0,99.95,Bottom 5%
KH-00054,HỘ KINH DOANH TRÍ ĐỨC,Hà Nội,Miền Bắc,Đã mất,2398148.0,1,384,605,64295109684.0,99.95,Bottom 5%
KH-00003,CÔNG TY CỔ PHẦN THƯƠNG MẠI NAM TIẾN,Hà Nội,Miền Bắc,Đã mất,2398148.0,1,419,605,64297507832.0,99.95,Bottom 5%
KH-00541,HỘ KINH DOANH SÁN LẠP,TP Đà Nẵng,Miền Bắc,Loyal,2361111.0,1,31,608,64299868943.0,99.96,Bottom 5%
KH-00542,CÔNG TY TNHH THƯƠNG MẠI NAM TIẾN,Lạng Sơn,Miền Bắc,Loyal,2361111.0,1,31,608,64302230054.0,99.96,Bottom 5%
KH-00411,CỬA HÀNG XE ĐẠP MẶT TRỜI,Hà Nội,Miền Bắc,Trung bình,2361111.0,1,38,608,64304591165.0,99.96,Bottom 5%
KH-00203,CÔNG TY CỔ PHẦN THƯƠNG MẠI HOÀ BÌNH,Phú Thọ,Miền Bắc,Đã mất,2305556.0,1,347,611,64306896721.0,99.97,Bottom 5%
KH-00294,HỘ KINH DOANH SÁN LẠP,Hải Phòng,Miền Bắc,Ngủ đông,2305556.0,1,339,611,64309202277.0,99.97,Bottom 5%
KH-00213,CÔNG TY CỔ PHẦN HOÀ BÌNH,Hà Nội,Miền Bắc,Đã mất,2305556.0,1,346,611,64311507833.0,99.97,Bottom 5%
KH-00050,CÔNG TY TNHH AN PHÁT,Hải Dương,Miền Bắc,Đã mất,2305556.0,1,387,611,64313813389.0,99.98,Bottom 5%
KH-00590,CÔNG TY TNHH TOÀN THẮNG,Thanh Hóa,Miền Trung,Loyal,2268519.0,1,27,614,64316081908.0,99.98,Bottom 5%
KH-00052,DOANH NGHIỆP TW TÂN TIẾN,Chí Linh,Miền Bắc,Đã mất,2212963.0,1,387,615,64318294871.0,99.98,Bottom 5%
KH-00178,CÔNG TY CỔ PHẦN QUANG VINH,Hà Nội,Miền Bắc,Đã mất,2212963.0,1,356,615,64320507834.0,99.99,Bottom 5%
KH-00245,CỬA HÀNG XE ĐẠP TÂN TIẾN,Hà Nội,Miền Bắc,Trung bình,2120370.0,1,344,617,64322628204.0,99.99,Bottom 5%
KH-00362,HỘ KINH DOANH MẶT TRỜI,Hà Nội,Miền Bắc,Trung bình,2027778.0,1,46,618,64324655982.0,99.99,Bottom 5%
KH-00032,HỘ KINH DOANH CHI THÀNH,Hà Nội,Miền Bắc,Đã mất,1935185.0,1,409,619,64326591167.0,100.0,Bottom 5%
KH-00176,CÔNG TY TNHH THUỶ TIÊN,Hà Nội,Miền Bắc,Đã mất,1472222.0,1,359,620,64328063389.0,100.0,Bottom 5%
