so_number,so_dong,so_sku_khac_nhau,so_nhom_sp,tong_sl,tong_tien,ngay_dat,ma_dai_ly,aov,ym,is_cross_sell
BH25.0161,19,19,3,24.0,28372558.0,2025-02-20,KH-00119,1493293.0,2025-02,1
BH26.0454,6,6,2,20.0,28322214.0,2026-01-31,KH-00497,4720369.0,2026-01,1
BH25.0028,10,10,3,16.0,28276112.0,2025-01-13,KH-00019,2827611.0,2025-01,1
BH26.0252,6,6,1,15.0,28257218.0,2026-01-26,KH-00010,4709536.0,2026-01,0
BH26.0364,12,11,2,19.0,28256474.0,2026-01-28,KH-00527,2354706.0,2026-01,1
BH25.0649,1,1,1,15.0,28215278.0,2025-03-31,KH-00186,28215278.0,2025-03,0
BH26.0082,10,10,2,13.0,28205550.0,2026-01-16,KH-00370,2820555.0,2026-01,1
BH25.0223,5,5,2,16.0,28204254.0,2025-02-24,KH-00006,5640851.0,2025-02,1
BH26.0238,8,8,2,17.0,28180365.0,2026-01-24,KH-00451,3522546.0,2026-01,1
BH25.0564,26,26,3,30.0,28127001.0,2025-03-26,KH-00292,1081808.0,2025-03,1
BH26.0753,10,10,2,18.0,28124438.0,2026-02-13,KH-00350,2812444.0,2026-02,1
BH26.0051,4,4,2,17.0,28040834.0,2026-01-15,KH-00019,7010208.0,2026-01,1
BH26.0231,13,13,1,15.0,28011846.0,2026-01-24,KH-00447,2154757.0,2026-01,0
BH25.0648,17,17,4,22.0,27978500.0,2025-03-29,KH-00319,1645794.0,2025-03,1
BH26.0112,12,12,3,15.0,27965179.0,2026-01-19,KH-00391,2330432.0,2026-01,1
BH25.0128,9,9,2,32.0,27920000.0,2025-02-17,KH-00068,3102222.0,2025-02,1
BH26.0050,1,1,0,8.0,27891112.0,2026-01-15,KH-00019,27891112.0,2026-01,0
BH26.0905,11,11,3,20.0,27879432.0,2026-02-27,KH-00556,2534494.0,2026-02,1
BH25.0303,15,15,2,21.0,27787000.0,2025-03-18,KH-00096,1852467.0,2025-03,1
BH26.0311,8,7,2,17.0,27593882.0,2026-01-27,KH-00497,3449235.0,2026-01,1
BH25.0585,8,8,1,23.0,27580000.0,2025-03-27,KH-00262,3447500.0,2025-03,0
BH25.0684,8,8,2,17.0,27552500.0,2025-03-31,KH-00073,3444062.0,2025-03,1
BH26.0510,10,10,1,16.0,27489438.0,2026-02-04,KH-00489,2748944.0,2026-02,0
BH26.0504,12,12,1,16.0,27434438.0,2026-02-04,KH-00596,2286203.0,2026-02,0
BH25.0571,9,9,3,20.0,27377000.0,2025-03-27,KH-00200,3041889.0,2025-03,1
BH26.0862,8,7,1,18.0,27366663.0,2026-02-26,KH-00348,3420833.0,2026-02,0
BH25.0646,11,11,3,23.0,27350000.0,2025-03-29,KH-00289,2486364.0,2025-03,1
BH25.0512,8,8,4,18.0,27288430.0,2025-03-25,KH-00067,3411054.0,2025-03,1
BH26.0088,6,6,2,18.0,27262210.0,2026-01-16,KH-00374,4543702.0,2026-01,1
BH26.0155,1,1,1,15.0,27199995.0,2026-01-22,KH-00404,27199995.0,2026-01,0
BH26.0359,4,4,1,15.0,27199995.0,2026-01-28,KH-00524,6799999.0,2026-01,0
BH26.0378,5,5,2,16.0,27094438.0,2026-01-28,KH-00027,5418888.0,2026-01,1
BH26.0113,8,8,1,17.0,27092767.0,2026-01-19,KH-00392,3386596.0,2026-01,0
BH25.0601,11,11,4,22.0,27092643.0,2025-03-28,KH-00209,2462968.0,2025-03,1
BH26.0396,14,14,3,16.0,27082216.0,2026-01-29,KH-00543,1934444.0,2026-01,1
BH26.0398,11,11,2,17.0,26793141.0,2026-01-29,KH-00544,2435740.0,2026-01,1
BH26.0448,11,10,2,15.0,26717216.0,2026-01-31,KH-00573,2428838.0,2026-01,1
BH26.0429,5,4,1,15.0,26649996.0,2026-01-30,KH-00423,5329999.0,2026-01,0
BH26.0553,10,10,1,16.0,26627771.0,2026-02-05,KH-00611,2662777.0,2026-02,0
BH26.0902,10,10,1,15.0,26606659.0,2026-02-27,KH-00700,2660666.0,2026-02,0
BH25.0577,14,14,2,23.0,26600000.0,2025-03-27,KH-00255,1900000.0,2025-03,1
BH26.0701,7,7,2,18.0,26590271.0,2026-02-12,KH-00652,3798610.0,2026-02,1
BH26.0308,3,3,1,15.0,26576661.0,2026-01-27,KH-00496,8858887.0,2026-01,0
BH25.0044,1,1,1,13.0,26481481.0,2025-01-16,KH-00006,26481481.0,2025-01,0
BH25.0412,7,7,2,20.0,26450000.0,2025-03-21,KH-00235,3778571.0,2025-03,1
BH26.0222,5,5,1,16.0,26330550.0,2026-01-24,KH-00442,5266110.0,2026-01,0
BH26.0570,7,7,1,15.0,26313330.0,2026-02-07,KH-00618,3759047.0,2026-02,0
BH26.0023,9,9,4,18.0,26299442.0,2026-01-12,KH-00348,2922160.0,2026-01,1
BH26.0625,8,8,2,16.0,26286945.0,2026-02-10,KH-00006,3285868.0,2026-02,1
BH25.0325,13,13,2,22.0,26261481.0,2025-03-19,KH-00112,2020114.0,2025-03,1
BH25.0541,15,15,4,30.0,26250000.0,2025-03-25,KH-00231,1750000.0,2025-03,1
BH26.0164,9,9,2,15.0,26234438.0,2026-01-22,KH-00079,2914938.0,2026-01,1
BH26.0346,7,7,3,19.0,26233415.0,2026-01-28,KH-00363,3747631.0,2026-01,1
BH26.0706,14,14,3,16.0,26218142.0,2026-02-12,KH-00654,1872724.0,2026-02,1
BH25.0344,13,12,3,21.0,26121481.0,2025-03-20,KH-00097,2009345.0,2025-03,1
BH26.0714,4,4,2,17.0,26111103.0,2026-02-13,KH-00657,6527776.0,2026-02,1
BH26.0697,9,9,3,20.0,26088879.0,2026-02-12,KH-00651,2898764.0,2026-02,1
BH26.0819,8,8,1,15.0,26074995.0,2026-02-25,KH-00686,3259374.0,2026-02,0
BH26.0379,6,6,1,16.0,26068510.0,2026-01-28,KH-00414,4344752.0,2026-01,0
BH25.0392,8,8,1,22.0,26040000.0,2025-03-21,KH-00226,3255000.0,2025-03,0
BH25.0152,16,16,3,23.0,26040000.0,2025-02-19,KH-00111,1627500.0,2025-02,1
BH25.0517,17,17,2,23.0,26030000.0,2025-03-25,KH-00272,1531176.0,2025-03,1
BH25.0306,5,5,3,10.0,25966111.0,2025-03-19,KH-00173,5193222.0,2025-03,1
BH26.0351,4,4,3,21.0,25917774.0,2026-01-28,KH-00374,6479444.0,2026-01,1
BH26.0857,13,13,3,13.0,25886013.0,2026-02-26,KH-00692,1991232.0,2026-02,1
BH25.0225,12,12,2,15.0,25879622.0,2025-02-25,KH-00042,2156635.0,2025-02,1
BH26.0717,6,6,2,25.0,25858314.0,2026-02-13,KH-00396,4309719.0,2026-02,1
BH26.0260,13,13,3,15.0,25797586.0,2026-01-26,KH-00464,1984430.0,2026-01,1
BH25.0236,8,8,3,21.0,25750000.0,2025-02-26,KH-00164,3218750.0,2025-02,1
BH26.0802,9,9,2,21.0,25692030.0,2026-02-24,KH-00518,2854670.0,2026-02,1
BH25.0312,19,19,5,19.0,25636430.0,2025-03-19,KH-00022,1349286.0,2025-03,1
BH25.0081,3,3,1,21.0,25550000.0,2025-02-10,KH-00060,8516667.0,2025-02,0
BH26.0265,4,4,1,15.0,25531661.0,2026-01-26,KH-00075,6382915.0,2026-01,0
BH25.0163,17,17,4,19.0,25527929.0,2025-02-20,KH-00121,1501643.0,2025-02,1
BH26.0321,9,6,3,19.0,25500553.0,2026-01-28,KH-00488,2833395.0,2026-01,1
BH25.0576,10,10,2,22.0,25430000.0,2025-03-27,KH-00148,2543000.0,2025-03,1
BH26.0858,6,6,1,10.0,25388885.0,2026-02-26,KH-00512,4231481.0,2026-02,0
BH26.0789,14,13,2,15.0,25347770.0,2026-02-24,KH-00543,1810555.0,2026-02,1
BH26.0594,7,7,2,13.0,25288794.0,2026-02-09,KH-00006,3612685.0,2026-02,1
BH26.0269,7,7,1,16.0,25285547.0,2026-01-26,KH-00470,3612221.0,2026-01,0
BH26.0295,4,4,1,15.0,25244440.0,2026-01-27,KH-00382,6311110.0,2026-01,0
BH26.0521,13,12,1,15.0,25219441.0,2026-02-04,KH-00604,1939957.0,2026-02,0
BH25.0327,11,11,2,22.0,25200000.0,2025-03-19,KH-00130,2290909.0,2025-03,1
BH25.0508,16,16,4,21.0,25141039.0,2025-03-25,KH-00119,1571315.0,2025-03,1
BH25.0543,7,7,1,21.0,25080000.0,2025-03-25,KH-00285,3582857.0,2025-03,0
BH25.0296,12,12,2,21.0,25080000.0,2025-03-18,KH-00016,2090000.0,2025-03,1
BH25.0348,12,12,3,24.0,25011040.0,2025-03-20,KH-00209,2084253.0,2025-03,1
BH25.0227,13,13,2,16.0,24976845.0,2025-02-25,KH-00042,1921296.0,2025-02,1
BH26.0405,10,9,2,15.0,24975551.0,2026-01-29,KH-00549,2497555.0,2026-01,1
BH25.0580,8,8,2,21.0,24940000.0,2025-03-27,KH-00221,3117500.0,2025-03,1
BH25.0018,11,11,3,21.0,24920000.0,2025-01-10,KH-00018,2265455.0,2025-01,1
BH26.0514,6,6,1,15.0,24913880.0,2026-02-04,KH-00600,4152313.0,2026-02,0
BH25.0337,2,2,1,10.0,24907407.0,2025-03-20,KH-00204,12453704.0,2025-03,0
BH25.0233,11,11,3,21.0,24900000.0,2025-02-26,KH-00075,2263636.0,2025-02,1
BH26.0322,5,5,1,13.0,24826106.0,2026-01-28,KH-00501,4965221.0,2026-01,0
BH26.0464,10,10,1,15.0,24779998.0,2026-01-31,KH-00580,2478000.0,2026-01,0
BH25.0603,9,9,2,20.0,24730000.0,2025-03-28,KH-00167,2747778.0,2025-03,1
BH26.0438,11,10,2,14.0,24728328.0,2026-01-30,KH-00359,2248030.0,2026-01,1
BH25.0430,15,15,4,23.0,24720000.0,2025-03-22,KH-00212,1648000.0,2025-03,1
BH26.0506,9,9,1,15.0,24718326.0,2026-02-04,KH-00384,2746481.0,2026-02,0
BH25.0593,11,11,2,20.0,24710000.0,2025-03-28,KH-00225,2246364.0,2025-03,1
BH26.0380,4,4,1,15.0,24614994.0,2026-01-28,KH-00442,6153748.0,2026-01,0
BH25.0359,11,11,4,18.0,24595286.0,2025-03-20,KH-00208,2235935.0,2025-03,1
BH26.0906,13,13,1,15.0,24583881.0,2026-02-27,KH-00527,1891068.0,2026-02,0
BH25.0036,7,7,4,13.0,24583215.0,2025-01-13,KH-00027,3511888.0,2025-01,1
BH26.0436,9,9,2,16.0,24564438.0,2026-01-30,KH-00567,2729382.0,2026-01,1
BH25.0383,10,10,3,23.0,24540000.0,2025-03-21,KH-00168,2454000.0,2025-03,1
BH25.0682,8,8,2,21.0,24530000.0,2025-03-31,KH-00117,3066250.0,2025-03,1
BH26.0294,10,10,1,15.0,24511106.0,2026-01-27,KH-00489,2451111.0,2026-01,0
BH25.0680,8,8,1,21.0,24510000.0,2025-03-31,KH-00332,3063750.0,2025-03,0
BH25.0530,13,13,3,20.0,24490000.0,2025-03-25,KH-00208,1883846.0,2025-03,1
BH25.0588,15,15,3,21.0,24430000.0,2025-03-27,KH-00299,1628667.0,2025-03,1
BH25.0239,10,10,3,19.0,24390000.0,2025-02-26,KH-00167,2439000.0,2025-02,1
BH26.0552,11,11,2,15.0,24388144.0,2026-02-05,KH-00610,2217104.0,2026-02,1
BH26.0358,9,7,2,15.0,24352217.0,2026-01-28,KH-00523,2705802.0,2026-01,1
BH25.0453,13,13,3,19.0,24350000.0,2025-03-24,KH-00078,1873077.0,2025-03,1
BH25.0131,11,11,3,21.0,24340000.0,2025-02-17,KH-00096,2212727.0,2025-02,1
BH26.0731,12,12,2,15.0,24309254.0,2026-02-13,KH-00661,2025771.0,2026-02,1
BH25.0546,11,11,2,20.0,24280000.0,2025-03-25,KH-00093,2207273.0,2025-03,1
BH25.0346,17,17,3,24.0,24260000.0,2025-03-20,KH-00140,1427059.0,2025-03,1
BH25.0243,1,1,1,10.0,24259259.0,2025-02-27,KH-00171,24259259.0,2025-02,0
BH26.0704,4,4,1,13.0,24254438.0,2026-02-12,KH-00349,6063610.0,2026-02,0
BH25.0406,10,10,2,21.0,24220000.0,2025-03-21,KH-00234,2422000.0,2025-03,1
BH25.0446,10,10,2,14.0,24210217.0,2025-03-24,KH-00254,2421022.0,2025-03,1
BH25.0119,3,3,1,20.0,24200000.0,2025-02-14,KH-00087,8066667.0,2025-02,0
BH26.0512,7,7,1,15.0,24137774.0,2026-02-04,KH-00599,3448253.0,2026-02,0
BH26.0367,6,6,1,15.0,24083328.0,2026-01-28,KH-00528,4013888.0,2026-01,0
BH25.0172,9,9,2,21.0,24040000.0,2025-02-20,KH-00004,2671111.0,2025-02,1
BH25.0235,9,9,2,20.0,24015924.0,2025-02-26,KH-00163,2668436.0,2025-02,1
BH25.0561,3,3,1,20.0,24000000.0,2025-03-26,KH-00291,8000000.0,2025-03,0
BH25.0079,4,4,1,20.0,24000000.0,2025-02-10,KH-00058,6000000.0,2025-02,0
BH25.0597,6,6,2,20.0,23990000.0,2025-03-28,KH-00107,3998333.0,2025-03,1
BH26.0801,8,7,2,17.0,23974065.0,2026-02-24,KH-00397,2996758.0,2026-02,1
BH25.0158,7,7,2,21.0,23960000.0,2025-02-19,KH-00117,3422857.0,2025-02,1
BH25.0480,9,9,2,16.0,23922643.0,2025-03-24,KH-00220,2658071.0,2025-03,1
BH25.0091,5,5,2,14.0,23885923.0,2025-02-11,KH-00006,4777185.0,2025-02,1
BH26.0684,7,7,1,16.0,23865548.0,2026-02-12,KH-00588,3409364.0,2026-02,0
BH26.0061,2,2,2,16.0,23841481.0,2026-01-15,KH-00019,11920740.0,2026-01,1
BH26.0312,10,10,3,15.0,23802030.0,2026-01-27,KH-00498,2380203.0,2026-01,1
BH25.0117,8,8,1,20.0,23760000.0,2025-02-14,KH-00085,2970000.0,2025-02,0
BH26.0903,14,14,2,15.0,23752773.0,2026-02-27,KH-00437,1696627.0,2026-02,1
BH26.0107,11,11,3,14.0,23752770.0,2026-01-19,KH-00389,2159343.0,2026-01,1
BH26.0639,7,6,2,16.0,23712491.0,2026-02-10,KH-00436,3387499.0,2026-02,1
BH26.0223,6,6,1,15.0,23649439.0,2026-01-24,KH-00113,3941573.0,2026-01,0
BH25.0214,5,5,1,21.0,23640000.0,2025-02-22,KH-00154,4728000.0,2025-02,0
BH25.0573,11,11,1,20.0,23580000.0,2025-03-27,KH-00296,2143636.0,2025-03,0
BH26.0362,3,3,2,15.0,23533325.0,2026-01-28,KH-00366,7844442.0,2026-01,1
BH25.0645,8,8,4,17.0,23394124.0,2025-03-29,KH-00067,2924266.0,2025-03,1
BH25.0633,5,5,1,19.0,23360000.0,2025-03-28,KH-00035,4672000.0,2025-03,0
BH25.0017,6,6,1,20.0,23350000.0,2025-01-10,KH-00017,3891667.0,2025-01,0
BH25.0129,10,10,2,20.0,23330000.0,2025-02-17,KH-00094,2333000.0,2025-02,1
BH25.0056,11,11,2,15.0,23315739.0,2025-01-22,KH-00042,2119613.0,2025-01,1
BH25.0238,10,10,3,18.0,23312643.0,2025-02-26,KH-00166,2331264.0,2025-02,1
BH25.0250,8,8,1,20.0,23300000.0,2025-03-06,KH-00174,2912500.0,2025-03,0
BH25.0475,8,8,2,20.0,23290000.0,2025-03-24,KH-00260,2911250.0,2025-03,1
BH25.0366,6,6,2,20.0,23290000.0,2025-03-20,KH-00214,3881667.0,2025-03,1
BH26.0224,5,5,1,10.0,23242219.0,2026-01-24,KH-00443,4648444.0,2026-01,0
BH26.0118,11,11,3,18.0,23213788.0,2026-01-19,KH-00397,2110344.0,2026-01,1
BH25.0015,10,9,2,15.0,23210000.0,2025-01-10,KH-00015,2321000.0,2025-01,1
BH26.0446,3,3,3,14.0,23174064.0,2026-01-31,KH-00571,7724688.0,2026-01,1
BH25.0136,15,15,3,19.0,23150000.0,2025-02-17,KH-00004,1543333.0,2025-02,1
BH26.0076,12,12,3,17.0,23108230.0,2026-01-16,KH-00365,1925686.0,2026-01,1
BH25.0476,12,12,1,20.0,23100000.0,2025-03-24,KH-00196,1925000.0,2025-03,0
BH25.0381,12,12,3,20.0,23050000.0,2025-03-20,KH-00222,1920833.0,2025-03,1
BH25.0228,12,12,2,19.0,23040000.0,2025-02-25,KH-00158,1920000.0,2025-02,1
BH25.0563,13,13,3,29.0,23020000.0,2025-03-26,KH-00256,1770769.0,2025-03,1
BH25.0569,6,6,2,20.0,23020000.0,2025-03-27,KH-00085,3836667.0,2025-03,1
BH26.0671,10,10,1,15.0,23001103.0,2026-02-12,KH-00162,2300110.0,2026-02,0
BH25.0686,15,15,2,20.0,22970000.0,2025-03-31,KH-00333,1531333.0,2025-03,1
BH25.0148,11,11,4,20.0,22969073.0,2025-02-19,KH-00076,2088098.0,2025-02,1
BH25.0204,13,13,4,20.0,22940000.0,2025-02-22,KH-00145,1764615.0,2025-02,1
BH26.0535,9,8,1,10.0,22931385.0,2026-02-05,KH-00606,2547932.0,2026-02,0
BH26.0842,5,5,2,14.0,22900547.0,2026-02-26,KH-00505,4580109.0,2026-02,1
BH25.0405,9,9,1,20.0,22840000.0,2025-03-21,KH-00233,2537778.0,2025-03,0
BH25.0522,10,10,2,20.0,22830000.0,2025-03-25,KH-00078,2283000.0,2025-03,1
BH26.0326,10,10,3,15.0,22818328.0,2026-01-28,KH-00504,2281833.0,2026-01,1
BH25.0527,5,5,1,20.0,22800000.0,2025-03-25,KH-00208,4560000.0,2025-03,0
BH25.0433,14,14,4,18.0,22690000.0,2025-03-22,KH-00142,1620714.0,2025-03,1
BH26.0254,1,1,1,10.0,22685185.0,2026-01-26,KH-00461,22685185.0,2026-01,0
BH25.0332,8,7,2,20.0,22660000.0,2025-03-19,KH-00202,2832500.0,2025-03,1
BH26.0441,7,7,3,16.0,22657673.0,2026-01-30,KH-00570,3236810.0,2026-01,1
BH25.0377,15,15,3,21.0,22640000.0,2025-03-20,KH-00004,1509333.0,2025-03,1
BH26.0841,6,6,2,16.0,22569442.0,2026-02-26,KH-00578,3761574.0,2026-02,1
BH26.0230,11,11,1,21.0,22567396.0,2026-01-24,KH-00446,2051581.0,2026-01,0
BH25.0354,11,11,3,19.0,22560000.0,2025-03-20,KH-00163,2050909.0,2025-03,1
BH25.0155,5,5,3,16.0,22550000.0,2025-02-19,KH-00114,4510000.0,2025-02,1
BH26.0820,11,11,2,15.0,22546843.0,2026-02-25,KH-00647,2049713.0,2026-02,1
BH26.0038,9,9,2,15.0,22488327.0,2026-01-13,KH-00338,2498703.0,2026-01,1
BH25.0533,12,12,3,20.0,22480000.0,2025-03-25,KH-00280,1873333.0,2025-03,1
BH25.0413,5,5,4,14.0,22420000.0,2025-03-21,KH-00237,4484000.0,2025-03,1
BH25.0203,17,17,4,20.0,22418078.0,2025-02-22,KH-00144,1318710.0,2025-02,1
BH26.0281,4,4,1,10.0,22314816.0,2026-01-27,KH-00480,5578704.0,2026-01,0
BH26.0579,11,11,2,12.0,22282679.0,2026-02-07,KH-00622,2025698.0,2026-02,1
BH25.0628,11,11,3,21.0,22281481.0,2025-03-28,KH-00257,2025589.0,2025-03,1
BH25.0656,6,6,2,19.0,22250000.0,2025-03-31,KH-00321,3708333.0,2025-03,1
BH25.0422,13,13,4,16.0,22196430.0,2025-03-21,KH-00097,1707418.0,2025-03,1
BH26.0341,13,12,2,15.0,22188882.0,2026-01-28,KH-00512,1706837.0,2026-01,1
BH25.0278,7,7,1,19.0,22170000.0,2025-03-17,KH-00079,3167143.0,2025-03,0
BH26.0143,10,10,4,12.0,22144902.0,2026-01-22,KH-00401,2214490.0,2026-01,1
BH26.0382,9,9,2,14.0,22129439.0,2026-01-28,KH-00347,2458827.0,2026-01,1
BH25.0629,9,9,3,21.0,22101481.0,2025-03-28,KH-00258,2455720.0,2025-03,1
BH26.0214,8,8,1,14.0,22092772.0,2026-01-24,KH-00284,2761596.0,2026-01,0
BH26.0264,3,3,1,14.0,22086662.0,2026-01-26,KH-00340,7362221.0,2026-01,0
BH26.0404,2,2,1,14.0,22080551.0,2026-01-29,KH-00548,11040276.0,2026-01,0
BH26.0466,7,6,2,12.0,22065551.0,2026-01-31,KH-00459,3152222.0,2026-01,1
BH25.0317,14,14,2,19.0,21960000.0,2025-03-19,KH-00195,1568571.0,2025-03,1
BH26.0837,9,9,2,14.0,21890179.0,2026-02-26,KH-00689,2432242.0,2026-02,1
BH26.0083,7,6,1,14.0,21866662.0,2026-01-16,KH-00371,3123809.0,2026-01,0
BH25.0167,2,2,1,17.0,21860000.0,2025-02-20,KH-00125,10930000.0,2025-02,0
BH26.0576,7,7,2,14.0,21855274.0,2026-02-07,KH-00338,3122182.0,2026-02,1
BH25.0538,9,9,3,20.0,21840000.0,2025-03-25,KH-00282,2426667.0,2025-03,1
BH26.0615,6,6,1,13.0,21803886.0,2026-02-09,KH-00633,3633981.0,2026-02,0
BH26.0290,7,7,2,13.0,21782404.0,2026-01-27,KH-00371,3111772.0,2026-01,1
BH25.0147,4,4,2,20.0,21760000.0,2025-02-19,KH-00107,5440000.0,2025-02,1
BH25.0676,6,6,1,10.0,21666667.0,2025-03-31,KH-00329,3611111.0,2025-03,0
BH26.0165,8,8,1,13.0,21617775.0,2026-01-22,KH-00079,2702222.0,2026-01,0
BH25.0618,9,9,3,21.0,21610000.0,2025-03-28,KH-00309,2401111.0,2025-03,1
BH26.0374,7,7,1,13.0,21605551.0,2026-01-28,KH-00530,3086507.0,2026-01,0
BH26.0235,5,5,2,15.0,21546379.0,2026-01-24,KH-00133,4309276.0,2026-01,1
BH26.0451,8,6,2,16.0,21478325.0,2026-01-31,KH-00576,2684791.0,2026-01,1
BH26.0651,9,8,1,10.0,21477773.0,2026-02-11,KH-00644,2386419.0,2026-02,0
BH26.0271,10,10,4,15.0,21467584.0,2026-01-26,KH-00472,2146758.0,2026-01,1
BH26.0408,9,7,2,16.0,21451568.0,2026-01-29,KH-00552,2383508.0,2026-01,1
BH26.0071,8,8,2,13.0,21438795.0,2026-01-16,KH-00006,2679849.0,2026-01,1
BH25.0482,15,15,3,22.0,21400000.0,2025-03-24,KH-00093,1426667.0,2025-03,1
BH25.0670,5,5,1,18.0,21400000.0,2025-03-31,KH-00092,4280000.0,2025-03,0
BH25.0265,5,5,2,13.0,21398884.0,2025-03-13,KH-00006,4279777.0,2025-03,1
BH26.0693,5,4,1,13.0,21388330.0,2026-02-12,KH-00510,4277666.0,2026-02,0
BH26.0412,10,9,2,15.0,21375919.0,2026-01-29,KH-00555,2137592.0,2026-01,1
BH26.0536,6,6,1,10.0,21306664.0,2026-02-05,KH-00408,3551111.0,2026-02,0
BH25.0133,14,14,4,20.0,21251481.0,2025-02-17,KH-00078,1517963.0,2025-02,1
BH25.0219,13,13,3,18.0,21250000.0,2025-02-22,KH-00156,1634615.0,2025-02,1
BH25.0232,13,13,4,13.0,21197215.0,2025-02-26,KH-00161,1630555.0,2025-02,1
BH26.0439,6,5,2,14.0,21023328.0,2026-01-30,KH-00556,3503888.0,2026-01,1
BH25.0176,13,13,1,18.0,21000000.0,2025-02-20,KH-00034,1615385.0,2025-02,0
BH26.0229,5,5,2,17.0,20933330.0,2026-01-24,KH-00445,4186666.0,2026-01,1
BH25.0632,12,12,4,16.0,20889981.0,2025-03-28,KH-00315,1740832.0,2025-03,1
BH26.0624,10,10,2,13.0,20889813.0,2026-02-10,KH-00006,2088981.0,2026-02,1
BH26.0931,5,5,1,10.0,20889812.0,2026-02-28,KH-00006,4177962.0,2026-02,0
BH26.0458,7,7,2,15.0,20862769.0,2026-01-31,KH-00513,2980396.0,2026-01,1
BH26.0850,9,9,1,12.0,20859996.0,2026-02-26,KH-00049,2317777.0,2026-02,0
BH26.0402,7,7,1,13.0,20756106.0,2026-01-29,KH-00547,2965158.0,2026-01,0
BH26.0680,7,7,2,17.0,20751657.0,2026-02-12,KH-00556,2964522.0,2026-02,1
BH26.0763,11,9,2,14.0,20743326.0,2026-02-13,KH-00376,1885757.0,2026-02,1
BH25.0558,8,8,2,17.0,20720000.0,2025-03-26,KH-00289,2590000.0,2025-03,1
BH25.0215,14,14,4,20.0,20702962.0,2025-02-22,KH-00078,1478783.0,2025-02,1
BH26.0839,4,4,1,15.0,20696290.0,2026-02-26,KH-00556,5174072.0,2026-02,0
BH25.0574,5,5,1,17.0,20650000.0,2025-03-27,KH-00297,4130000.0,2025-03,0
BH25.0084,4,4,1,8.0,20615148.0,2025-02-10,KH-00063,5153787.0,2025-02,0
BH26.0511,13,13,3,15.0,20562770.0,2026-02-04,KH-00381,1581752.0,2026-02,1
BH26.0636,11,11,3,15.0,20544251.0,2026-02-10,KH-00434,1867659.0,2026-02,1
BH25.0400,11,11,2,18.0,20440000.0,2025-03-21,KH-00230,1858182.0,2025-03,1
BH26.0638,6,6,1,12.0,20364997.0,2026-02-10,KH-00638,3394166.0,2026-02,0
BH26.0768,8,8,2,12.0,20334439.0,2026-02-13,KH-00673,2541805.0,2026-02,1
BH26.0628,5,5,1,12.0,20328330.0,2026-02-10,KH-00634,4065666.0,2026-02,0
BH25.0567,2,2,1,10.0,20277778.0,2025-03-27,KH-00293,10138889.0,2025-03,0
BH26.0614,6,6,1,13.0,20252774.0,2026-02-09,KH-00371,3375462.0,2026-02,0
BH25.0369,10,10,2,17.0,20230000.0,2025-03-20,KH-00206,2023000.0,2025-03,1
BH26.0273,4,4,1,13.0,20212216.0,2026-01-26,KH-00473,5053054.0,2026-01,0
BH26.0600,7,7,2,10.0,20205368.0,2026-02-09,KH-00006,2886481.0,2026-02,1
BH25.0380,9,9,2,17.0,20190000.0,2025-03-20,KH-00101,2243333.0,2025-03,1
BH25.0065,7,7,3,10.0,20162032.0,2025-02-07,KH-00049,2880290.0,2025-02,1
BH26.0386,9,6,1,15.0,20135548.0,2026-01-28,KH-00537,2237283.0,2026-01,0
BH25.0043,4,4,2,13.0,20065922.0,2025-01-16,KH-00006,5016480.0,2025-01,1
BH26.0468,9,9,3,17.0,20061562.0,2026-01-31,KH-00078,2229062.0,2026-01,1
BH25.0507,15,15,3,18.0,20030000.0,2025-03-25,KH-00271,1335333.0,2025-03,1
BH25.0275,13,13,2,17.0,20000000.0,2025-03-14,KH-00183,1538462.0,2025-03,1
BH26.0407,5,5,2,8.0,19988329.0,2026-01-29,KH-00551,3997666.0,2026-01,1
BH25.0358,15,15,4,15.0,19956430.0,2025-03-20,KH-00022,1330429.0,2025-03,1
BH26.0383,11,11,2,11.0,19952588.0,2026-01-28,KH-00534,1813872.0,2026-01,1
BH26.0622,10,10,2,12.0,19905924.0,2026-02-10,KH-00006,1990592.0,2026-02,1
BH25.0683,15,15,3,20.0,19890000.0,2025-03-31,KH-00115,1326000.0,2025-03,1
BH25.0671,9,9,3,20.0,19890000.0,2025-03-31,KH-00250,2210000.0,2025-03,1
BH26.0865,6,6,2,10.0,19876663.0,2026-02-26,KH-00424,3312777.0,2026-02,1
BH26.0531,10,10,2,11.0,19854904.0,2026-02-05,KH-00440,1985490.0,2026-02,1
BH25.0542,15,15,3,20.0,19850000.0,2025-03-25,KH-00246,1323333.0,2025-03,1
BH26.0522,4,4,1,12.0,19833328.0,2026-02-04,KH-00570,4958332.0,2026-02,0
BH25.0518,5,5,2,10.0,19800000.0,2025-03-25,KH-00015,3960000.0,2025-03,1
BH25.0151,13,13,3,17.0,19750000.0,2025-02-19,KH-00110,1519231.0,2025-02,1
BH25.0498,11,11,3,15.0,19732643.0,2025-03-25,KH-00254,1793877.0,2025-03,1
BH26.0307,6,6,1,10.0,19709997.0,2026-01-27,KH-00495,3285000.0,2026-01,0
BH25.0692,8,8,1,17.0,19680000.0,2025-03-31,KH-00152,2460000.0,2025-03,0
BH26.0791,2,2,0,15.0,19658325.0,2026-02-24,KH-00679,9829162.0,2026-02,0
BH26.0211,8,7,1,11.0,19598330.0,2026-01-24,KH-00435,2449791.0,2026-01,0
