customer_code,customer_name,fiscal_year,fiscal_month,ym,so_don,tong_sl,tong_dt,so_nhom_sp,so_sku
KH-00477,CỬA HÀNG XE ĐẠP ĐẠI LỢI,2026,2,2026-02,1,41.0,57237490.0,3,15
KH-00478,CÔNG TY TNHH BÌNH MINH,2026,1,2026-01,1,1.0,4527778.0,0,1
KH-00479,DOANH NGHIỆP TW NGỌC ANH,2026,1,2026-01,1,1.0,3333333.0,0,1
KH-00480,DOANH NGHIỆP TW ĐẠI DƯƠNG,2026,1,2026-01,1,10.0,22314816.0,1,4
KH-00481,CÔNG TY CỔ PHẦN HOÀ BÌNH,2026,1,2026-01,1,19.0,31275548.0,1,7
KH-00481,CÔNG TY CỔ PHẦN HOÀ BÌNH,2026,2,2026-02,1,23.0,39058879.0,2,15
KH-00482,CỬA HÀNG XE ĐẠP KHẢI HOÀN,2026,1,2026-01,1,23.0,44872212.0,1,16
KH-00483,HỘ KINH DOANH VẠN LỢI,2026,1,2026-01,1,52.0,83684423.0,2,24
KH-00483,HỘ KINH DOANH VẠN LỢI,2026,2,2026-02,1,19.0,29599993.0,0,6
KH-00484,CÔNG TY CỔ PHẦN THƯƠNG MẠI HOÀ BÌNH,2026,1,2026-01,1,40.0,61862577.0,3,17
KH-00484,CÔNG TY CỔ PHẦN THƯƠNG MẠI HOÀ BÌNH,2026,2,2026-02,1,41.0,66327206.0,2,17
KH-00485,CÔNG TY CỔ PHẦN SÁN LẠP,2026,1,2026-01,1,18.0,31401105.0,2,11
KH-00485,CÔNG TY CỔ PHẦN SÁN LẠP,2026,2,2026-02,1,30.0,46452952.0,1,18
KH-00486,CÔNG TY TNHH VẠN LỢI,2026,1,2026-01,1,36.0,69087021.0,2,12
KH-00486,CÔNG TY TNHH VẠN LỢI,2026,2,2026-02,1,23.0,37097210.0,1,7
KH-00487,DOANH NGHIỆP TW TRƯỜNG THỊNH,2026,1,2026-01,2,84.0,146087010.0,3,32
KH-00487,DOANH NGHIỆP TW TRƯỜNG THỊNH,2026,2,2026-02,1,27.0,42278324.0,2,14
KH-00488,CÔNG TY TNHH TRƯỜNG THỊNH,2026,1,2026-01,3,88.0,118259982.0,4,30
KH-00488,CÔNG TY TNHH TRƯỜNG THỊNH,2026,2,2026-02,2,52.0,84917580.0,2,28
KH-00489,CÔNG TY CỔ PHẦN ĐÔNG NAM,2026,1,2026-01,1,15.0,24511106.0,1,10
KH-00489,CÔNG TY CỔ PHẦN ĐÔNG NAM,2026,2,2026-02,2,46.0,75661092.0,1,19
KH-00490,CÔNG TY TNHH TÂN TIẾN,2026,1,2026-01,1,10.0,19349256.0,2,4
KH-00491,CÔNG TY TNHH PHÚC AN,2026,1,2026-01,2,178.0,283026601.0,2,26
KH-00492,HỘ KINH DOANH ĐÔNG NAM,2026,1,2026-01,1,20.0,31976657.0,1,12
KH-00492,HỘ KINH DOANH ĐÔNG NAM,2026,2,2026-02,1,35.0,51509990.0,2,18
KH-00493,CÔNG TY CỔ PHẦN THƯƠNG MẠI QUANG VINH,2026,1,2026-01,1,11.0,14104439.0,2,4
KH-00493,CÔNG TY CỔ PHẦN THƯƠNG MẠI QUANG VINH,2026,2,2026-02,1,13.0,19286104.0,4,9
KH-00494,HỘ KINH DOANH AN PHÁT,2026,1,2026-01,1,21.0,34963325.0,1,9
KH-00495,CÔNG TY CỔ PHẦN THƯƠNG MẠI HOÀ BÌNH,2026,1,2026-01,1,10.0,19709997.0,1,6
KH-00495,CÔNG TY CỔ PHẦN THƯƠNG MẠI HOÀ BÌNH,2026,2,2026-02,2,55.0,94111089.0,2,18
KH-00496,CÔNG TY CỔ PHẦN TOÀN THẮNG,2026,1,2026-01,1,15.0,26576661.0,1,3
KH-00496,CÔNG TY CỔ PHẦN TOÀN THẮNG,2026,2,2026-02,1,20.0,34858325.0,1,7
KH-00497,CÔNG TY TNHH THƯƠNG MẠI QUANG VINH,2026,1,2026-01,2,37.0,55916096.0,2,12
KH-00497,CÔNG TY TNHH THƯƠNG MẠI QUANG VINH,2026,2,2026-02,1,31.0,49677763.0,1,7
KH-00498,CỬA HÀNG XE ĐẠP MINH PHƯƠNG,2026,1,2026-01,1,15.0,23802030.0,3,10
KH-00498,CỬA HÀNG XE ĐẠP MINH PHƯƠNG,2026,2,2026-02,1,10.0,16356664.0,1,5
KH-00499,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÚ ANH,2026,1,2026-01,1,51.0,96427756.0,2,45
KH-00500,CÔNG TY CỔ PHẦN THƯƠNG MẠI VĨNH PHÁT,2026,1,2026-01,1,5.0,12458333.0,1,1
KH-00501,CÔNG TY CỔ PHẦN VĨNH PHÁT,2026,1,2026-01,1,13.0,24826106.0,1,5
KH-00501,CÔNG TY CỔ PHẦN VĨNH PHÁT,2026,2,2026-02,1,8.0,11407217.0,1,5
KH-00502,CỬA HÀNG XE ĐẠP BÌNH MINH,2026,1,2026-01,2,20.0,32740456.0,3,13
KH-00502,CỬA HÀNG XE ĐẠP BÌNH MINH,2026,2,2026-02,1,10.0,16020459.0,2,7
KH-00503,DOANH NGHIỆP TW PHÚ THỊNH,2026,1,2026-01,1,37.0,57315550.0,2,8
KH-00503,DOANH NGHIỆP TW PHÚ THỊNH,2026,2,2026-02,1,21.0,32459438.0,2,6
KH-00504,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÂY BẮC,2026,1,2026-01,1,15.0,22818328.0,3,10
KH-00505,CÔNG TY CỔ PHẦN TÚ ANH,2026,1,2026-01,1,35.0,64177024.0,3,20
KH-00505,CÔNG TY CỔ PHẦN TÚ ANH,2026,2,2026-02,2,39.0,66688870.0,2,20
KH-00506,CÔNG TY TNHH THANH BÌNH,2026,1,2026-01,1,39.0,61166093.0,4,21
KH-00506,CÔNG TY TNHH THANH BÌNH,2026,2,2026-02,1,11.0,16663884.0,2,6
KH-00507,CỬA HÀNG XE ĐẠP BÌNH MINH,2026,1,2026-01,1,22.0,35994437.0,1,11
KH-00508,CÔNG TY CỔ PHẦN VĨNH PHÁT,2026,1,2026-01,2,22.0,33244157.0,2,12
KH-00509,CÔNG TY TNHH THƯƠNG MẠI BÌNH MINH,2026,1,2026-01,1,29.0,42307765.0,2,15
KH-00509,CÔNG TY TNHH THƯƠNG MẠI BÌNH MINH,2026,2,2026-02,1,20.0,31820826.0,2,16
KH-00510,CỬA HÀNG XE ĐẠP NGỌC ANH,2026,1,2026-01,1,11.0,17587774.0,1,8
KH-00510,CỬA HÀNG XE ĐẠP NGỌC ANH,2026,2,2026-02,1,13.0,21388330.0,1,4
KH-00511,CÔNG TY TNHH BÌNH MINH,2026,1,2026-01,1,11.0,14207958.0,1,7
KH-00512,CÔNG TY TNHH ĐẠI DƯƠNG,2026,1,2026-01,1,15.0,22188882.0,2,12
KH-00512,CÔNG TY TNHH ĐẠI DƯƠNG,2026,2,2026-02,1,10.0,25388885.0,1,6
KH-00513,CÔNG TY CỔ PHẦN THƯƠNG MẠI ĐÔNG NAM,2026,1,2026-01,2,54.0,87652760.0,3,24
KH-00513,CÔNG TY CỔ PHẦN THƯƠNG MẠI ĐÔNG NAM,2026,2,2026-02,1,9.0,10529163.0,1,3
KH-00514,CỬA HÀNG XE ĐẠP HÙNG CƯỜNG,2026,1,2026-01,1,17.0,29769439.0,1,17
KH-00514,CỬA HÀNG XE ĐẠP HÙNG CƯỜNG,2026,2,2026-02,1,33.0,48467115.0,3,26
KH-00515,CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ,2026,1,2026-01,1,22.0,34973416.0,3,7
KH-00516,CÔNG TY TNHH SÁN LẠP,2026,1,2026-01,1,20.0,31988880.0,1,6
KH-00517,CỬA HÀNG XE ĐẠP PHÚ THỊNH,2026,1,2026-01,1,45.0,62083320.0,2,8
KH-00518,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT,2026,1,2026-01,1,21.0,33148327.0,2,14
KH-00518,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT,2026,2,2026-02,1,21.0,25692030.0,2,9
KH-00519,CÔNG TY CỔ PHẦN XUÂN MAI,2026,1,2026-01,1,21.0,33472214.0,1,9
KH-00519,CÔNG TY CỔ PHẦN XUÂN MAI,2026,2,2026-02,2,75.0,121990541.0,1,20
KH-00520,CÔNG TY TNHH TÂY BẮC,2026,1,2026-01,1,46.0,71704244.0,2,15
KH-00521,CỬA HÀNG XE ĐẠP KHẢI HOÀN,2026,1,2026-01,1,30.0,48686099.0,2,21
KH-00521,CỬA HÀNG XE ĐẠP KHẢI HOÀN,2026,2,2026-02,1,27.0,46109988.0,1,18
KH-00522,CÔNG TY TNHH HÙNG CƯỜNG,2026,1,2026-01,1,10.0,15749995.0,1,2
KH-00523,HỘ KINH DOANH KHẢI HOÀN,2026,1,2026-01,1,15.0,24352217.0,2,7
KH-00524,CÔNG TY CỔ PHẦN THƯƠNG MẠI TRÍ ĐỨC,2026,1,2026-01,1,15.0,27199995.0,1,4
KH-00525,CỬA HÀNG XE ĐẠP SÁN LẠP,2026,1,2026-01,1,25.0,44550175.0,1,11
KH-00526,CÔNG TY CỔ PHẦN NAM TIẾN,2026,1,2026-01,1,20.0,31530549.0,2,11
KH-00527,CÔNG TY CỔ PHẦN THƯƠNG MẠI HOÀ BÌNH,2026,1,2026-01,1,19.0,28256474.0,2,11
KH-00527,CÔNG TY CỔ PHẦN THƯƠNG MẠI HOÀ BÌNH,2026,2,2026-02,1,15.0,24583881.0,1,13
KH-00528,CÔNG TY CỔ PHẦN VẠN LỢI,2026,1,2026-01,1,15.0,24083328.0,1,6
KH-00529,CÔNG TY CỔ PHẦN THƯƠNG MẠI THIÊN AN,2026,1,2026-01,1,75.0,120795166.0,2,27
KH-00530,DOANH NGHIỆP TW TÂY BẮC,2026,1,2026-01,1,13.0,21605551.0,1,7
KH-00531,CÔNG TY TNHH THƯƠNG MẠI VẠN LỢI,2026,1,2026-01,1,21.0,37169437.0,1,12
KH-00531,CÔNG TY TNHH THƯƠNG MẠI VẠN LỢI,2026,2,2026-02,1,10.0,18079996.0,3,6
KH-00532,CÔNG TY TNHH THƯƠNG MẠI MẶT TRỜI,2026,1,2026-01,1,15.0,31324993.0,1,7
KH-00533,CÔNG TY TNHH YÊN BÌNH,2026,1,2026-01,1,17.0,29689996.0,1,6
KH-00534,DOANH NGHIỆP TW AN PHÁT,2026,1,2026-01,1,11.0,19952588.0,2,11
KH-00535,CỬA HÀNG XE ĐẠP QUANG VINH,2026,1,2026-01,1,10.0,14576478.0,2,9
KH-00535,CỬA HÀNG XE ĐẠP QUANG VINH,2026,2,2026-02,1,10.0,12614622.0,2,9
KH-00536,CỬA HÀNG XE ĐẠP LONG PHÚ,2026,1,2026-01,1,82.0,135639972.0,2,29
KH-00537,CÔNG TY CỔ PHẦN ĐÔNG NAM,2026,1,2026-01,1,15.0,20135548.0,1,6
KH-00538,HỘ KINH DOANH PHÚC AN,2026,1,2026-01,1,39.0,68250264.0,2,25
KH-00539,CỬA HÀNG XE ĐẠP CHI THÀNH,2026,1,2026-01,1,10.0,17192218.0,1,8
KH-00540,CÔNG TY TNHH NGỌC ANH,2026,1,2026-01,1,1.0,2768519.0,1,1
KH-00541,HỘ KINH DOANH SÁN LẠP,2026,1,2026-01,1,1.0,2361111.0,1,1
KH-00542,CÔNG TY TNHH THƯƠNG MẠI NAM TIẾN,2026,1,2026-01,1,1.0,2361111.0,1,1
KH-00543,CÔNG TY CỔ PHẦN SƠN HÀ,2026,1,2026-01,1,16.0,27082216.0,3,14
KH-00543,CÔNG TY CỔ PHẦN SƠN HÀ,2026,2,2026-02,1,15.0,25347770.0,2,13
KH-00544,DOANH NGHIỆP TW VIỆT ANH,2026,1,2026-01,1,17.0,26793141.0,2,11
KH-00545,CÔNG TY CỔ PHẦN AN PHÁT,2026,1,2026-01,2,24.0,40305546.0,3,16
KH-00545,CÔNG TY CỔ PHẦN AN PHÁT,2026,2,2026-02,1,20.0,39087218.0,3,9
KH-00546,CÔNG TY CỔ PHẦN SÁN LẠP,2026,1,2026-01,1,23.0,40747215.0,1,15
KH-00547,DOANH NGHIỆP TW THANH BÌNH,2026,1,2026-01,1,13.0,20756106.0,1,7
KH-00547,DOANH NGHIỆP TW THANH BÌNH,2026,2,2026-02,1,11.0,17471666.0,1,6
KH-00548,CÔNG TY TNHH KHẢI HOÀN,2026,1,2026-01,1,14.0,22080551.0,1,2
KH-00549,CỬA HÀNG XE ĐẠP TÚ ANH,2026,1,2026-01,1,15.0,24975551.0,2,9
KH-00550,CÔNG TY TNHH ĐÔNG NAM,2026,1,2026-01,1,6.0,7799812.0,1,3
KH-00551,CÔNG TY CỔ PHẦN THƯƠNG MẠI SÁN LẠP,2026,1,2026-01,1,8.0,19988329.0,2,5
KH-00551,CÔNG TY CỔ PHẦN THƯƠNG MẠI SÁN LẠP,2026,2,2026-02,1,46.0,86966648.0,2,20
KH-00552,CỬA HÀNG XE ĐẠP YÊN BÌNH,2026,1,2026-01,1,16.0,21451568.0,2,7
KH-00553,CÔNG TY CỔ PHẦN SƠN HÀ,2026,1,2026-01,2,55.0,97271000.0,3,24
KH-00553,CÔNG TY CỔ PHẦN SƠN HÀ,2026,2,2026-02,5,171.0,281201401.0,4,43
KH-00554,CÔNG TY CỔ PHẦN THƯƠNG MẠI SÁN LẠP,2026,1,2026-01,1,18.0,29284994.0,1,15
KH-00555,CỬA HÀNG XE ĐẠP TRƯỜNG THỊNH,2026,1,2026-01,1,15.0,21375919.0,2,9
KH-00556,DOANH NGHIỆP TW THIÊN AN,2026,1,2026-01,2,15.0,23997772.0,2,6
KH-00556,DOANH NGHIỆP TW THIÊN AN,2026,2,2026-02,3,52.0,69327379.0,4,21
KH-00557,CÔNG TY TNHH THƯƠNG MẠI MINH PHƯƠNG,2026,1,2026-01,1,40.0,68628317.0,2,9
KH-00557,CÔNG TY TNHH THƯƠNG MẠI MINH PHƯƠNG,2026,2,2026-02,3,45.0,78276002.0,3,18
KH-00558,CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ,2026,1,2026-01,5,73.0,127875525.0,2,32
KH-00559,CÔNG TY TNHH THƯƠNG MẠI TÂY BẮC,2026,1,2026-01,1,21.0,43414990.0,2,10
KH-00560,CÔNG TY CỔ PHẦN THƯƠNG MẠI NGỌC ANH,2026,1,2026-01,1,36.0,63440545.0,1,12
KH-00561,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT,2026,1,2026-01,1,29.0,47910731.0,2,23
KH-00562,CÔNG TY CỔ PHẦN THƯƠNG MẠI NAM TIẾN,2026,1,2026-01,1,31.0,60958882.0,2,15
KH-00562,CÔNG TY CỔ PHẦN THƯƠNG MẠI NAM TIẾN,2026,2,2026-02,1,20.0,32629620.0,1,6
KH-00563,HỘ KINH DOANH YÊN BÌNH,2026,1,2026-01,1,17.0,28828328.0,2,10
KH-00564,CỬA HÀNG XE ĐẠP SÁN LẠP,2026,1,2026-01,2,58.0,114370533.0,3,26
KH-00564,CỬA HÀNG XE ĐẠP SÁN LẠP,2026,2,2026-02,1,10.0,17994440.0,1,2
KH-00565,CÔNG TY CỔ PHẦN THƯƠNG MẠI KHẢI HOÀN,2026,1,2026-01,1,64.0,98196457.0,2,28
KH-00566,DOANH NGHIỆP TW PHÚ THỊNH,2026,1,2026-01,1,25.0,44172215.0,1,8
KH-00567,CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ,2026,1,2026-01,1,16.0,24564438.0,2,9
KH-00568,DOANH NGHIỆP TW NGỌC ANH,2026,1,2026-01,1,26.0,44781656.0,2,8
KH-00568,DOANH NGHIỆP TW NGỌC ANH,2026,2,2026-02,1,46.0,68603868.0,3,17
KH-00569,CÔNG TY TNHH VẠN LỢI,2026,1,2026-01,1,19.0,29326009.0,2,12
KH-00569,CÔNG TY TNHH VẠN LỢI,2026,2,2026-02,1,14.0,16196656.0,2,7
KH-00570,HỘ KINH DOANH TOÀN THẮNG,2026,1,2026-01,2,18.0,26052117.0,3,8
KH-00570,HỘ KINH DOANH TOÀN THẮNG,2026,2,2026-02,1,12.0,19833328.0,1,4
KH-00571,CỬA HÀNG XE ĐẠP THUỶ TIÊN,2026,1,2026-01,1,14.0,23174064.0,3,3
KH-00571,CỬA HÀNG XE ĐẠP THUỶ TIÊN,2026,2,2026-02,1,26.0,37596465.0,2,7
KH-00572,CÔNG TY CỔ PHẦN THƯƠNG MẠI VIỆT ANH,2026,1,2026-01,1,21.0,36044992.0,2,13
KH-00573,DOANH NGHIỆP TW THANH BÌNH,2026,1,2026-01,1,15.0,26717216.0,2,10
KH-00574,CỬA HÀNG XE ĐẠP LONG PHÚ,2026,1,2026-01,1,5.0,34270830.0,0,1
KH-00575,CÔNG TY CỔ PHẦN THƯƠNG MẠI NAM TIẾN,2026,1,2026-01,1,35.0,57141645.0,1,7
KH-00576,DOANH NGHIỆP TW THIÊN AN,2026,1,2026-01,1,16.0,21478325.0,2,6
KH-00577,CÔNG TY CỔ PHẦN THƯƠNG MẠI ĐẠI DƯƠNG,2026,1,2026-01,1,38.0,66969336.0,3,26
KH-00578,DOANH NGHIỆP TW NGỌC ANH,2026,1,2026-01,1,7.0,9833330.0,1,4
KH-00578,DOANH NGHIỆP TW NGỌC ANH,2026,2,2026-02,1,16.0,22569442.0,2,6
KH-00579,CÔNG TY TNHH THƯƠNG MẠI XÂY DỰNG,2026,1,2026-01,1,5.0,34270830.0,0,1
KH-00580,CÔNG TY CỔ PHẦN THƯƠNG MẠI LONG PHÚ,2026,1,2026-01,1,15.0,24779998.0,1,10
KH-00581,DOANH NGHIỆP TW SƠN HÀ,2026,1,2026-01,1,14.0,29371102.0,1,7
KH-00582,HỘ KINH DOANH LONG PHÚ,2026,1,2026-01,1,18.0,29156661.0,2,6
KH-00583,CÔNG TY TNHH THƯƠNG MẠI THANH BÌNH,2026,1,2026-01,1,11.0,16494903.0,2,9
KH-00584,CÔNG TY TNHH CHI THÀNH,2026,1,2026-01,1,39.0,65415539.0,3,33
KH-00584,CÔNG TY TNHH CHI THÀNH,2026,2,2026-02,3,86.0,122534403.0,3,17
KH-00585,CÔNG TY TNHH TÂY BẮC,2026,1,2026-01,1,30.0,44041190.0,2,10
KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,2026,1,2026-01,1,83.0,152828578.0,4,82
KH-00587,DOANH NGHIỆP TW AN PHÁT,2026,1,2026-01,1,10.0,17595552.0,1,4
KH-00588,CÔNG TY CỔ PHẦN TÂY BẮC,2026,1,2026-01,1,17.0,29433330.0,1,7
KH-00588,CÔNG TY CỔ PHẦN TÂY BẮC,2026,2,2026-02,1,16.0,23865548.0,1,7
KH-00589,DOANH NGHIỆP TW KHẢI HOÀN,2026,2,2026-02,1,7.0,16527777.0,1,1
KH-00590,CÔNG TY TNHH TOÀN THẮNG,2026,2,2026-02,1,1.0,2268519.0,1,1
KH-00591,CÔNG TY TNHH THƯƠNG MẠI KHẢI HOÀN,2026,2,2026-02,1,1.0,9157407.0,0,1
KH-00592,CỬA HÀNG XE ĐẠP SÁN LẠP,2026,2,2026-02,1,6.0,14944444.0,1,1
KH-00593,CÔNG TY CỔ PHẦN NGỌC ANH,2026,2,2026-02,2,2.0,5185186.0,1,1
KH-00594,DOANH NGHIỆP TW LONG PHÚ,2026,2,2026-02,2,141.0,171441583.0,3,24
KH-00595,CÔNG TY CỔ PHẦN THƯƠNG MẠI YÊN BÌNH,2026,2,2026-02,1,25.0,34527950.0,3,11
KH-00596,DOANH NGHIỆP TW THUỶ TIÊN,2026,2,2026-02,1,16.0,27434438.0,1,12
KH-00597,CÔNG TY TNHH THƯƠNG MẠI PHÚ THỊNH,2026,2,2026-02,1,36.0,54138131.0,3,22
KH-00598,DOANH NGHIỆP TW SƠN HÀ,2026,2,2026-02,1,20.0,31998692.0,3,12
KH-00599,CÔNG TY CỔ PHẦN XÂY DỰNG,2026,2,2026-02,1,15.0,24137774.0,1,7
KH-00600,CỬA HÀNG XE ĐẠP TOÀN THẮNG,2026,2,2026-02,1,15.0,24913880.0,1,6
KH-00601,HỘ KINH DOANH PHÚ THỊNH,2026,2,2026-02,1,12.0,18164071.0,2,9
KH-00602,CÔNG TY TNHH THƯƠNG MẠI THIÊN AN,2026,2,2026-02,1,22.0,33720915.0,3,17
KH-00603,CÔNG TY CỔ PHẦN QUANG VINH,2026,2,2026-02,1,25.0,40402775.0,1,2
KH-00604,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚC AN,2026,2,2026-02,1,15.0,25219441.0,1,12
KH-00605,CÔNG TY CỔ PHẦN VĨNH PHÁT,2026,2,2026-02,12,127.0,197154205.0,4,34
KH-00606,CỬA HÀNG XE ĐẠP BÌNH MINH,2026,2,2026-02,1,10.0,22931385.0,1,8
KH-00607,CÔNG TY TNHH TÚ ANH,2026,2,2026-02,3,46.0,69146654.0,2,15
KH-00608,CÔNG TY TNHH THƯƠNG MẠI TÚ ANH,2026,2,2026-02,2,39.0,70911654.0,2,20
KH-00609,DOANH NGHIỆP TW NGỌC ANH,2026,2,2026-02,2,35.0,47958781.0,3,16
KH-00610,DOANH NGHIỆP TW HÙNG CƯỜNG,2026,2,2026-02,1,15.0,24388144.0,2,11
KH-00611,CÔNG TY TNHH VIỆT ANH,2026,2,2026-02,1,16.0,26627771.0,1,10
KH-00612,DOANH NGHIỆP TW XÂY DỰNG,2026,2,2026-02,1,35.0,52107022.0,3,23
KH-00613,DOANH NGHIỆP TW HÙNG CƯỜNG,2026,2,2026-02,1,12.0,16197214.0,1,3
KH-00614,CỬA HÀNG XE ĐẠP NAM TIẾN,2026,2,2026-02,1,30.0,48134990.0,3,23
KH-00615,CÔNG TY CỔ PHẦN THƯƠNG MẠI QUANG VINH,2026,2,2026-02,1,25.0,45789063.0,3,19
KH-00616,CÔNG TY CỔ PHẦN TRÍ ĐỨC,2026,2,2026-02,1,1.0,2768519.0,1,1
KH-00617,CÔNG TY CỔ PHẦN ĐẠI LỢI,2026,2,2026-02,1,6.0,10000000.0,0,1
KH-00618,HỘ KINH DOANH ĐÔNG NAM,2026,2,2026-02,1,15.0,26313330.0,1,7
KH-00619,CỬA HÀNG XE ĐẠP VĨNH PHÁT,2026,2,2026-02,1,1.0,3231481.0,1,1
KH-00620,CỬA HÀNG XE ĐẠP ĐẠI DƯƠNG,2026,2,2026-02,1,2.0,19236110.0,0,2
KH-00621,CÔNG TY TNHH SƠN HÀ,2026,2,2026-02,1,40.0,59162297.0,2,15
KH-00622,CÔNG TY CỔ PHẦN XUÂN MAI,2026,2,2026-02,1,12.0,22282679.0,2,11
