so_number,order_date,fiscal_year,fiscal_month,fiscal_quarter,customer_code,customer_name,province_name,region,tong_dong,tong_sl,tong_tien,so_nhom_sp,so_sku
BH26.0472,2026-01-31,2026,1,1,KH-00584,CÔNG TY TNHH CHI THÀNH,Hà Nội,Miền Bắc,35,39.0,65415539.0,3,33
BH26.0478,2026-01-31,2026,1,1,KH-00586,CÔNG TY CỔ PHẦN THƯƠNG MẠI MINH PHƯƠNG,Phú Thọ,Miền Bắc,82,83.0,152828578.0,4,82
BH26.0474,2026-01-31,2026,1,1,KH-00134,DOANH NGHIỆP TW PHÚ THỊNH,Quảng Nam,Miền Trung,16,51.0,80300542.0,2,15
BH26.0475,2026-01-31,2026,1,1,KH-00134,DOANH NGHIỆP TW PHÚ THỊNH,Quảng Nam,Miền Trung,6,22.0,40376104.0,1,6
BH26.0476,2026-01-31,2026,1,1,KH-00558,CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ,Hà Nội,Miền Bắc,32,35.0,58834430.0,2,29
BH26.0477,2026-01-31,2026,1,1,KH-00585,CÔNG TY TNHH TÂY BẮC,Tuyên Quang,Miền Bắc,10,30.0,44041190.0,2,10
BH26.0479,2026-01-31,2026,1,1,KH-00502,CỬA HÀNG XE ĐẠP BÌNH MINH,Hà Nội,Miền Bắc,6,10.0,16434441.0,2,5
BH26.0480,2026-01-31,2026,1,1,KH-00587,DOANH NGHIỆP TW AN PHÁT,Hà Nội,Miền Bắc,5,10.0,17595552.0,1,4
BH26.0481,2026-01-31,2026,1,1,KH-00588,CÔNG TY CỔ PHẦN TÂY BẮC,Hà Nội,Miền Bắc,7,17.0,29433330.0,1,7
BH26.0464,2026-01-31,2026,1,1,KH-00580,CÔNG TY CỔ PHẦN THƯƠNG MẠI LONG PHÚ,Đà Nẵng,Miền Trung,10,15.0,24779998.0,1,10
BH26.0473,2026-01-31,2026,1,1,KH-00558,CÔNG TY CỔ PHẦN THƯƠNG MẠI SƠN HÀ,Hà Nội,Miền Bắc,1,1.0,2974444.0,0,1
BH26.0463,2026-01-31,2026,1,1,KH-00219,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,Ninh Bình,Miền Bắc,16,36.0,58062765.0,2,15
BH26.0456,2026-01-31,2026,1,1,KH-00435,DOANH NGHIỆP TW NGỌC ANH,Hà Nội,Miền Bắc,8,11.0,14898884.0,2,8
BH26.0461,2026-01-31,2026,1,1,KH-00453,CÔNG TY TNHH YÊN BÌNH,Ninh Bình,Miền Bắc,15,34.0,53611100.0,1,15
BH26.0443,2026-01-31,2026,1,1,KH-00157,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,Hà Nội,Miền Bắc,1,5.0,11342593.0,1,1
BH26.0444,2026-01-31,2026,1,1,KH-00091,CÔNG TY TNHH BÌNH MINH,Hà Nội,Miền Bắc,33,128.0,157190000.0,4,33
BH26.0445,2026-01-31,2026,1,1,KH-00353,CỬA HÀNG XE ĐẠP THANH BÌNH,Hà Nội,Miền Bắc,1,1.0,2490741.0,1,1
BH26.0446,2026-01-31,2026,1,1,KH-00571,CỬA HÀNG XE ĐẠP THUỶ TIÊN,Tuyên Quang,Miền Bắc,3,14.0,23174064.0,3,3
BH26.0447,2026-01-31,2026,1,1,KH-00572,CÔNG TY CỔ PHẦN THƯƠNG MẠI VIỆT ANH,Quảng Ninh,Miền Bắc,13,21.0,36044992.0,2,13
BH26.0448,2026-01-31,2026,1,1,KH-00573,DOANH NGHIỆP TW THANH BÌNH,Quảng Ninh,Miền Bắc,11,15.0,26717216.0,2,10
BH26.0449,2026-01-31,2026,1,1,KH-00574,CỬA HÀNG XE ĐẠP LONG PHÚ,Quảng Ninh,Miền Bắc,1,5.0,34270830.0,0,1
BH26.0450,2026-01-31,2026,1,1,KH-00575,CÔNG TY CỔ PHẦN THƯƠNG MẠI NAM TIẾN,Quảng Ninh,Miền Bắc,7,35.0,57141645.0,1,7
BH26.0451,2026-01-31,2026,1,1,KH-00576,DOANH NGHIỆP TW THIÊN AN,Quảng Ninh,Miền Bắc,8,16.0,21478325.0,2,6
BH26.0452,2026-01-31,2026,1,1,KH-00564,CỬA HÀNG XE ĐẠP SÁN LẠP,Thái Bình,Miền Bắc,16,26.0,49432211.0,3,16
BH26.0453,2026-01-31,2026,1,1,KH-00577,CÔNG TY CỔ PHẦN THƯƠNG MẠI ĐẠI DƯƠNG,Hưng Yên,Miền Bắc,26,38.0,66969336.0,3,26
BH26.0454,2026-01-31,2026,1,1,KH-00497,CÔNG TY TNHH THƯƠNG MẠI QUANG VINH,Hưng Yên,Miền Bắc,6,20.0,28322214.0,2,6
BH26.0455,2026-01-31,2026,1,1,KH-00338,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,Hà Nội,Miền Bắc,26,33.0,53630913.0,3,23
BH26.0457,2026-01-31,2026,1,1,KH-00578,DOANH NGHIỆP TW NGỌC ANH,Hà Nội,Miền Bắc,5,7.0,9833330.0,1,4
BH26.0458,2026-01-31,2026,1,1,KH-00513,CÔNG TY CỔ PHẦN THƯƠNG MẠI ĐÔNG NAM,Hà Nội,Miền Bắc,7,15.0,20862769.0,2,7
BH26.0459,2026-01-31,2026,1,1,KH-00553,CÔNG TY CỔ PHẦN SƠN HÀ,Hà Nội,Miền Bắc,9,19.0,34117216.0,2,9
BH26.0460,2026-01-31,2026,1,1,KH-00579,CÔNG TY TNHH THƯƠNG MẠI XÂY DỰNG,Quảng Ninh,Miền Bắc,1,5.0,34270830.0,0,1
BH26.0462,2026-01-31,2026,1,1,KH-00169,CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT,Ninh Bình,Miền Bắc,13,54.0,93409978.0,1,13
BH26.0483,2026-02-01,2026,2,1,KH-00157,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,Hà Nội,Miền Bắc,1,1.0,1935185.0,0,1
BH26.0485,2026-02-02,2026,2,1,KH-00590,CÔNG TY TNHH TOÀN THẮNG,Thanh Hóa,Miền Trung,1,1.0,2268519.0,1,1
BH26.0484,2026-02-02,2026,2,1,KH-00589,DOANH NGHIỆP TW KHẢI HOÀN,Hà Nội,Miền Bắc,1,7.0,16527777.0,1,1
BH26.0486,2026-02-03,2026,2,1,KH-00157,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,Hà Nội,Miền Bắc,1,1.0,4157407.0,1,1
BH26.0487,2026-02-03,2026,2,1,KH-00591,CÔNG TY TNHH THƯƠNG MẠI KHẢI HOÀN,Hà Nội,Miền Bắc,1,1.0,9157407.0,0,1
BH26.0488,2026-02-03,2026,2,1,KH-00592,CỬA HÀNG XE ĐẠP SÁN LẠP,TP Đà Nẵng,Miền Bắc,1,6.0,14944444.0,1,1
BH26.0489,2026-02-03,2026,2,1,KH-00361,CÔNG TY CỔ PHẦN THƯƠNG MẠI TÂY BẮC,Hà Nội,Miền Bắc,1,1.0,3518519.0,0,1
BH26.0508,2026-02-04,2026,2,1,KH-00415,DOANH NGHIỆP TW KHẢI HOÀN,Thanh Hóa,Miền Trung,31,103.0,165334944.0,3,30
BH26.0509,2026-02-04,2026,2,1,KH-00492,HỘ KINH DOANH ĐÔNG NAM,Thanh Hóa,Miền Trung,20,35.0,51509990.0,2,18
BH26.0510,2026-02-04,2026,2,1,KH-00489,CÔNG TY CỔ PHẦN ĐÔNG NAM,Phủ Lý,Miền Bắc,10,16.0,27489438.0,1,10
BH26.0511,2026-02-04,2026,2,1,KH-00381,DOANH NGHIỆP TW TÚ ANH,Ninh Bình,Miền Bắc,13,15.0,20562770.0,3,13
BH26.0512,2026-02-04,2026,2,1,KH-00599,CÔNG TY CỔ PHẦN XÂY DỰNG,Ninh Bình,Miền Bắc,7,15.0,24137774.0,1,7
BH26.0513,2026-02-04,2026,2,1,KH-00380,DOANH NGHIỆP TW HÙNG CƯỜNG,Ninh Bình,Miền Bắc,17,30.0,36672390.0,3,16
BH26.0514,2026-02-04,2026,2,1,KH-00600,CỬA HÀNG XE ĐẠP TOÀN THẮNG,Hưng Yên,Miền Bắc,6,15.0,24913880.0,1,6
BH26.0515,2026-02-04,2026,2,1,KH-00601,HỘ KINH DOANH PHÚ THỊNH,Hà Nội,Miền Bắc,9,12.0,18164071.0,2,9
BH26.0518,2026-02-04,2026,2,1,KH-00602,CÔNG TY TNHH THƯƠNG MẠI THIÊN AN,Hà Nội,Miền Bắc,17,22.0,33720915.0,3,17
BH26.0517,2026-02-04,2026,2,1,KH-00419,DOANH NGHIỆP TW ĐẠI DƯƠNG,Hà Nội,Miền Bắc,14,30.0,48703319.0,3,14
BH26.0519,2026-02-04,2026,2,1,KH-00447,CÔNG TY TNHH THƯƠNG MẠI KHẢI HOÀN,Hà Nội,Miền Bắc,12,20.0,31778325.0,3,12
BH26.0520,2026-02-04,2026,2,1,KH-00603,CÔNG TY CỔ PHẦN QUANG VINH,Đà Nẵng,Miền Trung,2,25.0,40402775.0,1,2
BH26.0521,2026-02-04,2026,2,1,KH-00604,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚC AN,Đà Nẵng,Miền Trung,13,15.0,25219441.0,1,12
BH26.0522,2026-02-04,2026,2,1,KH-00570,HỘ KINH DOANH TOÀN THẮNG,Hải Phòng,Miền Bắc,4,12.0,19833328.0,1,4
BH26.0523,2026-02-04,2026,2,1,KH-00426,CÔNG TY CỔ PHẦN THƯƠNG MẠI THIÊN AN,Thái Nguyên,Miền Bắc,16,50.0,88254980.0,2,16
BH26.0516,2026-02-04,2026,2,1,KH-00562,CÔNG TY CỔ PHẦN THƯƠNG MẠI NAM TIẾN,Hà Nội,Miền Bắc,6,20.0,32629620.0,1,6
BH26.0507,2026-02-04,2026,2,1,KH-00598,DOANH NGHIỆP TW SƠN HÀ,Hải Phòng,Miền Bắc,13,20.0,31998692.0,3,12
BH26.0502,2026-02-04,2026,2,1,KH-00551,CÔNG TY CỔ PHẦN THƯƠNG MẠI SÁN LẠP,Phú Thọ,Miền Bắc,20,46.0,86966648.0,2,20
BH26.0505,2026-02-04,2026,2,1,KH-00597,CÔNG TY TNHH THƯƠNG MẠI PHÚ THỊNH,TP Hải Phòng,Miền Bắc,22,36.0,54138131.0,3,22
BH26.0506,2026-02-04,2026,2,1,KH-00384,CỬA HÀNG XE ĐẠP PHÚC AN,TP Hải Phòng,Miền Bắc,9,15.0,24718326.0,1,9
BH26.0490,2026-02-04,2026,2,1,KH-00157,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,Hà Nội,Miền Bắc,1,1.0,1935185.0,0,1
BH26.0491,2026-02-04,2026,2,1,KH-00157,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,Hà Nội,Miền Bắc,2,2.0,8481482.0,0,2
BH26.0492,2026-02-04,2026,2,1,KH-00168,DOANH NGHIỆP TW ĐẠI LỢI,Hà Nội,Miền Bắc,26,54.0,83676273.0,4,24
BH26.0493,2026-02-04,2026,2,1,KH-00593,CÔNG TY CỔ PHẦN NGỌC ANH,Hà Nội,Miền Bắc,1,1.0,2592593.0,1,1
BH26.0495,2026-02-04,2026,2,1,KH-00157,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,Hà Nội,Miền Bắc,4,26.0,80999999.0,0,4
BH26.0496,2026-02-04,2026,2,1,KH-00594,DOANH NGHIỆP TW LONG PHÚ,Nghệ An,Miền Trung,26,128.0,159354372.0,3,23
BH26.0494,2026-02-04,2026,2,1,KH-00147,CÔNG TY TNHH PHÚ THỊNH,Hà Nội,Miền Bắc,11,31.0,49097218.0,1,11
BH26.0498,2026-02-04,2026,2,1,KH-00027,HỘ KINH DOANH ĐẠI DƯƠNG,Hà Nội,Miền Bắc,14,29.0,46031470.0,3,14
BH26.0499,2026-02-04,2026,2,1,KH-00091,CÔNG TY TNHH BÌNH MINH,Hà Nội,Miền Bắc,55,327.0,395720000.0,4,55
BH26.0500,2026-02-04,2026,2,1,KH-00595,CÔNG TY CỔ PHẦN THƯƠNG MẠI YÊN BÌNH,Tuyên Quang,Miền Bắc,11,25.0,34527950.0,3,11
BH26.0501,2026-02-04,2026,2,1,KH-00506,CÔNG TY TNHH THANH BÌNH,Hà Nội,Miền Bắc,6,11.0,16663884.0,2,6
BH26.0503,2026-02-04,2026,2,1,KH-00385,CÔNG TY CỔ PHẦN THƯƠNG MẠI THIÊN AN,Hải Dương,Miền Bắc,5,35.0,53508320.0,3,5
BH26.0504,2026-02-04,2026,2,1,KH-00596,DOANH NGHIỆP TW THUỶ TIÊN,TP Hải Phòng,Miền Bắc,12,16.0,27434438.0,1,12
BH26.0497,2026-02-04,2026,2,1,KH-00594,DOANH NGHIỆP TW LONG PHÚ,Nghệ An,Miền Trung,3,13.0,12087211.0,1,3
BH26.0548,2026-02-05,2026,2,1,KH-00476,CÔNG TY CỔ PHẦN THƯƠNG MẠI MẶT TRỜI,Hưng Yên,Miền Bắc,11,25.0,35892770.0,2,9
BH26.0543,2026-02-05,2026,2,1,KH-00608,CÔNG TY TNHH THƯƠNG MẠI TÚ ANH,Quảng Trị,Miền Trung,2,4.0,6342222.0,1,2
BH26.0544,2026-02-05,2026,2,1,KH-00355,DOANH NGHIỆP TW PHÚC AN,Thanh Hóa,Miền Trung,4,13.0,19481665.0,2,4
BH26.0545,2026-02-05,2026,2,1,KH-00438,CỬA HÀNG XE ĐẠP ĐẠI LỢI,Hưng Yên,Miền Bắc,1,10.0,15305550.0,1,1
BH26.0546,2026-02-05,2026,2,1,KH-00519,CÔNG TY CỔ PHẦN XUÂN MAI,Hưng Yên,Miền Bắc,13,35.0,55940548.0,1,13
BH26.0547,2026-02-05,2026,2,1,KH-00609,DOANH NGHIỆP TW NGỌC ANH,Hưng Yên,Miền Bắc,4,10.0,15488885.0,2,4
BH26.0549,2026-02-05,2026,2,1,KH-00475,CỬA HÀNG XE ĐẠP THIÊN AN,Hưng Yên,Miền Bắc,18,35.0,54253693.0,3,17
BH26.0558,2026-02-05,2026,2,1,KH-00091,CÔNG TY TNHH BÌNH MINH,Hà Nội,Miền Bắc,21,40.0,53750000.0,4,21
BH26.0551,2026-02-05,2026,2,1,KH-00564,CỬA HÀNG XE ĐẠP SÁN LẠP,Thái Bình,Miền Bắc,2,10.0,17994440.0,1,2
BH26.0552,2026-02-05,2026,2,1,KH-00610,DOANH NGHIỆP TW HÙNG CƯỜNG,Hưng Yên,Miền Bắc,11,15.0,24388144.0,2,11
BH26.0553,2026-02-05,2026,2,1,KH-00611,CÔNG TY TNHH VIỆT ANH,Thái Bình,Miền Bắc,10,16.0,26627771.0,1,10
BH26.0554,2026-02-05,2026,2,1,KH-00612,DOANH NGHIỆP TW XÂY DỰNG,TP Hải Phòng,Miền Bắc,25,35.0,52107022.0,3,23
BH26.0555,2026-02-05,2026,2,1,KH-00613,DOANH NGHIỆP TW HÙNG CƯỜNG,Quảng Ninh,Miền Bắc,3,12.0,16197214.0,1,3
BH26.0557,2026-02-05,2026,2,1,KH-00615,CÔNG TY CỔ PHẦN THƯƠNG MẠI QUANG VINH,Hải Phòng,Miền Bắc,19,25.0,45789063.0,3,19
BH26.0542,2026-02-05,2026,2,1,KH-00608,CÔNG TY TNHH THƯƠNG MẠI TÚ ANH,Quảng Trị,Miền Trung,18,35.0,64569432.0,2,18
BH26.0550,2026-02-05,2026,2,1,KH-00217,DOANH NGHIỆP TW ĐẠI DƯƠNG,Thái Bình,Miền Bắc,9,30.0,45794435.0,1,8
BH26.0541,2026-02-05,2026,2,1,KH-00088,CỬA HÀNG XE ĐẠP SÁN LẠP,Nghệ An,Miền Trung,6,46.0,71896645.0,1,6
BH26.0556,2026-02-05,2026,2,1,KH-00614,CỬA HÀNG XE ĐẠP NAM TIẾN,Quảng Ninh,Miền Bắc,23,30.0,48134990.0,3,23
BH26.0539,2026-02-05,2026,2,1,KH-00607,CÔNG TY TNHH TÚ ANH,Nghệ An,Miền Trung,7,22.0,34381109.0,1,7
BH26.0524,2026-02-05,2026,2,1,KH-00605,CÔNG TY CỔ PHẦN VĨNH PHÁT,TP Hải Phòng,Miền Bắc,2,2.0,4344444.0,0,2
BH26.0525,2026-02-05,2026,2,1,KH-00605,CÔNG TY CỔ PHẦN VĨNH PHÁT,TP Hải Phòng,Miền Bắc,2,2.0,4344444.0,0,2
BH26.0526,2026-02-05,2026,2,1,KH-00605,CÔNG TY CỔ PHẦN VĨNH PHÁT,TP Hải Phòng,Miền Bắc,3,4.0,6232220.0,1,3
BH26.0527,2026-02-05,2026,2,1,KH-00605,CÔNG TY CỔ PHẦN VĨNH PHÁT,TP Hải Phòng,Miền Bắc,1,2.0,4210000.0,1,1
BH26.0528,2026-02-05,2026,2,1,KH-00605,CÔNG TY CỔ PHẦN VĨNH PHÁT,TP Hải Phòng,Miền Bắc,10,19.0,28866565.0,2,10
BH26.0529,2026-02-05,2026,2,1,KH-00531,CÔNG TY TNHH THƯƠNG MẠI VẠN LỢI,Hà Nội,Miền Bắc,6,10.0,18079996.0,3,6
BH26.0530,2026-02-05,2026,2,1,KH-00481,CÔNG TY CỔ PHẦN HOÀ BÌNH,Hà Nội,Miền Bắc,15,23.0,39058879.0,2,15
BH26.0540,2026-02-05,2026,2,1,KH-00288,CÔNG TY TNHH THƯƠNG MẠI TOÀN THẮNG,Nghệ An,Miền Trung,6,16.0,33679990.0,1,6
BH26.0532,2026-02-05,2026,2,1,KH-00397,CÔNG TY CỔ PHẦN THUỶ TIÊN,Lào Cai,Miền Bắc,17,22.0,29517766.0,3,15
BH26.0533,2026-02-05,2026,2,1,KH-00397,CÔNG TY CỔ PHẦN THUỶ TIÊN,Lào Cai,Miền Bắc,3,12.0,11021101.0,1,3
BH26.0534,2026-02-05,2026,2,1,KH-00338,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,Hà Nội,Miền Bắc,1,1.0,882777.0,1,1
BH26.0535,2026-02-05,2026,2,1,KH-00606,CỬA HÀNG XE ĐẠP BÌNH MINH,Bắc Ninh,Miền Bắc,9,10.0,22931385.0,1,8
BH26.0536,2026-02-05,2026,2,1,KH-00408,CÔNG TY CỔ PHẦN MINH PHƯƠNG,Thanh Hóa,Miền Trung,6,10.0,21306664.0,1,6
BH26.0531,2026-02-05,2026,2,1,KH-00440,CÔNG TY TNHH THƯƠNG MẠI ĐÔNG NAM,Hà Nội,Miền Bắc,10,11.0,19854904.0,2,10
BH26.0537,2026-02-05,2026,2,1,KH-00425,CỬA HÀNG XE ĐẠP MINH PHƯƠNG,Thanh Hóa,Miền Trung,9,23.0,42792765.0,1,9
BH26.0538,2026-02-05,2026,2,1,KH-00357,CÔNG TY TNHH THƯƠNG MẠI THANH BÌNH,Sầm Sơn,Miền Bắc,15,33.0,46386830.0,1,15
BH26.0567,2026-02-06,2026,2,1,KH-00091,CÔNG TY TNHH BÌNH MINH,Hà Nội,Miền Bắc,1,2.0,2300000.0,1,1
BH26.0566,2026-02-06,2026,2,1,KH-00359,CÔNG TY CỔ PHẦN VẠN LỢI,Hà Nội,Miền Bắc,24,35.0,48092021.0,3,24
BH26.0565,2026-02-06,2026,2,1,KH-00338,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,Hà Nội,Miền Bắc,20,31.0,47686281.0,2,13
BH26.0564,2026-02-06,2026,2,1,KH-00219,CÔNG TY CỔ PHẦN THƯƠNG MẠI PHÚ THỊNH,Ninh Bình,Miền Bắc,7,22.0,35982213.0,2,7
BH26.0563,2026-02-06,2026,2,1,KH-00461,CÔNG TY TNHH THUỶ TIÊN,Hải Dương,Miền Bắc,2,30.0,68055555.0,1,2
BH26.0562,2026-02-06,2026,2,1,KH-00617,CÔNG TY CỔ PHẦN ĐẠI LỢI,Hà Nội,Miền Bắc,1,6.0,10000000.0,0,1
BH26.0561,2026-02-06,2026,2,1,KH-00408,CÔNG TY CỔ PHẦN MINH PHƯƠNG,Thanh Hóa,Miền Trung,7,36.0,68715361.0,3,7
BH26.0560,2026-02-06,2026,2,1,KH-00023,CÔNG TY TNHH THANH BÌNH,Hà Nội,Miền Bắc,1,130.0,198009258.0,1,1
BH26.0559,2026-02-06,2026,2,1,KH-00616,CÔNG TY CỔ PHẦN TRÍ ĐỨC,Hà Nội,Miền Bắc,1,1.0,2768519.0,1,1
BH26.0587,2026-02-07,2026,2,1,KH-00404,HỘ KINH DOANH PHÚ THỊNH,Thanh Hóa,Miền Trung,7,26.0,43705544.0,2,6
BH26.0585,2026-02-07,2026,2,1,KH-00342,HỘ KINH DOANH VĨNH PHÁT,Hà Nội,Miền Bắc,11,33.0,57340546.0,1,11
BH26.0582,2026-02-07,2026,2,1,KH-00342,HỘ KINH DOANH VĨNH PHÁT,Hà Nội,Miền Bắc,16,39.0,60492206.0,2,12
BH26.0581,2026-02-07,2026,2,1,KH-00607,CÔNG TY TNHH TÚ ANH,Nghệ An,Miền Trung,1,1.0,1555000.0,1,1
BH26.0579,2026-02-07,2026,2,1,KH-00622,CÔNG TY CỔ PHẦN XUÂN MAI,Lào Cai,Miền Bắc,11,12.0,22282679.0,2,11
BH26.0588,2026-02-07,2026,2,1,KH-00501,CÔNG TY CỔ PHẦN VĨNH PHÁT,Thanh Hóa,Miền Trung,5,8.0,11407217.0,1,5
BH26.0578,2026-02-07,2026,2,1,KH-00621,CÔNG TY TNHH SƠN HÀ,Hưng Yên,Miền Bắc,15,40.0,59162297.0,2,15
BH26.0577,2026-02-07,2026,2,1,KH-00217,DOANH NGHIỆP TW ĐẠI DƯƠNG,Thái Bình,Miền Bắc,6,21.0,31640546.0,1,6
BH26.0573,2026-02-07,2026,2,1,KH-00553,CÔNG TY CỔ PHẦN SƠN HÀ,Hà Nội,Miền Bắc,11,24.0,36024434.0,3,10
BH26.0575,2026-02-07,2026,2,1,KH-00620,CỬA HÀNG XE ĐẠP ĐẠI DƯƠNG,Hà Tĩnh,Miền Trung,2,2.0,19236110.0,0,2
BH26.0576,2026-02-07,2026,2,1,KH-00338,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,Hà Nội,Miền Bắc,7,14.0,21855274.0,2,7
BH26.0569,2026-02-07,2026,2,1,KH-00010,CỬA HÀNG XE ĐẠP QUANG VINH,Thái Nguyên,Miền Bắc,15,62.0,81211454.0,2,15
BH26.0570,2026-02-07,2026,2,1,KH-00618,HỘ KINH DOANH ĐÔNG NAM,Nghệ An,Miền Trung,7,15.0,26313330.0,1,7
BH26.0568,2026-02-07,2026,2,1,KH-00023,CÔNG TY TNHH THANH BÌNH,Hà Nội,Miền Bắc,2,20.0,32638888.0,1,2
BH26.0572,2026-02-07,2026,2,1,KH-00619,CỬA HÀNG XE ĐẠP VĨNH PHÁT,TP Đà Nẵng,Miền Bắc,1,1.0,3231481.0,1,1
BH26.0574,2026-02-07,2026,2,1,KH-00217,DOANH NGHIỆP TW ĐẠI DƯƠNG,Thái Bình,Miền Bắc,7,23.0,37879437.0,2,5
BH26.0571,2026-02-07,2026,2,1,KH-00402,CÔNG TY CỔ PHẦN ĐẠI LỢI,Hà Nội,Miền Bắc,16,113.0,121858724.0,3,16
BH26.0602,2026-02-09,2026,2,1,KH-00019,CÔNG TY CỔ PHẦN THƯƠNG MẠI LÊ ANH,TP. Hồ Chí Minh,Miền Nam,8,30.0,49337037.0,4,8
BH26.0618,2026-02-09,2026,2,1,KH-00091,CÔNG TY TNHH BÌNH MINH,Hà Nội,Miền Bắc,37,94.0,109880000.0,4,37
BH26.0617,2026-02-09,2026,2,1,KH-00372,CÔNG TY CỔ PHẦN THƯƠNG MẠI MẶT TRỜI,Thanh Hóa,Miền Trung,11,95.0,149203855.0,1,11
BH26.0614,2026-02-09,2026,2,1,KH-00371,CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ,Bắc Ninh,Miền Bắc,6,13.0,20252774.0,1,6
BH26.0612,2026-02-09,2026,2,1,KH-00423,DOANH NGHIỆP TW THIÊN AN,Bắc Giang,Miền Bắc,6,40.0,68781463.0,2,6
BH26.0611,2026-02-09,2026,2,1,KH-00395,HỘ KINH DOANH TÂY BẮC,Bắc Ninh,Miền Bắc,7,14.0,17259990.0,2,7
BH26.0606,2026-02-09,2026,2,1,KH-00181,CÔNG TY TNHH LONG PHÚ,Thừa Thiên Huế,Miền Trung,11,39.0,102683313.0,0,11
BH26.0605,2026-02-09,2026,2,1,KH-00009,CỬA HÀNG XE ĐẠP THIÊN AN,Hà Nội,Miền Bắc,1,20.0,44444444.0,1,1
BH26.0604,2026-02-09,2026,2,1,KH-00593,CÔNG TY CỔ PHẦN NGỌC ANH,Hà Nội,Miền Bắc,1,1.0,2592593.0,1,1
BH26.0603,2026-02-09,2026,2,1,KH-00019,CÔNG TY CỔ PHẦN THƯƠNG MẠI LÊ ANH,TP. Hồ Chí Minh,Miền Nam,10,44.0,76472407.0,4,10
BH26.0616,2026-02-09,2026,2,1,KH-00452,CÔNG TY CỔ PHẦN THƯƠNG MẠI BÌNH MINH,Thanh Hóa,Miền Trung,1,20.0,30611100.0,1,1
BH26.0600,2026-02-09,2026,2,1,KH-00006,CÔNG TY TNHH CHI THÀNH,TP. Hồ Chí Minh,Miền Nam,7,10.0,20205368.0,2,7
BH26.0599,2026-02-09,2026,2,1,KH-00006,CÔNG TY TNHH CHI THÀNH,TP. Hồ Chí Minh,Miền Nam,4,5.0,8676759.0,2,4
BH26.0598,2026-02-09,2026,2,1,KH-00006,CÔNG TY TNHH CHI THÀNH,TP. Hồ Chí Minh,Miền Nam,3,3.0,4976481.0,2,3
BH26.0597,2026-02-09,2026,2,1,KH-00006,CÔNG TY TNHH CHI THÀNH,TP. Hồ Chí Minh,Miền Nam,2,3.0,4684167.0,1,2
BH26.0596,2026-02-09,2026,2,1,KH-00006,CÔNG TY TNHH CHI THÀNH,TP. Hồ Chí Minh,Miền Nam,5,7.0,10929723.0,1,5
BH26.0595,2026-02-09,2026,2,1,KH-00006,CÔNG TY TNHH CHI THÀNH,TP. Hồ Chí Minh,Miền Nam,5,5.0,8092130.0,2,5
BH26.0594,2026-02-09,2026,2,1,KH-00006,CÔNG TY TNHH CHI THÀNH,TP. Hồ Chí Minh,Miền Nam,7,13.0,25288794.0,2,7
BH26.0593,2026-02-09,2026,2,1,KH-00006,CÔNG TY TNHH CHI THÀNH,TP. Hồ Chí Minh,Miền Nam,9,17.0,32496848.0,1,9
BH26.0592,2026-02-09,2026,2,1,KH-00006,CÔNG TY TNHH CHI THÀNH,TP. Hồ Chí Minh,Miền Nam,1,1.0,1418796.0,1,1
BH26.0591,2026-02-09,2026,2,1,KH-00006,CÔNG TY TNHH CHI THÀNH,TP. Hồ Chí Minh,Miền Nam,4,6.0,9945832.0,2,4
BH26.0590,2026-02-09,2026,2,1,KH-00006,CÔNG TY TNHH CHI THÀNH,TP. Hồ Chí Minh,Miền Nam,3,6.0,10509074.0,2,3
BH26.0601,2026-02-09,2026,2,1,KH-00420,CÔNG TY CỔ PHẦN QUANG VINH,Đà Nẵng,Miền Trung,10,23.0,36624618.0,3,10
BH26.0635,2026-02-10,2026,2,1,KH-00338,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,Hà Nội,Miền Bắc,9,52.0,56424781.0,1,9
BH26.0636,2026-02-10,2026,2,1,KH-00434,HỘ KINH DOANH TRƯỜNG THỊNH,Hà Nội,Miền Bắc,11,15.0,20544251.0,3,11
BH26.0639,2026-02-10,2026,2,1,KH-00436,CÔNG TY TNHH XÂY DỰNG,Hưng Yên,Miền Bắc,7,16.0,23712491.0,2,6
BH26.0645,2026-02-10,2026,2,1,KH-00076,CỬA HÀNG XE ĐẠP ĐẠI LỢI,Bắc Giang,Miền Bắc,30,189.0,270117118.0,2,23
BH26.0641,2026-02-10,2026,2,1,KH-00366,HỘ KINH DOANH THIÊN AN,Nghệ An,Miền Trung,20,143.0,225805050.0,2,20
