"customer_code","customer_name","province_name","region","cohort_month","first_order_date","last_order_q1_2025","recency_days","n_orders_q1_2025","revenue_q1_2025","avg_order_value","n_product_groups","trend_slope","groups_bought","n_orders_q1_2026","revenue_q1_2026","churn_label","rfm_r","rfm_f","rfm_m","rfm_segment","churn_prob","churn_split","churn_priority","roc_auc_test"
"KH-00255","CÔNG TY TNHH PHÚ THỊNH","Hải Dương","Miền Bắc","2025-03","2025-03-24","2025-03-27",4,2,58060000,29030000.0,4,0.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_S",0,0,1,4,4,4,"Khách hàng tiêu biểu",0.8804,"test","Cao",0.7754
"KH-00256","CÔNG TY TNHH XUÂN MAI","Hà Nội","Miền Bắc","2025-03","2025-03-24","2025-03-31",0,6,151660000,25276667.0,5,0.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A|SPORTBIKE_S",0,0,1,5,5,5,"Khách hàng tiêu biểu",0.6576,"train","Cao",0.7754
"KH-00257","HỘ KINH DOANH PHÚC AN","Hà Nội","Miền Bắc","2025-03","2025-03-24","2025-03-28",3,2,39541481,19770740.0,3,0.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2",0,0,1,4,4,3,"Khách hàng trung thành",0.8813,"test","Cao",0.7754
"KH-00258","CỬA HÀNG XE ĐẠP HOÀ BÌNH","Hà Nội","Miền Bắc","2025-03","2025-03-24","2025-03-28",3,2,39361481,19680740.0,3,0.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2",0,0,1,4,4,3,"Khách hàng trung thành",0.8814,"train","Cao",0.7754
"KH-00259","DOANH NGHIỆP TW MINH PHƯƠNG","Hà Nội","Miền Bắc","2025-03","2025-03-24","2025-03-24",7,1,35050000,35050000.0,4,0.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A",0,0,1,3,2,3,"Cần theo dõi",0.9057,"train","Cao",0.7754
"KH-00260","CỬA HÀNG XE ĐẠP XUÂN MAI","Hà Nội","Miền Bắc","2025-03","2025-03-24","2025-03-24",7,2,66020000,33010000.0,3,0.0,"CITYBIKE_P|KIDBIKE_1|SPORTBIKE_A",0,0,1,3,4,4,"Cần theo dõi",0.8649,"train","Cao",0.7754
"KH-00261","CÔNG TY TNHH THƯƠNG MẠI VẠN LỢI","Hà Nội","Miền Bắc","2025-03","2025-03-24","2025-03-24",7,1,49160000,49160000.0,2,0.0,"CITYBIKE_P|KIDBIKE_1",0,0,1,3,2,3,"Cần theo dõi",0.8685,"train","Cao",0.7754
"KH-00262","CÔNG TY TNHH VIỆT ANH","Hà Nội","Miền Bắc","2025-03","2025-03-24","2025-03-27",4,2,64270000,32135000.0,1,0.0,"CITYBIKE_P",0,0,1,4,4,4,"Khách hàng tiêu biểu",0.8448,"test","Cao",0.7754
"KH-00263","DOANH NGHIỆP TW TRƯỜNG THỊNH","Thanh Hoá","Miền Trung","2025-03","2025-03-24","2025-03-24",7,1,35790000,35790000.0,2,0.0,"CITYBIKE_P|SPORTBIKE_S",0,0,1,3,2,3,"Cần theo dõi",0.8882,"train","Cao",0.7754
"KH-00264","DOANH NGHIỆP TW NGỌC ANH","Thanh Hoá","Miền Trung","2025-03","2025-03-24","2025-03-25",6,3,131871676,43957225.0,4,0.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_S",0,0,1,3,5,5,"Cần theo dõi",0.8222,"test","Cao",0.7754
"KH-00265","CÔNG TY TNHH THƯƠNG MẠI PHÚC AN","phố số 6 - Thị trấn Diêm Điền - Huyện Thái Thụy - Thái Bình.","Miền Bắc","2025-03","2025-03-24","2025-03-25",6,2,115376430,57688215.0,4,0.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A",0,0,1,3,4,5,"Cần theo dõi",0.8449,"test","Cao",0.7754
"KH-00266","CỬA HÀNG XE ĐẠP TÂN TIẾN","Nam Định","Miền Bắc","2025-03","2025-03-24","2025-03-24",7,1,83590000,83590000.0,2,0.0,"CITYBIKE_P|KIDBIKE_1",0,0,1,3,2,4,"Cần theo dõi",0.8042,"test","Cao",0.7754
"KH-00267","CÔNG TY CỔ PHẦN HÙNG CƯỜNG","Nam Định","Miền Bắc","2025-03","2025-03-24","2025-03-25",6,2,85460000,42730000.0,2,0.0,"CITYBIKE_P|SPORTBIKE_A",0,0,1,3,4,4,"Cần theo dõi",0.8415,"test","Cao",0.7754
"KH-00268","CÔNG TY CỔ PHẦN THƯƠNG MẠI TRƯỜNG THỊNH","Hà Nội","Miền Bắc","2025-03","2025-03-25","2025-03-25",6,1,58140000,58140000.0,2,0.0,"CITYBIKE_P|KIDBIKE_1",0,0,1,3,2,4,"Cần theo dõi",0.854,"train","Cao",0.7754
"KH-00269","HỘ KINH DOANH AN PHÁT","Phú Thọ","Miền Bắc","2025-03","2025-03-25","2025-03-25",6,1,52678500,52678500.0,4,0.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_A",0,0,1,3,2,3,"Cần theo dõi",0.8831,"train","Cao",0.7754
"KH-00270","DOANH NGHIỆP TW TÚ ANH","Phú Thọ","Miền Bắc","2025-03","2025-03-25","2025-03-25",6,1,57290000,57290000.0,2,0.0,"CITYBIKE_P|KIDBIKE_1",0,0,1,3,2,4,"Cần theo dõi",0.8555,"train","Cao",0.7754
"KH-00271","CÔNG TY CỔ PHẦN THƯƠNG MẠI HÙNG CƯỜNG","Hà Nội","Miền Bắc","2025-03","2025-03-25","2025-03-25",6,1,20030000,20030000.0,3,0.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2",0,0,1,3,2,2,"Cần theo dõi",0.9155,"train","Cao",0.7754
"KH-00272","CÔNG TY TNHH THƯƠNG MẠI VĨNH PHÁT","Vĩnh Phúc","Miền Bắc","2025-03","2025-03-25","2025-03-31",0,2,43920000,21960000.0,2,0.0,"CITYBIKE_P|KIDBIKE_1",0,0,1,5,4,3,"Khách hàng trung thành",0.8699,"train","Cao",0.7754
"KH-00273","CÔNG TY TNHH THƯƠNG MẠI PHÚ THỊNH","Vĩnh Phúc","Miền Bắc","2025-03","2025-03-25","2025-03-25",6,1,44730000,44730000.0,3,0.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2",0,0,1,3,2,3,"Cần theo dõi",0.8851,"train","Cao",0.7754
"KH-00274","CÔNG TY CỔ PHẦN THƯƠNG MẠI YÊN BÌNH","Vĩnh Phúc","Miền Bắc","2025-03","2025-03-25","2025-03-25",6,1,18170000,18170000.0,2,0.0,"CITYBIKE_P|SPORTBIKE_S",0,0,1,3,2,2,"Cần theo dõi",0.9104,"train","Cao",0.7754
"KH-00275","CÔNG TY CỔ PHẦN THƯƠNG MẠI QUANG VINH","Thái Nguyên","Miền Bắc","2025-03","2025-03-25","2025-03-25",6,1,35890000,35890000.0,3,0.0,"CITYBIKE_P|KIDBIKE_1|SPORTBIKE_S",0,0,1,3,2,3,"Cần theo dõi",0.8969,"train","Cao",0.7754
"KH-00276","CÔNG TY TNHH VẠN LỢI","Hà Nội","Miền Bắc","2025-03","2025-03-25","2025-03-31",0,2,68110000,34055000.0,2,0.0,"CITYBIKE_P|KIDBIKE_1",0,0,1,5,4,4,"Khách hàng tiêu biểu",0.8551,"train","Cao",0.7754
"KH-00277","CÔNG TY CỔ PHẦN THƯƠNG MẠI VĨNH PHÁT","Vinh","Miền Bắc","2025-03","2025-03-25","2025-03-25",6,2,232490000,116245000.0,2,0.0,"CITYBIKE_P|KIDBIKE_1",0,0,1,3,4,5,"Cần theo dõi",0.7133,"train","Cao",0.7754
"KH-00278","CÔNG TY TNHH QUANG VINH","Hà Nội","Miền Bắc","2025-03","2025-03-25","2025-03-25",6,1,47790000,47790000.0,1,0.0,"CITYBIKE_P",0,0,1,3,2,3,"Cần theo dõi",0.8605,"train","Cao",0.7754
"KH-00279","CỬA HÀNG XE ĐẠP CHI THÀNH","Hà Nam","Miền Bắc","2025-03","2025-03-25","2025-03-25",6,1,17170000,17170000.0,2,0.0,"CITYBIKE_P|KIDBIKE_2",0,0,1,3,2,1,"Cần theo dõi",0.9115,"train","Cao",0.7754
"KH-00280","CÔNG TY TNHH THƯƠNG MẠI MINH PHƯƠNG","Hà Nam","Miền Bắc","2025-03","2025-03-25","2025-03-25",6,1,22480000,22480000.0,3,0.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2",0,0,1,3,2,2,"Cần theo dõi",0.9128,"test","Cao",0.7754
"KH-00281","CỬA HÀNG XE ĐẠP PHÚC AN","Thanh Hoá","Miền Trung","2025-03","2025-03-25","2025-03-25",6,1,42075286,42075286.0,4,0.0,"CITYBIKE_P|KIDBIKE_1|SPORTBIKE_A|SPORTBIKE_S",0,0,1,3,2,3,"Cần theo dõi",0.8974,"train","Cao",0.7754
"KH-00282","CÔNG TY TNHH THƯƠNG MẠI LONG PHÚ","Hà Nội","Miền Bắc","2025-03","2025-03-25","2025-03-28",3,3,51690000,17230000.0,3,0.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2",0,0,1,4,5,3,"Khách hàng trung thành",0.8364,"train","Cao",0.7754
"KH-00283","CỬA HÀNG XE ĐẠP TRƯỜNG THỊNH","Hưng Yên","Miền Bắc","2025-03","2025-03-25","2025-03-27",4,2,54240000,27120000.0,1,0.0,"CITYBIKE_P",0,0,1,4,4,4,"Khách hàng tiêu biểu",0.8515,"train","Cao",0.7754
"KH-00284","HỘ KINH DOANH NGỌC ANH","Hưng Yên","Miền Bắc","2025-03","2025-03-25","2025-03-25",6,1,35470000,35470000.0,2,0.0,"CITYBIKE_P|KIDBIKE_1",4,60474982,0,3,2,3,"Cần theo dõi",0.8889,"train","Cao",0.7754
"KH-00285","CÔNG TY TNHH ĐÔNG NAM","Hà Nội","Miền Bắc","2025-03","2025-03-25","2025-03-26",5,2,55041000,27520500.0,4,0.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_S",0,0,1,4,4,4,"Khách hàng tiêu biểu",0.8817,"train","Cao",0.7754
"KH-00286","DOANH NGHIỆP TW VIỆT ANH","Hà Nội","Miền Bắc","2025-03","2025-03-26","2025-03-26",5,1,2398148,2398148.0,1,0.0,"CITYBIKE_P",0,0,1,4,2,1,"Khách hàng mới tiềm năng",0.9205,"test","Cao",0.7754
"KH-00287","CÔNG TY TNHH THƯƠNG MẠI THUỶ TIÊN","Vĩnh Phúc","Miền Bắc","2025-03","2025-03-26","2025-03-26",5,1,4611111,4611111.0,1,0.0,"CITYBIKE_P",1,15500000,0,4,2,1,"Khách hàng mới tiềm năng",0.9182,"train","Cao",0.7754
"KH-00288","CÔNG TY TNHH THƯƠNG MẠI TOÀN THẮNG","Nghệ An","Miền Trung","2025-03","2025-03-26","2025-03-29",2,3,53532962,17844321.0,2,0.0,"CITYBIKE_P|KIDBIKE_1",3,140404962,0,5,5,4,"Khách hàng tiêu biểu",0.8235,"test","Cao",0.7754
"KH-00289","CÔNG TY CỔ PHẦN KHẢI HOÀN","Hưng Yên","Miền Bắc","2025-03","2025-03-26","2025-03-29",2,3,64680000,21560000.0,3,0.0,"CITYBIKE_P|KIDBIKE_1|SPORTBIKE_S",0,0,1,5,5,4,"Khách hàng tiêu biểu",0.8327,"test","Cao",0.7754
"KH-00290","CÔNG TY CỔ PHẦN THƯƠNG MẠI TÂY BẮC","Hưng Yên","Miền Bắc","2025-03","2025-03-26","2025-03-26",5,1,14702643,14702643.0,3,0.0,"CITYBIKE_P|KIDBIKE_1|SPORTBIKE_A",0,0,1,4,2,1,"Khách hàng mới tiềm năng",0.9212,"train","Cao",0.7754
"KH-00291","CÔNG TY TNHH VĨNH PHÁT","Hà Nam","Miền Bắc","2025-03","2025-03-26","2025-03-26",5,1,24000000,24000000.0,1,0.0,"CITYBIKE_P",0,0,1,4,2,2,"Khách hàng mới tiềm năng",0.8957,"train","Cao",0.7754
"KH-00292","CÔNG TY TNHH VIỆT ANH","Hà Nội","Miền Bắc","2025-03","2025-03-26","2025-03-26",5,1,28127001,28127001.0,3,0.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2",0,0,1,4,2,2,"Khách hàng mới tiềm năng",0.9067,"train","Cao",0.7754
"KH-00293","CÔNG TY TNHH THƯƠNG MẠI TÚ ANH","Hà Nội","Miền Bắc","2025-03","2025-03-27","2025-03-27",4,1,20277778,20277778.0,1,0.0,"CITYBIKE_P",0,0,1,4,2,2,"Khách hàng mới tiềm năng",0.9007,"train","Cao",0.7754
"KH-00294","HỘ KINH DOANH SÁN LẠP","Hải Phòng","Miền Bắc","2025-03","2025-03-27","2025-03-27",4,1,2305556,2305556.0,1,0.0,"CITYBIKE_P",0,0,1,4,2,1,"Khách hàng mới tiềm năng",0.9208,"test","Cao",0.7754
"KH-00295","DOANH NGHIỆP TW XÂY DỰNG","Hà Nội","Miền Bắc","2025-03","2025-03-27","2025-03-27",4,1,34400000,34400000.0,1,0.0,"CITYBIKE_P",0,0,1,4,2,2,"Khách hàng mới tiềm năng",0.8818,"test","Cao",0.7754
"KH-00296","CÔNG TY TNHH THƯƠNG MẠI HOÀ BÌNH","Hà Nội","Miền Bắc","2025-03","2025-03-27","2025-03-27",4,1,23580000,23580000.0,1,0.0,"CITYBIKE_P",0,0,1,4,2,2,"Khách hàng mới tiềm năng",0.8965,"train","Cao",0.7754
"KH-00297","CỬA HÀNG XE ĐẠP TÂY BẮC","Hà Nội","Miền Bắc","2025-03","2025-03-27","2025-03-27",4,1,20650000,20650000.0,1,0.0,"CITYBIKE_P",0,0,1,4,2,2,"Khách hàng mới tiềm năng",0.9002,"train","Cao",0.7754
"KH-00298","CÔNG TY CỔ PHẦN THƯƠNG MẠI ĐÔNG NAM","Hà Nội","Miền Bắc","2025-03","2025-03-27","2025-03-28",3,2,96307574,48153787.0,4,0.0,"CITYBIKE_P|KIDBIKE_1|SPORTBIKE_A|SPORTBIKE_S",0,0,1,4,4,5,"Khách hàng tiêu biểu",0.8584,"train","Cao",0.7754
"KH-00299","CỬA HÀNG XE ĐẠP VIỆT ANH","Hà Tĩnh","Miền Trung","2025-03","2025-03-27","2025-03-27",4,1,24430000,24430000.0,3,0.0,"CITYBIKE_P|KIDBIKE_1|SPORTBIKE_S",0,0,1,4,2,2,"Khách hàng mới tiềm năng",0.9111,"train","Cao",0.7754
"KH-00300","CÔNG TY TNHH THƯƠNG MẠI QUANG VINH","","","2025-03","2025-03-28","2025-03-28",3,1,17490000,17490000.0,1,0.0,"CITYBIKE_P",0,0,1,4,2,1,"Khách hàng mới tiềm năng",0.9043,"train","Cao",0.7754
"KH-00301","CÔNG TY TNHH THƯƠNG MẠI THUỶ TIÊN","Hải Phòng","Miền Bắc","2025-03","2025-03-28","2025-03-28",3,1,64940000,64940000.0,1,0.0,"CITYBIKE_P",0,0,1,4,2,4,"Khách hàng mới tiềm năng",0.8308,"train","Cao",0.7754
"KH-00302","CÔNG TY TNHH XÂY DỰNG","Hà Giang","Miền Bắc","2025-03","2025-03-28","2025-03-28",3,1,36910000,36910000.0,4,0.0,"CITYBIKE_P|KIDBIKE_1|SPORTBIKE_A|SPORTBIKE_S",0,0,1,4,2,3,"Khách hàng mới tiềm năng",0.9045,"train","Cao",0.7754
"KH-00303","CÔNG TY CỔ PHẦN BÌNH MINH","Hà Nội","Miền Bắc","2025-03","2025-03-28","2025-03-28",3,1,12980000,12980000.0,2,0.0,"CITYBIKE_P|KIDBIKE_1",0,0,1,4,2,1,"Khách hàng mới tiềm năng",0.9167,"train","Cao",0.7754
"KH-00304","DOANH NGHIỆP TW TÚ ANH","Hà Nội","Miền Bắc","2025-03","2025-03-28","2025-03-28",3,1,17710000,17710000.0,1,0.0,"CITYBIKE_P",0,0,1,4,2,1,"Khách hàng mới tiềm năng",0.9041,"test","Cao",0.7754
"KH-00305","CÔNG TY CỔ PHẦN TÂY BẮC","Hà Nội","Miền Bắc","2025-03","2025-03-28","2025-03-31",0,2,32170000,16085000.0,3,0.0,"CITYBIKE_P|KIDBIKE_1|SPORTBIKE_A",0,0,1,5,4,2,"Khách hàng trung thành",0.886,"test","Cao",0.7754
"KH-00306","CÔNG TY TNHH HOÀ BÌNH","Vĩnh Phúc","Miền Bắc","2025-03","2025-03-28","2025-03-28",3,1,16430000,16430000.0,1,0.0,"CITYBIKE_P",0,0,1,4,2,1,"Khách hàng mới tiềm năng",0.9056,"train","Cao",0.7754
"KH-00307","DOANH NGHIỆP TW THIÊN AN","Quảng Ninh","Miền Bắc","2025-03","2025-03-28","2025-03-28",3,1,29517574,29517574.0,4,0.0,"CITYBIKE_P|KIDBIKE_2|SPORTBIKE_A|SPORTBIKE_S",0,0,1,4,2,2,"Khách hàng mới tiềm năng",0.9129,"train","Cao",0.7754
"KH-00308","CÔNG TY TNHH THIÊN AN","Cường Tráng - An Thịnh - Lương Tài - Bắc Ninh","Miền Bắc","2025-03","2025-03-28","2025-03-28",3,1,38840000,38840000.0,4,0.0,"CITYBIKE_P|KIDBIKE_1|SPORTBIKE_A|SPORTBIKE_S",0,0,1,4,2,3,"Khách hàng mới tiềm năng",0.9021,"train","Cao",0.7754
"KH-00309","CÔNG TY CỔ PHẦN PHÚC AN","Hải Dương","Miền Bắc","2025-03","2025-03-28","2025-03-28",3,1,21610000,21610000.0,3,0.0,"CITYBIKE_P|KIDBIKE_2|SPORTBIKE_S",0,0,1,4,2,2,"Khách hàng mới tiềm năng",0.9144,"train","Cao",0.7754
"KH-00310","HỘ KINH DOANH VẠN LỢI","Quảng Ninh","Miền Bắc","2025-03","2025-03-28","2025-03-28",3,1,34770000,34770000.0,2,0.0,"CITYBIKE_P|KIDBIKE_1",0,0,1,4,2,3,"Khách hàng mới tiềm năng",0.8907,"train","Cao",0.7754
"KH-00311","CÔNG TY TNHH THƯƠNG MẠI QUANG VINH","Quảng Ninh","Miền Bắc","2025-03","2025-03-28","2025-03-28",3,1,39960000,39960000.0,2,0.0,"CITYBIKE_P|SPORTBIKE_A",0,0,1,4,2,3,"Khách hàng mới tiềm năng",0.8835,"train","Cao",0.7754
"KH-00312","DOANH NGHIỆP TW HOÀ BÌNH","Quảng Ninh","Miền Bắc","2025-03","2025-03-28","2025-03-28",3,1,46750000,46750000.0,2,0.0,"CITYBIKE_P|SPORTBIKE_S",0,0,1,4,2,3,"Khách hàng mới tiềm năng",0.8735,"test","Cao",0.7754
"KH-00313","DOANH NGHIỆP TW BÌNH MINH","Hà Nội","Miền Bắc","2025-03","2025-03-28","2025-03-28",3,1,18730000,18730000.0,1,0.0,"CITYBIKE_P",0,0,1,4,2,2,"Khách hàng mới tiềm năng",0.9028,"train","Cao",0.7754
"KH-00314","CÔNG TY TNHH THƯƠNG MẠI YÊN BÌNH","Hải Phòng","Miền Bắc","2025-03","2025-03-28","2025-03-28",3,1,70640000,70640000.0,2,0.0,"CITYBIKE_P|KIDBIKE_1",0,0,1,4,2,4,"Khách hàng mới tiềm năng",0.8323,"train","Cao",0.7754
"KH-00315","CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN","Vĩnh Yên","Miền Bắc","2025-03","2025-03-28","2025-03-28",3,1,20889981,20889981.0,4,0.0,"CITYBIKE_P|KIDBIKE_1|SPORTBIKE_A|SPORTBIKE_S",0,0,1,4,2,2,"Khách hàng mới tiềm năng",0.9219,"train","Cao",0.7754
"KH-00316","CÔNG TY CỔ PHẦN THƯƠNG MẠI THUỶ TIÊN","Hà Nội","Miền Bắc","2025-03","2025-03-28","2025-03-28",3,1,42392500,42392500.0,3,0.0,"CITYBIKE_P|KIDBIKE_1|SPORTBIKE_S",0,0,1,4,2,3,"Khách hàng mới tiềm năng",0.8892,"test","Cao",0.7754
"KH-00317","CỬA HÀNG XE ĐẠP THIÊN AN","Hà Nội","Miền Bắc","2025-03","2025-03-28","2025-03-28",3,1,17550000,17550000.0,2,0.0,"CITYBIKE_P|KIDBIKE_1",0,0,1,4,2,1,"Khách hàng mới tiềm năng",0.9118,"train","Cao",0.7754
"KH-00318","HỘ KINH DOANH BÌNH MINH","Hòa Bình","Miền Bắc","2025-03","2025-03-29","2025-03-29",2,1,30680000,30680000.0,1,0.0,"CITYBIKE_P",0,0,1,5,2,2,"Khách hàng mới tiềm năng",0.8876,"train","Cao",0.7754
"KH-00319","CỬA HÀNG XE ĐẠP QUANG VINH","TP Hưng Yên","Miền Bắc","2025-03","2025-03-29","2025-03-29",2,1,27978500,27978500.0,4,0.0,"CITYBIKE_P|KIDBIKE_1|SPORTBIKE_A|SPORTBIKE_S",0,0,1,5,2,2,"Khách hàng mới tiềm năng",0.9148,"train","Cao",0.7754
"KH-00320","HỘ KINH DOANH PHÚC AN","Hà Nội","Miền Bắc","2025-03","2025-03-31","2025-03-31",0,1,18020000,18020000.0,2,0.0,"CITYBIKE_P|KIDBIKE_1",0,0,1,5,2,2,"Khách hàng mới tiềm năng",0.9119,"train","Cao",0.7754
"KH-00321","CỬA HÀNG XE ĐẠP VIỆT ANH","Hải Phòng","Miền Bắc","2025-03","2025-03-31","2025-03-31",0,1,22250000,22250000.0,2,0.0,"CITYBIKE_P|KIDBIKE_1",0,0,1,5,2,2,"Khách hàng mới tiềm năng",0.9071,"train","Cao",0.7754
"KH-00322","CÔNG TY TNHH THƯƠNG MẠI THANH BÌNH","Hải Phòng","Miền Bắc","2025-03","2025-03-31","2025-03-31",0,1,16380000,16380000.0,2,0.0,"CITYBIKE_P|KIDBIKE_1",0,0,1,5,2,1,"Khách hàng mới tiềm năng",0.9137,"train","Cao",0.7754
"KH-00323","CÔNG TY CỔ PHẦN PHÚ THỊNH","Nghệ An","Miền Trung","2025-03","2025-03-31","2025-03-31",0,1,10850000,10850000.0,1,0.0,"CITYBIKE_P",0,0,1,5,2,1,"Khách hàng mới tiềm năng",0.9126,"test","Cao",0.7754
"KH-00324","CÔNG TY CỔ PHẦN ĐÔNG NAM","Quảng Ninh","Miền Bắc","2025-03","2025-03-31","2025-03-31",0,1,34180000,34180000.0,3,0.0,"CITYBIKE_P|SPORTBIKE_A|SPORTBIKE_S",0,0,1,5,2,2,"Khách hàng mới tiềm năng",0.9006,"train","Cao",0.7754
"KH-00325","HỘ KINH DOANH THANH BÌNH","Hạ Long","Miền Bắc","2025-03","2025-03-31","2025-03-31",0,1,59956468,59956468.0,1,0.0,"CITYBIKE_P",0,0,1,5,2,4,"Khách hàng mới tiềm năng",0.8413,"train","Cao",0.7754
"KH-00326","CỬA HÀNG XE ĐẠP VĨNH PHÁT","Quảng NinhSố","Miền Bắc","2025-03","2025-03-31","2025-03-31",0,1,13870000,13870000.0,3,0.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2",0,0,1,5,2,1,"Khách hàng mới tiềm năng",0.923,"train","Cao",0.7754
"KH-00327","CÔNG TY TNHH MẶT TRỜI","Vĩnh Phúc","Miền Bắc","2025-03","2025-03-31","2025-03-31",0,1,55970000,55970000.0,1,0.0,"CITYBIKE_P",0,0,1,5,2,4,"Khách hàng mới tiềm năng",0.8485,"train","Cao",0.7754
"KH-00328","CÔNG TY CỔ PHẦN PHÚC AN","Vĩnh Phúc","Miền Bắc","2025-03","2025-03-31","2025-03-31",0,1,37780000,37780000.0,3,0.0,"CITYBIKE_P|KIDBIKE_1|SPORTBIKE_A",0,0,1,5,2,3,"Khách hàng mới tiềm năng",0.8961,"test","Cao",0.7754
"KH-00329","HỘ KINH DOANH TRÍ ĐỨC","Hà Nội","Miền Bắc","2025-03","2025-03-31","2025-03-31",0,1,21666667,21666667.0,1,0.0,"CITYBIKE_P",0,0,1,5,2,2,"Khách hàng mới tiềm năng",0.9,"train","Cao",0.7754
"KH-00330","CÔNG TY TNHH THIÊN AN","Hà Giang","Miền Bắc","2025-03","2025-03-31","2025-03-31",0,1,61560000,61560000.0,4,0.0,"CITYBIKE_P|KIDBIKE_1|KIDBIKE_2|SPORTBIKE_S",0,0,1,5,2,4,"Khách hàng mới tiềm năng",0.8717,"train","Cao",0.7754
"KH-00331","HỘ KINH DOANH ĐẠI DƯƠNG","Hà Giang","Miền Bắc","2025-03","2025-03-31","2025-03-31",0,1,16960000,16960000.0,2,0.0,"CITYBIKE_P|KIDBIKE_1",0,0,1,5,2,1,"Khách hàng mới tiềm năng",0.9131,"test","Cao",0.7754
"KH-00332","DOANH NGHIỆP TW TOÀN THẮNG","Hà Nội","Miền Bắc","2025-03","2025-03-31","2025-03-31",0,1,24510000,24510000.0,1,0.0,"CITYBIKE_P",0,0,1,5,2,2,"Khách hàng mới tiềm năng",0.8964,"train","Cao",0.7754
"KH-00333","DOANH NGHIỆP TW ĐÔNG NAM","Thanh Hoá","Miền Trung","2025-03","2025-03-31","2025-03-31",0,1,22970000,22970000.0,2,0.0,"CITYBIKE_P|KIDBIKE_1",0,0,1,5,2,2,"Khách hàng mới tiềm năng",0.9063,"test","Cao",0.7754
