"order_id","so_number","product_code","quantity","unit_price","line_total","order_date","fiscal_year","fiscal_month","fiscal_quarter","customer_code","customer_name","province_name","region","product_name","color","line_id","line_name","group_code","group_name","ym","period_label","quarter_label","day_of_week","week_of_year","is_weekend","order_total","n_lines_in_order","line_share_of_order_pct","sku_revenue_rank","sku_pareto_class","sku_bcg_quadrant","sku_rev_share_group_pct","sku_yoy_rev_pct","sku_avg_unit_price","sku_pareto_cum_pct","cust_cohort_month","cust_recency_days","cust_n_orders_q1_2025","cust_revenue_q1_2025","cust_avg_order_value","cust_rfm_r","cust_rfm_f","cust_rfm_m","cust_rfm_segment","cust_churn_label","cust_churn_prob","cust_churn_priority"
"","BH26.1270","000208002003000",1.0,1408333.0,1408333,"2026-03-13",2026,3,1,"KH-00359","CÔNG TY CỔ PHẦN VẠN LỢI","Hà Nội","Miền Bắc","Xe đạp Thống Nhất 219-24 Đỏ đun","Đỏ đun",2.0,"Xe 219-24","CITYBIKE_P","Xe phổ thông","2026-03","T3/2026","Q1/2026",4,11,0,139442096,41,1.01,66.0,"B","Bò sữa",0.84,1155.31,1402591.0,75.31,"","","","","","","","","","","",""
"","BH26.1270","000217002001000",1.0,1469444.0,1469444,"2026-03-13",2026,3,1,"KH-00359","CÔNG TY CỔ PHẦN VẠN LỢI","Hà Nội","Miền Bắc","Xe đạp Thống Nhất GN 06-26 Đen","Đen",9.0,"Xe GN 06-26","CITYBIKE_P","Xe phổ thông","2026-03","T3/2026","Q1/2026",4,11,0,139442096,41,1.05,48.0,"A","Bò sữa",1.12,1075.36,1360087.0,66.04,"","","","","","","","","","","",""
"","BH26.1270","000217002007000",1.0,1469444.0,1469444,"2026-03-13",2026,3,1,"KH-00359","CÔNG TY CỔ PHẦN VẠN LỢI","Hà Nội","Miền Bắc","Xe đạp Thống Nhất GN 06-26 Coban","Coban",9.0,"Xe GN 06-26","CITYBIKE_P","Xe phổ thông","2026-03","T3/2026","Q1/2026",4,11,0,139442096,41,1.05,71.0,"B","Dấu hỏi",0.81,1416.77,1438430.0,77.53,"","","","","","","","","","","",""
"","BH26.1270","000218002001000",1.0,1530555.0,1530555,"2026-03-13",2026,3,1,"KH-00359","CÔNG TY CỔ PHẦN VẠN LỢI","Hà Nội","Miền Bắc","Xe đạp Thống Nhất GN 06-27 Đen","Đen",11.0,"Xe GN 06-27","CITYBIKE_P","Xe phổ thông","2026-03","T3/2026","Q1/2026",4,11,0,139442096,41,1.1,104.0,"B","Con chó",0.42,315.26,1379738.0,88.14,"","","","","","","","","","","",""
"","BH26.1270","000214004000000",2.0,1530555.0,3061110,"2026-03-13",2026,3,1,"KH-00359","CÔNG TY CỔ PHẦN VẠN LỢI","Hà Nội","Miền Bắc","Xe đạp Thống Nhất GN 05-26","05-26",5.0,"Xe GN 05-26","CITYBIKE_P","Xe phổ thông","2026-03","T3/2026","Q1/2026",4,11,0,139442096,41,2.2,24.0,"A","Ngôi sao",2.1,1324.62,1465146.0,46.86,"","","","","","","","","","","",""
"","BH26.1270","000131002001002",1.0,1169907.0,1169907,"2026-03-13",2026,3,1,"KH-00359","CÔNG TY CỔ PHẦN VẠN LỢI","Hà Nội","Miền Bắc","Xe đạp Thống Nhất GN 06 20 2024 Đen","Đen",25.0,"Xe GN 06 20 2024","KIDBIKE_1","Xe trẻ em nhóm 1","2026-03","T3/2026","Q1/2026",4,11,0,139442096,41,0.84,20.0,"A","Ngôi sao",11.03,1624.57,1188712.0,42.26,"","","","","","","","","","","",""
"","BH26.1270","000132002003001",1.0,1310555.0,1310555,"2026-03-13",2026,3,1,"KH-00359","CÔNG TY CỔ PHẦN VẠN LỢI","Hà Nội","Miền Bắc","","","","","","","2026-03","T3/2026","Q1/2026",4,11,0,139442096,41,0.94,183.0,"C","Bò sữa",3.59,"",1310555.0,97.87,"","","","","","","","","","","",""
"","BH26.1270","000335002013000",1.0,2105000.0,2105000,"2026-03-13",2026,3,1,"KH-00359","CÔNG TY CỔ PHẦN VẠN LỢI","Hà Nội","Miền Bắc","Xe đạp Thống Nhất Super 24 Xanh","Xanh",69.0,"Xe Super 24","SPORTBIKE_S","Xe thể thao thép","2026-03","T3/2026","Q1/2026",4,11,0,139442096,41,1.51,59.0,"B","Ngôi sao",12.89,950.58,1652938.0,71.99,"","","","","","","","","","","",""
"","BH26.1270","1050010000200000",1.0,1262037.0,1262037,"2026-03-13",2026,3,1,"KH-00359","CÔNG TY CỔ PHẦN VẠN LỢI","Hà Nội","Miền Bắc","","","","","","","2026-03","T3/2026","Q1/2026",4,11,0,139442096,41,0.91,204.0,"C","Ngôi sao",2.29,826.29,945576.0,99.02,"","","","","","","","","","","",""
"","BH26.1270","1040010000080000",1.0,1326851.0,1326851,"2026-03-13",2026,3,1,"KH-00359","CÔNG TY CỔ PHẦN VẠN LỢI","Hà Nội","Miền Bắc","","","","","","","2026-03","T3/2026","Q1/2026",4,11,0,139442096,41,0.95,122.0,"C","Ngôi sao",9.11,1017.46,1115859.0,91.4,"","","","","","","","","","","",""
"","BH26.1270","000337002001000",1.0,1622222.0,1622222,"2026-03-13",2026,3,1,"KH-00359","CÔNG TY CỔ PHẦN VẠN LỢI","Hà Nội","Miền Bắc","Xe đạp Thống Nhất SK 24 đen","đen","","","","","2026-03","T3/2026","Q1/2026",4,11,0,139442096,41,1.16,"","","","","","","","","","","","","","","","","","",""
"","BH26.1270","000337002008000",1.0,1622222.0,1622222,"2026-03-13",2026,3,1,"KH-00359","CÔNG TY CỔ PHẦN VẠN LỢI","Hà Nội","Miền Bắc","Xe đạp Thống Nhất SK 24 ghi","ghi","","","","","2026-03","T3/2026","Q1/2026",4,11,0,139442096,41,1.16,"","","","","","","","","","","","","","","","","","",""
"","BH26.1270","000337002022000",1.0,1622222.0,1622222,"2026-03-13",2026,3,1,"KH-00359","CÔNG TY CỔ PHẦN VẠN LỢI","Hà Nội","Miền Bắc","Xe đạp Thống Nhất SK 24 xanh","xanh","","","","","2026-03","T3/2026","Q1/2026",4,11,0,139442096,41,1.16,"","","","","","","","","","","","","","","","","","",""
"","BH26.1270","000336002001000",1.0,1377777.0,1377777,"2026-03-13",2026,3,1,"KH-00359","CÔNG TY CỔ PHẦN VẠN LỢI","Hà Nội","Miền Bắc","Xe đạp Thống Nhất SK 20 đen","đen","","","","","2026-03","T3/2026","Q1/2026",4,11,0,139442096,41,0.99,"","","","","","","","","","","","","","","","","","",""
"","BH26.1270","000336002022000",1.0,1377777.0,1377777,"2026-03-13",2026,3,1,"KH-00359","CÔNG TY CỔ PHẦN VẠN LỢI","Hà Nội","Miền Bắc","Xe đạp Thống Nhất SK 20 xanh","xanh","","","","","2026-03","T3/2026","Q1/2026",4,11,0,139442096,41,0.99,"","","","","","","","","","","","","","","","","","",""
"","BH26.1270","000125002002000",1.0,1310555.0,1310555,"2026-03-13",2026,3,1,"KH-00359","CÔNG TY CỔ PHẦN VẠN LỢI","Hà Nội","Miền Bắc","Xe đạp Thống Nhất Puppy 20 Trắng","Trắng",32.0,"Xe Puppy 20","KIDBIKE_1","Xe trẻ em nhóm 1","2026-03","T3/2026","Q1/2026",4,11,0,139442096,41,0.94,51.0,"A","Ngôi sao",5.26,1410.55,1196331.0,67.77,"","","","","","","","","","","",""
"","BH26.1270","000125002009000",2.0,1310555.0,2621110,"2026-03-13",2026,3,1,"KH-00359","CÔNG TY CỔ PHẦN VẠN LỢI","Hà Nội","Miền Bắc","Xe đạp Thống Nhất Puppy 20 Hồng","Hồng",32.0,"Xe Puppy 20","KIDBIKE_1","Xe trẻ em nhóm 1","2026-03","T3/2026","Q1/2026",4,11,0,139442096,41,1.88,8.0,"A","Ngôi sao",20.89,1990.67,1251943.0,24.11,"","","","","","","","","","","",""
"","BH26.1270","000125002023000",1.0,1310555.0,1310555,"2026-03-13",2026,3,1,"KH-00359","CÔNG TY CỔ PHẦN VẠN LỢI","Hà Nội","Miền Bắc","Xe đạp Thống Nhất Puppy 20 Kem","Kem",32.0,"Xe Puppy 20","KIDBIKE_1","Xe trẻ em nhóm 1","2026-03","T3/2026","Q1/2026",4,11,0,139442096,41,0.94,22.0,"A","Ngôi sao",10.72,1485.02,1196354.0,44.58,"","","","","","","","","","","",""
"","BH26.1270","000125002009000",2.0,1310555.0,2621110,"2026-03-13",2026,3,1,"KH-00359","CÔNG TY CỔ PHẦN VẠN LỢI","Hà Nội","Miền Bắc","Xe đạp Thống Nhất Puppy 20 Hồng","Hồng",32.0,"Xe Puppy 20","KIDBIKE_1","Xe trẻ em nhóm 1","2026-03","T3/2026","Q1/2026",4,11,0,139442096,41,1.88,8.0,"A","Ngôi sao",20.89,1990.67,1251943.0,24.11,"","","","","","","","","","","",""
"","BH26.1270","000217003008000",1.0,1591666.0,1591666,"2026-03-13",2026,3,1,"KH-00359","CÔNG TY CỔ PHẦN VẠN LỢI","Hà Nội","Miền Bắc","Xe đạp Thống Nhất GN 06-26 2.0 Ghi","Ghi",10.0,"Xe GN 06-26 2.0","CITYBIKE_P","Xe phổ thông","2026-03","T3/2026","Q1/2026",4,11,0,139442096,41,1.14,9.0,"A","Ngôi sao",3.75,1957.1,1491638.0,26.14,"","","","","","","","","","","",""
"","BH26.1270","000208002023000",2.0,1408333.0,2816666,"2026-03-13",2026,3,1,"KH-00359","CÔNG TY CỔ PHẦN VẠN LỢI","Hà Nội","Miền Bắc","Xe đạp Thống Nhất 219-24 Xanh Tím","Xanh Tím",2.0,"Xe 219-24","CITYBIKE_P","Xe phổ thông","2026-03","T3/2026","Q1/2026",4,11,0,139442096,41,2.02,76.0,"B","Dấu hỏi",0.75,2079.33,1354906.0,79.62,"","","","","","","","","","","",""
"","BH26.1270","000226003002000",1.0,1683333.0,1683333,"2026-03-13",2026,3,1,"KH-00359","CÔNG TY CỔ PHẦN VẠN LỢI","Hà Nội","Miền Bắc","Xe đạp Thống Nhất LD 24-01_2023 Trắng","Trắng",13.0,"Xe LD 24-01_2023","CITYBIKE_P","Xe phổ thông","2026-03","T3/2026","Q1/2026",4,11,0,139442096,41,1.21,23.0,"A","Ngôi sao",2.1,1350.46,1490422.0,45.72,"","","","","","","","","","","",""
"","BH26.1271","000230002013000",2.0,1799444.0,3598888,"2026-03-13",2026,3,1,"KH-00419","DOANH NGHIỆP TW ĐẠI DƯƠNG","Hà Nội","Miền Bắc","Xe đạp Thống Nhất LD 26 Pastel Xanh","Pastel Xanh","","","","","2026-03","T3/2026","Q1/2026",4,11,0,78918501,20,4.56,"","","","","","","","","","","","","","","","","","",""
"","BH26.1271","100029005080000",2.0,2960555.0,5921110,"2026-03-13",2026,3,1,"KH-00419","DOANH NGHIỆP TW ĐẠI DƯƠNG","Hà Nội","Miền Bắc","Xe đạp Thống Nhất CPD 700C Ghi","Ghi","","","","","2026-03","T3/2026","Q1/2026",4,11,0,78918501,20,7.5,"","","","","","","","","","","","","","","","","","",""
"","BH26.1271","000106002001000",2.0,1262037.0,2524074,"2026-03-13",2026,3,1,"KH-00419","DOANH NGHIỆP TW ĐẠI DƯƠNG","Hà Nội","Miền Bắc","Xe đạp Thống Nhất Batwheels 16 Đen","Đen","","","","","2026-03","T3/2026","Q1/2026",4,11,0,78918501,20,3.2,"","","","","","","","","","","","","","","","","","",""
"","BH26.1271","1000400050080010",3.0,2960555.0,8881665,"2026-03-13",2026,3,1,"KH-00419","DOANH NGHIỆP TW ĐẠI DƯƠNG","Hà Nội","Miền Bắc","Xe đạp Thống Nhất MTB SPD 27.5 17 Ghi","Ghi","","","","","2026-03","T3/2026","Q1/2026",4,11,0,78918501,20,11.25,"","","","","","","","","","","","","","","","","","",""
"","BH26.1271","1000400050020000",2.0,2960555.0,5921110,"2026-03-13",2026,3,1,"KH-00419","DOANH NGHIỆP TW ĐẠI DƯƠNG","Hà Nội","Miền Bắc","Xe đạp Thống Nhất MTB SPD 27.5 17 Trắng","Trắng","","","","","2026-03","T3/2026","Q1/2026",4,11,0,78918501,20,7.5,"","","","","","","","","","","","","","","","","","",""
"","BH26.1271","000336002001000",3.0,1377777.0,4133331,"2026-03-13",2026,3,1,"KH-00419","DOANH NGHIỆP TW ĐẠI DƯƠNG","Hà Nội","Miền Bắc","Xe đạp Thống Nhất SK 20 đen","đen","","","","","2026-03","T3/2026","Q1/2026",4,11,0,78918501,20,5.24,"","","","","","","","","","","","","","","","","","",""
"","BH26.1271","000337002001000",3.0,1622222.0,4866666,"2026-03-13",2026,3,1,"KH-00419","DOANH NGHIỆP TW ĐẠI DƯƠNG","Hà Nội","Miền Bắc","Xe đạp Thống Nhất SK 24 đen","đen","","","","","2026-03","T3/2026","Q1/2026",4,11,0,78918501,20,6.17,"","","","","","","","","","","","","","","","","","",""
"","BH26.1271","000337002008000",3.0,1622222.0,4866666,"2026-03-13",2026,3,1,"KH-00419","DOANH NGHIỆP TW ĐẠI DƯƠNG","Hà Nội","Miền Bắc","Xe đạp Thống Nhất SK 24 ghi","ghi","","","","","2026-03","T3/2026","Q1/2026",4,11,0,78918501,20,6.17,"","","","","","","","","","","","","","","","","","",""
"","BH26.1271","000337002022000",2.0,1622222.0,3244444,"2026-03-13",2026,3,1,"KH-00419","DOANH NGHIỆP TW ĐẠI DƯƠNG","Hà Nội","Miền Bắc","Xe đạp Thống Nhất SK 24 xanh","xanh","","","","","2026-03","T3/2026","Q1/2026",4,11,0,78918501,20,4.11,"","","","","","","","","","","","","","","","","","",""
"","BH26.1271","000214004000000",2.0,1530555.0,3061110,"2026-03-13",2026,3,1,"KH-00419","DOANH NGHIỆP TW ĐẠI DƯƠNG","Hà Nội","Miền Bắc","Xe đạp Thống Nhất GN 05-26","05-26",5.0,"Xe GN 05-26","CITYBIKE_P","Xe phổ thông","2026-03","T3/2026","Q1/2026",4,11,0,78918501,20,3.88,24.0,"A","Ngôi sao",2.1,1324.62,1465146.0,46.86,"","","","","","","","","","","",""
"","BH26.1271","000125002002000",2.0,1310555.0,2621110,"2026-03-13",2026,3,1,"KH-00419","DOANH NGHIỆP TW ĐẠI DƯƠNG","Hà Nội","Miền Bắc","Xe đạp Thống Nhất Puppy 20 Trắng","Trắng",32.0,"Xe Puppy 20","KIDBIKE_1","Xe trẻ em nhóm 1","2026-03","T3/2026","Q1/2026",4,11,0,78918501,20,3.32,51.0,"A","Ngôi sao",5.26,1410.55,1196331.0,67.77,"","","","","","","","","","","",""
"","BH26.1271","000333002001002",3.0,2294444.0,6883332,"2026-03-13",2026,3,1,"KH-00419","DOANH NGHIỆP TW ĐẠI DƯƠNG","Hà Nội","Miền Bắc","Xe đạp Thống Nhất Super 26 S đen","đen","","","","","2026-03","T3/2026","Q1/2026",4,11,0,78918501,20,8.72,"","","","","","","","","","","","","","","","","","",""
"","BH26.1271","000105002013000",2.0,1132407.0,2264814,"2026-03-13",2026,3,1,"KH-00419","DOANH NGHIỆP TW ĐẠI DƯƠNG","Hà Nội","Miền Bắc","Xe đạp Thống Nhất Batwheels 12 Xanh","Xanh","","","","","2026-03","T3/2026","Q1/2026",4,11,0,78918501,20,2.87,"","","","","","","","","","","","","","","","","","",""
"","BH26.1271","000106002001000",2.0,1262037.0,2524074,"2026-03-13",2026,3,1,"KH-00419","DOANH NGHIỆP TW ĐẠI DƯƠNG","Hà Nội","Miền Bắc","Xe đạp Thống Nhất Batwheels 16 Đen","Đen","","","","","2026-03","T3/2026","Q1/2026",4,11,0,78918501,20,3.2,"","","","","","","","","","","","","","","","","","",""
"","BH26.1271","000125002009000",2.0,1310555.0,2621110,"2026-03-13",2026,3,1,"KH-00419","DOANH NGHIỆP TW ĐẠI DƯƠNG","Hà Nội","Miền Bắc","Xe đạp Thống Nhất Puppy 20 Hồng","Hồng",32.0,"Xe Puppy 20","KIDBIKE_1","Xe trẻ em nhóm 1","2026-03","T3/2026","Q1/2026",4,11,0,78918501,20,3.32,8.0,"A","Ngôi sao",20.89,1990.67,1251943.0,24.11,"","","","","","","","","","","",""
"","BH26.1271","000336002001000",2.0,1377777.0,2755554,"2026-03-13",2026,3,1,"KH-00419","DOANH NGHIỆP TW ĐẠI DƯƠNG","Hà Nội","Miền Bắc","Xe đạp Thống Nhất SK 20 đen","đen","","","","","2026-03","T3/2026","Q1/2026",4,11,0,78918501,20,3.49,"","","","","","","","","","","","","","","","","","",""
"","BH26.1271","000335002001000",2.0,2105000.0,4210000,"2026-03-13",2026,3,1,"KH-00419","DOANH NGHIỆP TW ĐẠI DƯƠNG","Hà Nội","Miền Bắc","Xe đạp Thống Nhất Super 24 Đen","Đen",69.0,"Xe Super 24","SPORTBIKE_S","Xe thể thao thép","2026-03","T3/2026","Q1/2026",4,11,0,78918501,20,5.33,29.0,"A","Ngôi sao",24.87,1171.48,2024816.0,51.89,"","","","","","","","","","","",""
"","BH26.1271","000214004000000",1.0,1530555.0,1530555,"2026-03-13",2026,3,1,"KH-00419","DOANH NGHIỆP TW ĐẠI DƯƠNG","Hà Nội","Miền Bắc","Xe đạp Thống Nhất GN 05-26","05-26",5.0,"Xe GN 05-26","CITYBIKE_P","Xe phổ thông","2026-03","T3/2026","Q1/2026",4,11,0,78918501,20,1.94,24.0,"A","Ngôi sao",2.1,1324.62,1465146.0,46.86,"","","","","","","","","","","",""
"","BH26.1271","000337002001000",2.0,1622222.0,3244444,"2026-03-13",2026,3,1,"KH-00419","DOANH NGHIỆP TW ĐẠI DƯƠNG","Hà Nội","Miền Bắc","Xe đạp Thống Nhất SK 24 đen","đen","","","","","2026-03","T3/2026","Q1/2026",4,11,0,78918501,20,4.11,"","","","","","","","","","","","","","","","","","",""
"","BH26.1271","000337002008000",2.0,1622222.0,3244444,"2026-03-13",2026,3,1,"KH-00419","DOANH NGHIỆP TW ĐẠI DƯƠNG","Hà Nội","Miền Bắc","Xe đạp Thống Nhất SK 24 ghi","ghi","","","","","2026-03","T3/2026","Q1/2026",4,11,0,78918501,20,4.11,"","","","","","","","","","","","","","","","","","",""
"","BH26.1272","000231002023000",1.0,2172222.0,2172222,"2026-03-13",2026,3,1,"KH-00402","CÔNG TY CỔ PHẦN ĐẠI LỢI","Hà Nội","Miền Bắc","Xe đạp Thống Nhất LD 26 We Bare Bears Kem","Kem","","","","","2026-03","T3/2026","Q1/2026",4,11,0,61526094,12,3.53,"","","","","","","","","","","","","","","","","","",""
"","BH26.1272","000230002009000",5.0,1799444.0,8997220,"2026-03-13",2026,3,1,"KH-00402","CÔNG TY CỔ PHẦN ĐẠI LỢI","Hà Nội","Miền Bắc","Xe đạp Thống Nhất LD 26 Pastel Hồng","Hồng","","","","","2026-03","T3/2026","Q1/2026",4,11,0,61526094,12,14.62,"","","","","","","","","","","","","","","","","","",""
"","BH26.1272","000230002013000",5.0,1799444.0,8997220,"2026-03-13",2026,3,1,"KH-00402","CÔNG TY CỔ PHẦN ĐẠI LỢI","Hà Nội","Miền Bắc","Xe đạp Thống Nhất LD 26 Pastel Xanh","Pastel Xanh","","","","","2026-03","T3/2026","Q1/2026",4,11,0,61526094,12,14.62,"","","","","","","","","","","","","","","","","","",""
"","BH26.1272","1000250020220000",5.0,943888.0,4719440,"2026-03-13",2026,3,1,"KH-00402","CÔNG TY CỔ PHẦN ĐẠI LỢI","Hà Nội","Miền Bắc","Xe đạp Thống Nhất TE Robot 16 Xanh dương","Xanh dương",44.0,"Xe Robot 16","KIDBIKE_2","Xe trẻ em nhóm 2","2026-03","T3/2026","Q1/2026",4,11,0,61526094,12,7.67,113.0,"B","Con chó",5.0,1234.42,790893.0,89.89,"","","","","","","","","","","",""
"","BH26.1272","000125002002000",3.0,1310555.0,3931665,"2026-03-13",2026,3,1,"KH-00402","CÔNG TY CỔ PHẦN ĐẠI LỢI","Hà Nội","Miền Bắc","Xe đạp Thống Nhất Puppy 20 Trắng","Trắng",32.0,"Xe Puppy 20","KIDBIKE_1","Xe trẻ em nhóm 1","2026-03","T3/2026","Q1/2026",4,11,0,61526094,12,6.39,51.0,"A","Ngôi sao",5.26,1410.55,1196331.0,67.77,"","","","","","","","","","","",""
"","BH26.1272","000334002001000",1.0,1652777.0,1652777,"2026-03-13",2026,3,1,"KH-00402","CÔNG TY CỔ PHẦN ĐẠI LỢI","Hà Nội","Miền Bắc","Xe đạp Thống Nhất Super 20 Đen","Đen",39.0,"Xe TE Super 20","KIDBIKE_1","Xe trẻ em nhóm 1","2026-03","T3/2026","Q1/2026",4,11,0,61526094,12,2.69,86.0,"B","Ngôi sao",2.95,1490.19,1466030.0,83.31,"","","","","","","","","","","",""
"","BH26.1272","000335002013000",3.0,2105000.0,6315000,"2026-03-13",2026,3,1,"KH-00402","CÔNG TY CỔ PHẦN ĐẠI LỢI","Hà Nội","Miền Bắc","Xe đạp Thống Nhất Super 24 Xanh","Xanh",69.0,"Xe Super 24","SPORTBIKE_S","Xe thể thao thép","2026-03","T3/2026","Q1/2026",4,11,0,61526094,12,10.26,59.0,"B","Ngôi sao",12.89,950.58,1652938.0,71.99,"","","","","","","","","","","",""
"","BH26.1272","100029005090000",2.0,2960555.0,5921110,"2026-03-13",2026,3,1,"KH-00402","CÔNG TY CỔ PHẦN ĐẠI LỢI","Hà Nội","Miền Bắc","Xe đạp Thống Nhất CPD 700C Hồng","Hồng","","","","","2026-03","T3/2026","Q1/2026",4,11,0,61526094,12,9.62,"","","","","","","","","","","","","","","","","","",""
"","BH26.1272","000232003009000",1.0,2233333.0,2233333,"2026-03-13",2026,3,1,"KH-00402","CÔNG TY CỔ PHẦN ĐẠI LỢI","Hà Nội","Miền Bắc","Xe đạp Thống Nhất MS 27.5 Hồng","Hồng","","","","","2026-03","T3/2026","Q1/2026",4,11,0,61526094,12,3.63,"","","","","","","","","","","","","","","","","","",""
"","BH26.1272","000232003002000",2.0,2233333.0,4466666,"2026-03-13",2026,3,1,"KH-00402","CÔNG TY CỔ PHẦN ĐẠI LỢI","Hà Nội","Miền Bắc","Xe đạp Thống Nhất MS 27.5 Trắng","Trắng","","","","","2026-03","T3/2026","Q1/2026",4,11,0,61526094,12,7.26,"","","","","","","","","","","","","","","","","","",""
"","BH26.1272","000214004000000",5.0,1530555.0,7652775,"2026-03-13",2026,3,1,"KH-00402","CÔNG TY CỔ PHẦN ĐẠI LỢI","Hà Nội","Miền Bắc","Xe đạp Thống Nhất GN 05-26","05-26",5.0,"Xe GN 05-26","CITYBIKE_P","Xe phổ thông","2026-03","T3/2026","Q1/2026",4,11,0,61526094,12,12.44,24.0,"A","Ngôi sao",2.1,1324.62,1465146.0,46.86,"","","","","","","","","","","",""
"","BH26.1272","000232003008000",2.0,2233333.0,4466666,"2026-03-13",2026,3,1,"KH-00402","CÔNG TY CỔ PHẦN ĐẠI LỢI","Hà Nội","Miền Bắc","Xe đạp Thống Nhất MS 27.5 Ghi","Ghi","","","","","2026-03","T3/2026","Q1/2026",4,11,0,61526094,12,7.26,"","","","","","","","","","","","","","","","","","",""
"","BH26.1273","000125002009000",1.0,1310555.0,1310555,"2026-03-13",2026,3,1,"KH-00502","CỬA HÀNG XE ĐẠP BÌNH MINH","Hà Nội","Miền Bắc","Xe đạp Thống Nhất Puppy 20 Hồng","Hồng",32.0,"Xe Puppy 20","KIDBIKE_1","Xe trẻ em nhóm 1","2026-03","T3/2026","Q1/2026",4,11,0,56346650,15,2.33,8.0,"A","Ngôi sao",20.89,1990.67,1251943.0,24.11,"","","","","","","","","","","",""
"","BH26.1273","000125002002000",1.0,1310555.0,1310555,"2026-03-13",2026,3,1,"KH-00502","CỬA HÀNG XE ĐẠP BÌNH MINH","Hà Nội","Miền Bắc","Xe đạp Thống Nhất Puppy 20 Trắng","Trắng",32.0,"Xe Puppy 20","KIDBIKE_1","Xe trẻ em nhóm 1","2026-03","T3/2026","Q1/2026",4,11,0,56346650,15,2.33,51.0,"A","Ngôi sao",5.26,1410.55,1196331.0,67.77,"","","","","","","","","","","",""
"","BH26.1273","000336002001000",2.0,1377777.0,2755554,"2026-03-13",2026,3,1,"KH-00502","CỬA HÀNG XE ĐẠP BÌNH MINH","Hà Nội","Miền Bắc","Xe đạp Thống Nhất SK 20 đen","đen","","","","","2026-03","T3/2026","Q1/2026",4,11,0,56346650,15,4.89,"","","","","","","","","","","","","","","","","","",""
"","BH26.1273","000336002022000",2.0,1377777.0,2755554,"2026-03-13",2026,3,1,"KH-00502","CỬA HÀNG XE ĐẠP BÌNH MINH","Hà Nội","Miền Bắc","Xe đạp Thống Nhất SK 20 xanh","xanh","","","","","2026-03","T3/2026","Q1/2026",4,11,0,56346650,15,4.89,"","","","","","","","","","","","","","","","","","",""
"","BH26.1273","000337002001000",5.0,1622222.0,8111110,"2026-03-13",2026,3,1,"KH-00502","CỬA HÀNG XE ĐẠP BÌNH MINH","Hà Nội","Miền Bắc","Xe đạp Thống Nhất SK 24 đen","đen","","","","","2026-03","T3/2026","Q1/2026",4,11,0,56346650,15,14.4,"","","","","","","","","","","","","","","","","","",""
"","BH26.1273","000337002008000",5.0,1622222.0,8111110,"2026-03-13",2026,3,1,"KH-00502","CỬA HÀNG XE ĐẠP BÌNH MINH","Hà Nội","Miền Bắc","Xe đạp Thống Nhất SK 24 ghi","ghi","","","","","2026-03","T3/2026","Q1/2026",4,11,0,56346650,15,14.4,"","","","","","","","","","","","","","","","","","",""
"","BH26.1273","000337002022000",2.0,1622222.0,3244444,"2026-03-13",2026,3,1,"KH-00502","CỬA HÀNG XE ĐẠP BÌNH MINH","Hà Nội","Miền Bắc","Xe đạp Thống Nhất SK 24 xanh","xanh","","","","","2026-03","T3/2026","Q1/2026",4,11,0,56346650,15,5.76,"","","","","","","","","","","","","","","","","","",""
"","BH26.1273","000230002023000",5.0,1799444.0,8997220,"2026-03-13",2026,3,1,"KH-00502","CỬA HÀNG XE ĐẠP BÌNH MINH","Hà Nội","Miền Bắc","Xe đạp Thống Nhất LD 26 Kem","Kem",15.0,"Xe LD 26","CITYBIKE_P","Xe phổ thông","2026-03","T3/2026","Q1/2026",4,11,0,56346650,15,15.97,5.0,"A","Bò sữa",4.91,"",1754024.0,16.64,"","","","","","","","","","","",""
"","BH26.1273","000230002013000",2.0,1799444.0,3598888,"2026-03-13",2026,3,1,"KH-00502","CỬA HÀNG XE ĐẠP BÌNH MINH","Hà Nội","Miền Bắc","Xe đạp Thống Nhất LD 26 Pastel Xanh","Pastel Xanh","","","","","2026-03","T3/2026","Q1/2026",4,11,0,56346650,15,6.39,"","","","","","","","","","","","","","","","","","",""
"","BH26.1273","000230002014000",3.0,1799444.0,5398332,"2026-03-13",2026,3,1,"KH-00502","CỬA HÀNG XE ĐẠP BÌNH MINH","Hà Nội","Miền Bắc","Xe đạp Thống Nhất LD 26 Xanh Santorini","Xanh Santorini",15.0,"Xe LD 26","CITYBIKE_P","Xe phổ thông","2026-03","T3/2026","Q1/2026",4,11,0,56346650,15,9.58,61.0,"B","Bò sữa",0.9,"",1737102.0,72.97,"","","","","","","","","","","",""
"","BH26.1273","000336002001000",2.0,1377777.0,2755554,"2026-03-13",2026,3,1,"KH-00502","CỬA HÀNG XE ĐẠP BÌNH MINH","Hà Nội","Miền Bắc","Xe đạp Thống Nhất SK 20 đen","đen","","","","","2026-03","T3/2026","Q1/2026",4,11,0,56346650,15,4.89,"","","","","","","","","","","","","","","","","","",""
"","BH26.1273","000336002022000",2.0,1377777.0,2755554,"2026-03-13",2026,3,1,"KH-00502","CỬA HÀNG XE ĐẠP BÌNH MINH","Hà Nội","Miền Bắc","Xe đạp Thống Nhất SK 20 xanh","xanh","","","","","2026-03","T3/2026","Q1/2026",4,11,0,56346650,15,4.89,"","","","","","","","","","","","","","","","","","",""
